time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.009191,-1.8784,-0.2444,-2.8399,3.414
0.015067,-1.6098,-0.1399,-2.7754,3.212
0.024672,-1.1123,-0.0627,-2.8566,3.066
0.036081,-0.7894,-0.3194,-2.9685,3.088
0.049228,-0.7582,-0.4598,-3.1791,3.300
0.054699,-0.8651,-0.5024,-3.1098,3.267
0.065045,-0.8659,-0.5068,-2.8828,3.052
0.075077,-0.9395,-0.5542,-2.7443,2.953
0.089377,-0.8902,-0.7194,-2.6494,2.886
0.100114,-0.8421,-0.7703,-2.7502,2.978
0.104560,-0.9527,-0.8462,-2.7469,3.028
0.114975,-0.9708,-0.9403,-2.7987,3.108
0.129879,-0.7686,-1.0428,-2.5334,2.845
0.134612,-0.7618,-1.0077,-2.5788,2.872
0.145066,-0.7847,-0.8973,-2.7983,3.042
0.154930,-1.0384,-1.0471,-2.7054,3.081
0.169470,-1.3462,-1.1501,-2.3905,2.975
0.174439,-1.3047,-1.1173,-2.4250,2.972
0.184554,-1.1667,-1.1667,-2.3234,2.850
0.194704,-0.9325,-1.1909,-2.4933,2.916
0.211147,-0.4975,-1.0326,-2.8276,3.051
0.214059,-0.3628,-1.0905,-2.8813,3.102
0.224207,-0.3812,-1.2770,-2.7325,3.040
0.234907,-0.3510,-1.2865,-2.3842,2.732
0.249774,-0.2307,-1.2568,-2.5938,2.891
0.255809,-0.3042,-1.2645,-2.8033,3.090
0.265011,-0.5177,-1.0798,-2.3706,2.656
0.274320,-0.9044,-1.4183,-1.7193,2.405
0.289373,-1.9163,-2.2167,-2.0648,3.585
0.295109,-2.2918,-2.3390,-2.2561,3.977
0.305043,-2.8377,-2.4704,-2.4482,4.489
0.315022,-3.0083,-2.6324,-2.5848,4.760
0.329954,-3.0416,-3.1127,-2.1018,4.833
0.333943,-2.6257,-3.0651,-2.1488,4.572
0.344065,-1.6446,-2.7084,-1.5222,3.515
0.354857,-1.0221,-2.7176,-1.0277,3.080
0.368667,-0.5738,-3.2165,-1.1856,3.476
0.374303,-0.4183,-3.2055,-1.3688,3.510
0.384983,-0.4595,-3.5164,-1.8915,4.019
0.394578,-0.0106,-3.6900,-2.0446,4.219
0.408842,-0.9328,-4.0215,-1.9134,4.550
0.415012,-1.1839,-4.0912,-1.8965,4.662
0.424259,-1.3035,-4.2240,-1.5756,4.693
0.435157,-1.1948,-4.4624,-0.8983,4.706
0.449625,-0.8727,-4.9213,0.0386,4.998
0.454524,-0.6876,-4.9398,0.2954,4.996
0.464853,-0.5098,-5.1169,0.9772,5.234
0.474902,-0.5249,-5.1828,1.6222,5.456
0.488889,-0.2910,-4.8448,3.3506,5.898
0.496043,-0.1406,-4.6150,2.9822,5.496
0.504813,-0.5160,-4.3857,3.3616,5.550
0.515012,-0.4456,-3.9575,3.2515,5.141
0.528998,-0.2985,-2.9342,2.4910,3.861
0.534375,-0.2040,-2.4939,1.9745,3.187
0.544597,-0.2174,-1.7294,1.3927,2.231
0.554558,-0.4332,-1.4454,1.2880,1.984
0.570959,-1.5637,-1.9322,2.8169,3.757
0.574065,-1.7497,-2.2105,4.0182,4.908
0.584017,-2.4565,-2.7258,7.2399,8.117
0.595405,-3.1002,-2.5106,10.5227,11.254
0.608835,-5.2567,-2.7333,13.3799,14.633
0.615135,-6.3714,-3.1311,14.0010,15.698
0.624812,-6.6567,-2.7436,14.6605,16.333
0.634458,-4.6582,-1.3317,14.3004,15.099
0.648425,-2.7456,-1.5030,12.7032,13.083
0.655585,-1.5404,-1.4698,10.9611,11.166
0.665210,0.0177,-1.7458,8.3010,8.483
0.674599,0.7147,-1.8537,6.0799,6.396
0.690344,1.4946,-1.6679,3.1521,3.867
0.695334,1.6088,-1.6915,2.2791,3.262
0.704814,1.9308,-1.4775,0.3919,2.463
0.714502,2.0547,-1.2472,-0.7307,2.512
0.729103,1.9085,-0.8421,-1.7132,2.699
0.734233,1.8177,-0.7769,-1.9107,2.749
0.745130,1.6172,-0.5670,-2.0421,2.666
0.755560,1.3528,-0.4174,-1.8918,2.363
0.769759,0.9408,-0.1878,-1.5558,1.828
0.774137,0.7729,-0.1427,-1.4595,1.658
0.784634,0.5574,-0.0411,-1.3508,1.462
0.795697,0.4142,0.0625,-1.3979,1.459
0.809153,0.3495,0.2290,-1.8417,1.889
0.814906,0.3986,0.2374,-2.0618,2.113
0.824636,0.4749,0.1791,-2.0036,2.067
0.834876,0.4048,0.2072,-2.9857,3.020
0.849143,0.3365,0.3684,-2.6099,2.657
0.853887,0.4865,0.4788,-2.2589,2.360
0.865820,-0.5059,-0.3235,-1.8607,1.955
0.875865,-0.6429,-0.0952,-1.4786,1.615
0.888937,-0.3971,0.2104,-0.9251,1.029
0.894922,-0.5844,0.2462,-0.7126,0.954
0.905451,-1.2864,0.0287,-0.4764,1.372
0.915809,-1.1288,-0.0249,-0.2635,1.159
0.929531,-0.9561,0.0028,0.1880,0.974
0.934505,-0.9307,-0.0349,0.3415,0.992
0.946536,-0.8665,-0.1013,0.5394,1.026
0.954379,-0.7684,-0.1544,0.7715,1.100
0.968908,-0.6244,-0.3471,1.1479,1.352
0.975205,-0.5298,-0.3158,1.2528,1.396
0.985141,-0.3657,-0.3529,1.3194,1.414
0.994627,-0.3510,-0.3396,1.3251,1.412
1.011984,-0.2062,-0.3667,1.1433,1.218
1.017224,0.0804,-0.3191,0.4222,0.535
1.024685,0.3339,-0.3081,0.1881,0.492
1.034919,0.5021,-0.2913,0.0808,0.586
1.049971,0.5281,-0.2867,-0.0593,0.604
1.054569,0.4879,-0.2602,-0.0838,0.559
1.065693,0.3386,-0.2049,-0.1059,0.410
1.076853,0.1387,-0.1772,-0.0788,0.238
1.088784,0.0053,-0.1493,-0.0852,0.172
1.095443,-0.0563,-0.1625,-0.0445,0.178
1.104617,-0.0783,-0.1451,-0.0267,0.167
1.114768,-0.1132,-0.1450,-0.0581,0.193
1.129062,-0.1210,-0.1596,-0.1007,0.224
1.134452,-0.0954,-0.1713,-0.0766,0.210
1.146169,-0.1007,-0.1483,-0.0285,0.182
1.154131,-0.0600,-0.1032,-0.1048,0.159
1.169671,-0.3691,-0.2085,-0.1717,0.457
1.175509,-0.4559,-0.2290,-0.2151,0.554
1.185366,-0.4321,-0.1192,-0.2337,0.505
1.195087,-0.3481,-0.0913,-0.1928,0.408
1.215194,-0.2720,-0.1447,-0.1300,0.334
1.215733,-0.2199,-0.1405,-0.0865,0.275
1.225502,-0.1051,-0.1796,0.0100,0.208
1.234516,-0.0275,-0.1901,0.0572,0.200
1.248586,0.0591,-0.2014,0.1272,0.245
1.253972,0.1033,-0.2223,0.1356,0.280
1.264673,0.0846,-0.2031,0.0687,0.230
1.274321,0.0075,-0.1936,-0.0354,0.197
1.289547,-0.1413,-0.1047,-0.2210,0.282
1.295513,-0.1757,-0.0890,-0.2659,0.331
1.304982,-0.1905,-0.0268,-0.3028,0.359
1.314454,-0.2907,-0.0758,-0.2286,0.377
1.328688,-0.2963,-0.1616,-0.1412,0.366
1.334419,-0.2277,-0.1560,-0.0732,0.286
1.344750,-0.1043,-0.1661,0.0191,0.197
1.354364,-0.0639,-0.1918,0.0571,0.210
1.370451,0.0915,-0.1334,-0.0051,0.162
1.374277,0.3109,-0.0176,-0.1023,0.328
1.384712,-0.2373,-0.1259,-0.1429,0.304
1.395927,-0.3015,-0.2392,-0.1471,0.412
1.418797,-0.3543,-0.0721,-0.2084,0.417
1.420219,-0.4100,-0.0639,-0.1921,0.457
1.426547,-0.4172,-0.0177,-0.1889,0.458
1.434994,-0.3104,-0.0248,-0.2126,0.377
1.448727,-0.1641,-0.0562,-0.1651,0.239
1.454518,-0.1080,-0.0848,-0.1452,0.200
1.464927,-0.0932,-0.0979,-0.1093,0.174
1.474383,-0.1004,-0.1005,-0.0956,0.171
1.490362,-0.1581,-0.1285,-0.0033,0.204
1.496173,-0.1847,-0.1273,0.0195,0.225
1.504416,-0.1754,-0.1268,0.0376,0.220
1.519353,-0.1326,-0.1487,0.0488,0.205
1.531323,-0.1135,-0.1356,0.0102,0.177
1.534555,-0.0990,-0.1303,-0.0090,0.164
1.544850,-0.0629,-0.1207,-0.0329,0.140
1.554511,-0.0577,-0.1161,-0.0612,0.143
1.569198,-0.0783,-0.1188,-0.0749,0.161
1.579049,-0.0673,-0.0947,-0.0811,0.142
1.584850,-0.0842,-0.0714,-0.0902,0.143
1.598330,-0.0711,-0.0831,-0.0829,0.137
1.615622,-0.0737,-0.0550,-0.1097,0.143
1.616347,-0.0888,-0.0471,-0.1032,0.144
1.624860,-0.1044,-0.0758,-0.0825,0.153
1.635518,-0.0914,-0.0807,-0.0665,0.139
1.649083,-0.0456,-0.0716,-0.0055,0.085
1.654517,-0.0370,-0.0746,0.0043,0.083
1.664779,-0.0199,-0.1259,0.0519,0.138
1.677268,0.0420,-0.0831,0.1251,0.156
1.688772,0.0340,-0.0747,0.0784,0.113
1.696047,-0.0362,-0.0909,0.1230,0.157
1.704741,-0.0984,-0.0183,0.1376,0.170
1.715965,-0.1315,0.0166,-0.0002,0.133
1.728797,-0.1183,0.0058,-0.1247,0.172
1.734397,-0.0931,0.0151,-0.1531,0.180
1.745020,-0.0670,0.0049,-0.2023,0.213
1.754976,0.0150,-0.0126,-0.1767,0.178
1.769846,0.0533,-0.0176,-0.1276,0.139
1.774468,0.0668,-0.0171,-0.1034,0.124
1.784484,0.0482,-0.0184,-0.0752,0.091
1.795446,0.0096,-0.0288,-0.0142,0.034
1.808819,-0.0412,-0.0076,0.0417,0.059
1.818305,-0.0204,-0.0058,0.0328,0.039
1.825055,-0.0145,-0.0142,0.0285,0.035
1.834534,-0.0140,-0.0228,0.0478,0.055
1.849974,0.0245,-0.0123,0.0572,0.063
1.854054,0.0291,-0.0162,0.0545,0.064
1.864343,0.0144,0.0064,0.0563,0.058
1.875302,-0.0240,0.0120,0.1015,0.105
1.889310,-0.0218,-0.0091,0.0127,0.027
1.896078,-0.0046,0.0074,-0.0156,0.018
1.905168,0.0056,0.0131,-0.0674,0.069
1.916731,-0.0224,-0.0054,-0.1311,0.133
1.930113,0.0100,0.0433,-0.2015,0.206
1.934612,0.0267,0.0198,-0.1826,0.186
1.945502,0.0650,0.0065,-0.1326,0.148
1.954263,0.0836,0.0038,-0.1025,0.132
1.969006,0.0442,-0.0292,0.0444,0.069
1.974294,0.0230,-0.0271,0.1016,0.108
1.984577,0.0009,-0.0247,0.1292,0.132
1.995434,-0.0362,-0.0151,0.1350,0.141
2.015181,-0.0325,0.0178,0.0546,0.066
2.016201,-0.0160,0.0067,0.0614,0.064
2.027675,-0.0503,-0.0218,0.0321,0.063
2.034742,-0.0911,-0.0165,-0.0112,0.093
2.048781,-0.0877,-0.0188,-0.0536,0.105
2.054294,-0.0383,-0.0186,-0.0765,0.088
2.064698,0.0258,-0.0305,-0.0368,0.054
2.074712,0.0633,-0.0348,-0.0191,0.075
2.089157,0.0282,-0.0195,-0.0020,0.034
2.094825,0.0381,0.0007,-0.0187,0.042
2.104815,0.0095,0.0134,-0.0452,0.048
2.115847,-0.0023,0.0272,-0.0857,0.090
2.133082,0.0199,0.0269,-0.0779,0.085
2.134370,0.0158,0.0309,-0.0939,0.100
2.146718,-0.0144,0.0158,-0.0571,0.061
2.154109,-0.0159,0.0058,-0.0492,0.052
2.168442,-0.0178,-0.0061,0.0111,0.022
2.176096,-0.0057,-0.0078,0.0421,0.043
2.184687,0.0633,-0.0336,0.0727,0.102
2.194752,0.0687,-0.0138,0.0904,0.114
2.216450,0.0256,-0.0224,0.1003,0.106
2.217719,0.0135,-0.0188,0.0766,0.080
2.226556,-0.0654,-0.0201,0.0531,0.087
2.234411,-0.0523,-0.0120,-0.0008,0.054
2.249160,-0.0121,-0.0427,-0.0156,0.047
2.254632,0.0404,-0.0229,-0.0350,0.058
2.264759,0.0477,-0.0368,-0.0495,0.078
2.274464,0.0309,0.0120,-0.0569,0.066
2.289624,-0.0216,0.0222,-0.0234,0.039
2.295211,-0.0185,0.0229,-0.0231,0.037
2.305733,0.0133,0.0089,-0.0107,0.019
2.316647,0.0274,0.0094,-0.0038,0.029
2.330601,0.0341,-0.0141,-0.0139,0.039
2.334290,0.0338,-0.0231,-0.0238,0.047
2.344879,0.0165,-0.0058,-0.0315,0.036
2.355099,-0.0123,-0.0217,-0.0031,0.025
2.369622,-0.0242,-0.0231,0.0326,0.047
2.374428,-0.0004,-0.0081,0.0395,0.040
2.386158,0.0280,0.0118,0.0487,0.057
2.395010,0.0034,-0.0048,0.0265,0.027
2.410364,-0.0165,0.0169,0.0188,0.030
2.414788,-0.0387,0.0021,0.0495,0.063
2.434290,-0.0058,0.0135,0.0229,0.027
2.435820,0.0204,-0.0092,-0.0056,0.023
2.448747,0.0244,0.0087,-0.0465,0.053
2.454518,0.0193,-0.0097,-0.0535,0.058
2.464831,0.0050,0.0035,-0.0412,0.042
2.477244,-0.0066,0.0124,0.0023,0.014
2.489729,0.0056,0.0001,0.0170,0.018
2.494225,0.0054,-0.0170,0.0026,0.018
2.504941,0.0004,0.0015,-0.0381,0.038
2.515374,0.0028,-0.0069,-0.0785,0.079
2.532850,0.0344,0.0020,-0.0804,0.087
2.534744,0.0182,0.0040,-0.0775,0.080
2.546618,0.0118,0.0065,-0.0626,0.064
2.554553,-0.0137,-0.0028,-0.0764,0.078
2.569017,-0.0055,0.0122,-0.0208,0.025
2.574370,-0.0025,-0.0017,-0.0085,0.009
2.584691,0.0313,-0.0104,0.0513,0.061
2.594592,0.0352,-0.0192,0.1152,0.122
2.609716,0.0144,-0.0014,0.0682,0.070
2.614343,-0.0016,-0.0059,0.0549,0.055
2.625104,-0.0174,-0.0083,0.0179,0.026
2.634422,0.0081,0.0129,-0.0137,0.021
2.649342,0.0315,0.0148,0.0053,0.035
2.657033,0.0022,-0.0099,0.0146,0.018
2.665301,0.0328,0.0064,0.0096,0.035
2.675787,0.0250,-0.0065,-0.0410,0.048
2.689035,0.0199,0.0073,-0.0698,0.073
2.694582,-0.0056,-0.0097,-0.0691,0.070
2.705346,0.0048,-0.0071,-0.0350,0.036
2.714445,-0.0423,0.0103,-0.0011,0.044
2.731193,-0.0484,0.0035,0.0953,0.107
2.737447,-0.0431,-0.0149,0.1099,0.119
2.744711,-0.0236,-0.0024,0.1460,0.148
2.755159,-0.0024,0.0166,0.1409,0.142
2.769586,0.0015,0.0011,0.0256,0.026
2.775335,0.0249,-0.0106,-0.0316,0.042
2.786030,0.0583,-0.0060,-0.0574,0.082
2.794789,0.0131,-0.0110,-0.1139,0.115
2.809884,-0.0240,0.0417,-0.1124,0.122
2.814961,-0.0390,0.0347,-0.1178,0.129
2.827110,-0.0271,0.0468,-0.1250,0.136
2.836363,-0.0100,0.0347,-0.1080,0.114
2.849253,0.0476,0.0130,-0.0503,0.071
2.855282,0.0538,0.0086,-0.0584,0.080
2.865224,0.0425,0.0139,-0.0406,0.060
2.876213,0.0309,-0.0021,-0.0303,0.043
2.889384,0.0214,-0.0128,-0.0108,0.027
2.895860,0.0263,0.0057,-0.0201,0.034
2.905419,0.0000,0.0098,0.0304,0.032
2.914846,-0.0313,0.0097,0.0494,0.059
2.934748,-0.0147,0.0092,-0.0105,0.020
2.936610,-0.0244,0.0037,-0.0367,0.044
2.946440,0.0189,-0.0116,-0.0482,0.053
2.954878,0.0335,0.0188,-0.0431,0.058
2.969686,0.0339,0.0181,-0.0425,0.057
2.974638,0.0122,0.0345,0.0172,0.040
2.984781,-0.0149,0.0265,0.0409,0.051
2.995200,-0.0228,0.0158,0.0382,0.047
3.009842,-0.0138,-0.0044,-0.0098,0.017
3.014956,-0.0284,-0.0072,-0.0099,0.031
3.034436,-0.0096,-0.0315,-0.0100,0.034
3.035730,0.0097,-0.0483,-0.0195,0.053
3.050692,-0.0116,-0.0287,-0.0170,0.035
3.054331,0.0081,-0.0566,-0.0288,0.064
3.064547,0.0468,-0.0098,-0.0025,0.048
3.076621,0.0560,-0.0161,0.0065,0.059
3.089563,0.0361,-0.0036,0.0273,0.045
3.094881,0.0445,-0.0008,0.0168,0.048
3.104748,0.0525,0.0086,0.0109,0.054
3.114458,0.0485,0.0079,-0.0140,0.051
3.133295,-0.0151,0.0477,-0.0315,0.059
3.134390,-0.0183,0.0344,-0.0197,0.044
3.146506,-0.0092,0.0256,-0.0341,0.044
3.154614,0.0002,0.0215,-0.0218,0.031
3.169130,0.0025,0.0225,-0.0334,0.040
3.175888,0.0004,0.0286,-0.0353,0.045
3.184959,0.0007,0.0274,-0.0347,0.044
3.195409,-0.0422,0.0055,0.0254,0.050
3.209794,-0.0227,-0.0068,0.0233,0.033
3.214530,-0.0058,-0.0170,0.0188,0.026
3.227694,0.0105,-0.0152,-0.0005,0.018
3.234610,0.0462,-0.0372,-0.0293,0.066
3.248978,0.0172,-0.0372,0.0208,0.046
3.254537,0.0096,-0.0151,0.0467,0.050
3.264828,-0.0223,-0.0001,0.0603,0.064
3.275606,-0.0231,0.0020,0.0334,0.041
3.289727,-0.0119,0.0274,0.0427,0.052
3.294376,0.0112,0.0063,0.0258,0.029
3.304668,0.0748,0.0397,-0.0150,0.086
3.314429,0.0709,-0.0018,-0.0056,0.071
3.334511,0.0624,0.0194,-0.0920,0.113
3.335618,0.0357,0.0240,-0.0916,0.101
3.345826,-0.0219,0.0242,-0.0911,0.097
3.354490,-0.0498,0.0177,-0.0756,0.092
3.369355,-0.0432,-0.0122,-0.0668,0.081
3.375206,-0.0199,0.0181,-0.0605,0.066
3.385107,0.0034,0.0051,-0.0135,0.015
3.394269,0.0404,0.0043,-0.0220,0.046
3.409543,0.0241,0.0252,-0.0119,0.037
3.414566,0.0219,0.0196,0.0027,0.030
3.426324,-0.0047,0.0120,-0.0020,0.013
3.434677,0.0095,0.0115,-0.0236,0.028
3.449152,-0.0027,-0.0011,0.0051,0.006
3.454526,0.0110,-0.0253,-0.0001,0.028
3.464957,0.0225,-0.0156,-0.0125,0.030
3.476451,0.0507,-0.0178,0.0015,0.054
3.489126,0.0239,-0.0029,0.0082,0.025
3.494687,0.0256,-0.0191,0.0052,0.032
3.504948,0.0177,-0.0017,-0.0027,0.018
3.514579,-0.0047,-0.0084,0.0085,0.013
3.533407,0.0064,-0.0030,-0.0211,0.022
3.534744,-0.0034,-0.0099,-0.0045,0.011
3.545837,-0.0014,-0.0235,-0.0099,0.026
3.554294,0.0056,-0.0086,-0.0005,0.010
3.569277,0.0081,-0.0098,0.0016,0.013
3.575368,0.0032,0.0080,-0.0108,0.014
3.584783,-0.0062,-0.0200,-0.0300,0.037
3.594426,-0.0279,-0.0098,-0.0111,0.032
3.609990,-0.0087,-0.0233,0.0103,0.027
3.615433,-0.0108,-0.0102,0.0293,0.033
3.626752,0.0058,-0.0166,0.0625,0.065
3.634460,0.0052,-0.0303,0.0452,0.055
3.651867,0.0164,0.0062,0.0181,0.025
3.655489,0.0276,-0.0012,-0.0160,0.032
3.670341,0.0341,0.0200,-0.0355,0.053
3.675897,0.0029,0.0118,-0.0545,0.056
3.689627,0.0007,0.0279,-0.0398,0.049
3.695318,-0.0253,0.0151,-0.0273,0.040
3.704766,-0.0488,0.0243,0.0282,0.061
3.714554,-0.0535,-0.0026,0.0428,0.069
3.728904,-0.0008,0.0132,0.0909,0.092
3.734520,0.0196,0.0094,0.0618,0.065
3.744609,0.0611,0.0024,-0.0130,0.063
3.754991,0.0692,0.0095,-0.0206,0.073
3.769491,-0.0831,0.0217,0.0435,0.096
3.774864,-0.1027,0.0225,0.0868,0.136
3.785356,-0.1439,0.0232,0.1706,0.224
3.795142,-0.2047,0.0207,0.2879,0.354
3.809925,-0.1701,0.0246,0.1730,0.244
3.814872,-0.1365,-0.0096,0.1177,0.181
3.826019,-0.0317,-0.0378,0.0528,0.072
3.835090,0.1030,0.0223,-0.0304,0.110
3.849219,0.2221,0.0031,-0.1154,0.250
3.855189,0.2561,-0.0245,-0.1306,0.289
3.865237,0.2339,-0.0191,-0.1214,0.264
3.875889,0.2004,-0.0093,-0.1242,0.236
3.889855,0.1031,0.0067,-0.1771,0.205
3.895252,0.0495,0.0239,-0.2083,0.215
3.905350,0.0223,0.0342,-0.2275,0.231
3.914854,0.0113,0.0405,-0.2235,0.227
3.932229,-0.0227,0.1138,-0.2427,0.269
3.934238,0.0140,0.0999,-0.2176,0.240
3.945066,0.0073,0.0401,-0.1231,0.130
3.954407,0.0012,0.0507,-0.1029,0.115
3.969340,0.0382,0.0384,0.0201,0.058
3.976730,0.0293,0.0483,0.0563,0.080
3.985132,-0.0013,0.0299,0.1451,0.148
3.994675,-0.0025,-0.0146,0.1696,0.170
4.010601,-0.0439,-0.0120,0.2042,0.209
4.014789,-0.0562,-0.0105,0.2131,0.221
4.031636,-0.0659,-0.0274,0.1604,0.176
4.034519,-0.0182,-0.0174,0.0435,0.050
4.049248,0.0321,-0.0233,-0.1327,0.138
4.054874,0.0514,-0.0054,-0.1578,0.166
4.065135,0.0876,0.0134,-0.1472,0.172
4.077974,0.0756,0.0048,-0.1445,0.163
4.089778,0.0568,0.0065,-0.0650,0.087
4.095539,0.0302,0.0349,-0.0436,0.063
4.105594,0.0439,0.0411,-0.0366,0.070
4.115226,0.0356,0.0155,-0.0010,0.039
4.131078,0.0489,0.0021,-0.0038,0.049
4.138770,0.0452,0.0080,0.0004,0.046
4.146867,0.0152,0.0167,-0.0074,0.024
4.155039,0.0119,0.0183,0.0137,0.026
4.169598,-0.0129,0.0155,0.0372,0.042
4.175114,-0.0351,0.0105,0.0367,0.052
4.184669,-0.0477,0.0200,0.0674,0.085
4.195785,-0.0460,0.0057,0.0861,0.098
4.210063,-0.0059,-0.0303,0.0281,0.042
4.214309,0.0078,-0.0211,0.0015,0.023
4.233307,0.0314,-0.0409,-0.0513,0.073
4.234813,0.0407,-0.0412,-0.0754,0.095
4.249990,0.0335,-0.0292,-0.0754,0.087
4.254492,0.0459,-0.0241,-0.0728,0.089
4.265258,0.0152,0.0222,-0.0559,0.062
4.279457,0.0204,0.0275,-0.0677,0.076
4.289462,0.0301,0.0251,-0.0293,0.049
4.294177,0.0131,0.0297,-0.0175,0.037
4.305918,-0.0039,0.0103,0.0375,0.039
4.314640,0.0097,-0.0115,0.0801,0.081
4.331310,0.0253,-0.0162,0.0361,0.047
4.340228,0.0385,-0.0115,0.0329,0.052
4.345555,0.0184,-0.0162,0.0011,0.025
4.354613,-0.0159,-0.0134,-0.0020,0.021
4.369033,-0.0282,-0.0034,-0.0431,0.052
4.376014,0.0081,-0.0105,-0.0404,0.043
4.384454,-0.0130,0.0042,-0.0163,0.021
4.394447,0.0113,0.0020,0.0175,0.021
4.409552,0.0442,-0.0054,-0.0092,0.045
4.414687,0.0383,-0.0130,-0.0458,0.061
4.432588,0.0476,-0.0018,-0.0626,0.079
4.434400,0.0378,-0.0024,-0.0554,0.067
4.449252,-0.0055,-0.0143,0.0043,0.016
4.454416,0.0016,0.0055,0.0232,0.024
4.465322,-0.0224,0.0107,0.0374,0.045
4.476065,-0.0324,0.0130,0.0108,0.037
4.490039,-0.0067,0.0103,0.0223,0.026
4.495824,-0.0313,0.0076,0.0076,0.033
4.506063,0.0163,-0.0098,-0.0020,0.019
4.514591,0.0421,-0.0225,-0.0237,0.053
4.529934,0.0559,0.0060,-0.0768,0.095
4.534915,0.0460,0.0027,-0.0623,0.078
4.546242,0.0152,-0.0043,-0.0837,0.085
4.554844,-0.0369,0.0077,-0.0426,0.057
4.569624,-0.0072,-0.0156,0.0082,0.019
4.576080,-0.0069,-0.0314,0.0202,0.038
4.584844,0.0263,-0.0115,0.0412,0.050
4.594975,0.0375,-0.0324,0.0309,0.058
4.610901,-0.0066,-0.0126,0.0348,0.038
4.614286,-0.0025,-0.0214,0.0484,0.053
4.631765,-0.0081,0.0082,0.0164,0.020
4.636335,-0.0064,0.0036,-0.0200,0.021
4.649205,0.0316,-0.0062,-0.0369,0.049
4.654281,0.0437,0.0147,-0.0295,0.055
4.664756,0.0194,0.0024,-0.0512,0.055
4.676341,0.0149,0.0145,-0.0366,0.042
4.688854,0.0274,0.0005,-0.0435,0.051
4.694398,0.0301,0.0006,-0.0529,0.061
4.706604,0.0279,0.0123,-0.0599,0.067
4.714505,0.0307,0.0050,-0.0548,0.063
4.731244,-0.0121,-0.0068,-0.0187,0.023
4.735110,-0.0311,-0.0037,-0.0068,0.032
4.747102,0.0195,0.0091,0.0003,0.022
4.755389,0.0098,-0.0096,0.0433,0.045
4.769136,-0.0528,-0.0160,0.1529,0.163
4.774628,-0.0587,-0.0080,0.1542,0.165
4.785897,-0.0246,0.0119,0.1024,0.106
4.794363,0.0163,0.0088,0.0316,0.037
4.809588,0.0363,-0.0000,-0.0098,0.038
4.815926,0.0655,0.0124,-0.0345,0.075
4.830995,0.0274,0.0077,-0.0929,0.097
4.835704,0.0268,0.0033,-0.1311,0.134
4.849207,-0.0059,0.0039,-0.1012,0.101
4.854398,-0.0165,-0.0065,-0.0641,0.067
4.864646,0.0066,0.0126,-0.0510,0.053
4.875627,0.0033,0.0052,-0.0259,0.027
4.891232,-0.0031,-0.0020,0.0298,0.030
4.895143,-0.0029,0.0124,0.0035,0.013
4.907064,0.0232,-0.0026,-0.0132,0.027
4.914196,0.0199,-0.0032,-0.0257,0.033
4.928707,0.0506,-0.0039,0.0077,0.051
4.935706,0.0430,-0.0062,0.0266,0.051
4.946369,0.0327,-0.0132,0.0643,0.073
4.954759,0.0002,-0.0083,0.0417,0.042
4.970106,0.0181,0.0060,-0.0046,0.020
4.975700,0.0054,-0.0016,-0.0243,0.025
4.984775,-0.0067,-0.0164,-0.0649,0.067
4.994658,0.0198,-0.0047,-0.1054,0.107
5.010125,0.0443,0.0047,-0.1528,0.159
5.014096,0.0384,0.0237,-0.1375,0.145
5.029971,0.0329,0.0238,-0.1004,0.108
5.034557,-0.0111,0.0339,-0.0611,0.071
5.048740,-0.0240,0.0059,-0.0148,0.029
5.054518,-0.0586,-0.0216,0.0241,0.067
5.065011,-0.0787,-0.0602,0.0677,0.120
5.075683,-0.0631,-0.0091,0.0317,0.071
5.089532,0.0116,-0.0522,-0.0572,0.078
5.094385,0.0406,-0.0044,-0.0888,0.098
5.104742,0.0983,-0.0120,-0.0988,0.140
5.114688,0.1295,-0.0382,-0.0899,0.162
5.130157,0.2798,-0.0133,-0.0672,0.288
5.134815,0.2076,-0.0836,-0.0393,0.227
5.145995,0.2507,-0.1187,0.0364,0.280
5.154483,0.3090,-0.0533,0.0970,0.328
5.169231,0.3660,-0.0330,0.1677,0.404
5.176775,0.3863,-0.0259,0.0949,0.399
5.184916,0.2910,-0.0299,0.0082,0.293
5.194332,0.1811,-0.0250,-0.0510,0.190
5.209510,-0.0144,-0.0011,-0.1419,0.143
5.214566,-0.0685,0.0507,-0.1954,0.213
5.230919,-0.1514,0.0745,-0.3184,0.360
5.235239,-0.2349,0.1019,-0.5013,0.563
5.249599,-0.3412,-0.0240,-0.7970,0.867
5.254501,-0.3830,-0.0360,-0.7976,0.886
5.264638,-0.3570,-0.0690,-0.7487,0.832
5.276711,-0.3254,-0.0119,-0.5050,0.601
5.288766,-0.1875,-0.1230,-0.1574,0.274
5.294816,-0.1132,-0.1467,-0.0396,0.190
5.305297,-0.0285,-0.1902,0.1739,0.259
5.314328,0.0003,-0.2518,0.2222,0.336
5.328679,0.1141,-0.1943,0.5673,0.610
5.334878,0.1305,-0.0606,0.6667,0.682
5.344714,0.1683,-0.0197,0.7658,0.784
5.357311,0.0738,-0.0884,0.7611,0.770
5.369531,-0.0647,-0.1132,0.7247,0.736
5.375461,-0.0869,-0.0926,0.7020,0.713
5.385597,-0.1051,-0.0464,0.6217,0.632
5.394606,-0.0911,-0.0344,0.4692,0.479
5.408978,-0.0318,-0.0439,0.2716,0.277
