,g191pid,g191branch,g191found,g191course,g191daynight,g191majorcat,g191dpmt,g191dpmt_n,g191major,g191major_n,g191school,g191province,g191area,g191sex,g191age,g191birthy,g191birthm,g191graduy,g191gradum,g191sq001,g191sq002,g191sq003,g191sq004,g191sq005,g191sq006,g191sq007,g191sq008,g191sq009,g191sq010,g191sq011,g191a001,g191a002,g191a003,g191a004_10,g191a005_10,g191a006_10,g191a007a_2018,g191a007_2018,g191a008_2018,g191a009_2018,g191a010,g191a011,g191a012,g191a013,g191a014,g191a015,g191a016,g191a017,g191a018,g191a019,g191a020,g191a021,g191a022,g191a023,g191a024,g191a025,g191a026,g191a027,g191a028,g191a029,g191a031,g191a032,g191a033,g191a034,g191a390,g191a391,g191a035,g191a036,g191a037,g191a038,g191a039,g191a043,g191a045,g191a046,g191a048,g191a392,g191a049,g191a050,g191a054,g191a056,g191a057,g191a393,g191a059,g191a060,g191a061,g191a062,g191a063,g191a064,g191a065,g191a066,g191a067z,g191a068,g191a069,g191a070,g191a071,g191a072a_2018,g191a072_2018,g191a073_2018,g191a074_2018,g191a086,g191a087,g191a088,g191a089,g191a090,g191a091,g191a092,g191a093,g191a094,g191a095,g191a096,g191a097,g191a098,g191a099,g191a100,g191a101,g191a102,g191a103,g191a104,g191a105,g191a106,g191a107,g191a108,g191a109,g191a110,g191a111,g191a114,g191a115,g191a116,g191a117,g191a118,g191a119,g191a120,g191a121,g191a122,g191a123,g191a124,g191a125,g191a126,g191a127,g191a128,g191a129,g191a130,g191a131,g191a132,g191a133,g191a134,g191a135,g191a136,g191a137,g191a138,g191a139,g191a140,g191a141,g191a142,g191a143,g191a144,g191a145,g191a146,g191a147,g191a149,g191a150,g191a151,g191a153,g191a155,g191a156,g191a158,g191a159,g191a160,g191a161,g191a162,g191a164,g191a165,g191a166,g191a167,g191a168,g191a188,g191a189,g191a190,g191a192,g191a193,g191a242,g191a281,g191a282,g191a283,g191a284,g191a285,g191a286,g191a297,g191a298,g191a299,g191a300,g191a301,g191a303,g191a304,g191a305,g191a306,g191a307,g191a308,g191a309,g191a310,g191a311,g191a312,g191a314,g191a315,g191a316,g191a317,g191a318,g191a319,g191a322,g191a339,g191a340,g191a341,g191a342,g191a343,g191a344,g191a345,g191a346,g191a347,g191a348,g191a349,g191a350,g191a351,g191a352,g191a353,g191a354,g191a355,g191a356,g191a357,g191a359a_2018,g191a359_2018,g191a360_2018,g191a361,g191a362,g191a363,g191a364,g191a365,g191a366,g191a367,g191a369a_2018,g191a369_2018,g191a370_2018,g191a371,g191a372,g191a373,g191a374,g191a375,g191a376,g191a377,g191a379a_2018,g191a379_2018,g191a380_2018,g191a381,g191a382,g191a383,g191a384,g191a385,g191a386,g191a387,g191a388,g191a389,g191b001,g191b002,g191b008,g191b009,g191b011,g191b012,g191b013,g191b014,g191b015,g191b016,g191b017,g191b018,g191b019,g191b020,g191b022,g191b023,g191b025,g191b026,g191b027,g191b028,g191b029,g191b030,g191b033,g191b034,g191b035,g191b036,g191b037,g191b038,g191b039,g191b040,g191b041,g191b042,g191b043,g191b045,g191b046,g191b047,g191b064,g191b065,g191b066,g191b067,g191b068,g191c001,g191c002,g191c003,g191c004,g191c005,g191c006,g191c007,g191c008,g191c009,g191c010,g191c011,g191c013,g191c014,g191c015,g191c016,g191c017,g191c020,g191c021,g191d001,g191d002,g191d003,g191d004,g191d005,g191d006,g191d007_10,g191d008_10,g191d009_10,g191d010a_2018,g191d010_2018,g191d011_2018,g191d012_2018,g191d016,g191d017,g191d018,g191d019,g191d020,g191d021,g191d022,g191d023,g191d026,g191d027,g191d028,g191d029,g191d030,g191d031,g191d032,g191d033,g191d034,g191d035,g191d036,g191d037,g191d038,g191d039,g191d040,g191d041,g191d042,g191d046,g191d048,g191d049,g191d051,g191d254,g191d052,g191d053,g191d057,g191d059,g191d060,g191d255,g191d062,g191d063,g191d064,g191d065,g191d066,g191d067,g191d068,g191d069,g191d070z,g191d071,g191d072,g191d073,g191d074,g191d075a_2018,g191d075_2018,g191d076_2018,g191d077_2018,g191d078,g191d079,g191d080,g191d081,g191d082,g191d083,g191d084,g191d085,g191d086,g191d087,g191d088,g191d089,g191d090,g191d091,g191d092,g191d093,g191d094,g191d095,g191d096,g191d097,g191d098,g191d099,g191d100,g191d101,g191d102,g191d103,g191d104,g191d105,g191d106,g191d107,g191d108,g191d109,g191d110,g191d111,g191d112,g191d113,g191d114,g191d115,g191d116,g191d117,g191d118,g191d119,g191d120,g191d121,g191d122,g191d123,g191d124,g191d125,g191d126,g191d127,g191d128,g191d129,g191d130,g191d131,g191d132,g191d133,g191d134,g191d135,g191d136,g191d137,g191d139,g191d140,g191d144,g191d145,g191d146,g191d147,g191d148,g191d150,g191d151,g191d152,g191d153,g191d154,g191d155,g191d159,g191d160,g191d232,g191d233,g191d245,g191d246,g191d247,g191d248,g191d249,g191e001,g191e002,g191e003,g191e004,g191e005,g191e006,g191e007,g191e008_10,g191e009_10,g191e010_10,g191e011a_2018,g191e011_2018,g191e012_2018,g191e013_2018,g191e014,g191e015,g191e016,g191e017,g191e018,g191e019,g191e020,g191e021,g191e022,g191e023,g191e024,g191e025,g191e026,g191e027,g191e028,g191e029,g191e030,g191e031,g191e032,g191e033,g191e042,g191e043,g191e044,g191e045,g191e046,g191e047,g191e048,g191e049,g191e050z,g191e051,g191e052,g191e053,g191e054,g191e055a_2018,g191e055_2018,g191e056_2018,g191e057_2018,g191e058,g191e059,g191e060,g191e061,g191e062,g191e063,g191e064,g191e065,g191e066,g191e067,g191e068,g191e069,g191e070,g191e071,g191e072,g191e073,g191e074,g191e075,g191e076,g191e077,g191e078,g191e079,g191e080,g191e081,g191e082,g191e083_10,g191e084_10,g191e085_10,g191e086a_2018,g191e086_2018,g191e087_2018,g191e088_2018,g191e089,g191e090,g191e091,g191e092,g191e093,g191e094,g191e095,g191e096,g191e097,g191e098,g191e099,g191e100,g191e101,g191e102,g191e103,g191e104,g191e105,g191e106,g191e107,g191e108,g191e117,g191e118,g191e119,g191e120,g191e121,g191e122,g191e123,g191e124,g191e125z,g191e126,g191e127,g191e128,g191e129,g191e133,g191e134,g191e135,g191e136,g191e137,g191e138,g191e139,g191e140,g191e141,g191e142,g191e143,g191e144,g191e145,g191e146,g191e147,g191e148,g191e149,g191e150,g191e151,g191e152,g191e153,g191e154,g191e155,g191e156,g191e157,g191e158_10,g191e159_10,g191e160_10,g191e161a_2018,g191e161_2018,g191e162_2018,g191e163_2018,g191e164,g191e165,g191e166,g191e167,g191e168,g191e169,g191e170,g191e171,g191e172,g191e173,g191e174,g191e175,g191e176,g191e177,g191e178,g191e179,g191e180,g191e181,g191e182,g191e183,g191e192,g191e193,g191e194,g191e195,g191e196,g191e197,g191e198,g191e199,g191e201,g191e202,g191e204,g191e205,g191e206,g191e207,g191e208,g191e209,g191e210,g191e211,g191e212,g191e213,g191e214,g191e215,g191e216,g191e217,g191e218,g191e219,g191e220,g191e221,g191f001,g191f002,g191f004,g191f005,g191f006,g191f007,g191f008,g191f009,g191f010,g191f011,g191f012,g191f013,g191f170,g191f016,g191f017,g191f018,g191f019,g191f020,g191f021,g191f022,g191f023,g191f025,g191f026,g191f026n,g191f027,g191f028,g191f028n,g191f029,g191f030,g191f030n,g191f031,g191f032,g191f034,g191f036,g191f037,g191f038,g191f039,g191f040,g191f041,g191f042,g191f043,g191f044,g191f045,g191f046,g191f047,g191f048,g191f049,g191f050,g191f051,g191f052,g191f053,g191f054,g191f055,g191f056,g191f057,g191f058,g191f059,g191f060,g191f061,g191f063,g191f064,g191f065,g191f067,g191f068,g191f069,g191f070,g191f071,g191f072,g191f073,g191f074,g191f075,g191f076,g181f077z,g191f079,g191f080,g191f081,g191f082,g191f083,g191f084,g191f085,g191f086,g191f089,g191f090,g191f094,g191f095,g191f098,g191f099,g191f101,g191f102,g191f103,g191f104,g191f105,g191f106,g191f107,g191f108,g191f109,g191f110,g191f111,g191f112,g191f113,g191f114,g191f115,g191f116,g191f117,g191f118,g191f119,g191f120,g191f121,g191f122,g191f123,g191f124,g191f125,g191f126,g191f127,g191f128,g191f129,g191f130,g191f131,g191f132,g191f133,g191f134,g191f135,g191f136,g191f137,g191f138,g191f139,g191f140,g191f141,g191f142,g191f143,g191f144,g191f145,g191f146,g191f147,g191f148,g191f149,g191f149n,g191f150,g191f151,g191f152,g191f153,g191f154,g191f155,g191f156,g191f157,g191f158,g191f159,g191f159n,g191f160,g191f161,g191f162,g191f163,g191f164,g191f165,g191f166,g191f167,g191f168,g191f169,g191f169n,g191g001,g191g002,g191g003,g191g005,g191g006,g191g007,g191g008,g191g009,g191g010,g191g011,g191g012,g191g013,g191g014,g191g015,g191g015n,g191g016,g191g017,g191g018,g191g019,g191g020,g191g021,g191g022,g191g023,g191g025,g191g042,g191g026,g191g027,g191g028,g191g029,g191g030,g191g031,g191g032,g191g033,g191g034,g191g034n,g191g035,g191g036,g191g037,g191g038,g191g039,g191g040,g191g041,g191h001,g191h002,g191h004a_2018,g191h004_2018,g191h005_2018,g191h006,g191h007,g191h008,g191h009,g191h010z,g191h012,g191h014,g191h015,g191h016,g191h017,g191h018,g191h020,g191h021,g191h022,g191h024a_2018,g191h024_2018,g191h025_2018,g191h026,g191h027,g191h028,g191h029,g191h030z,g191h032,g191h034,g191h035,g191h036,g191h037,g191h038,g191h040,g191h041,g191h042,g191h044a_2018,g191h044_2018,g191h045_2018,g191h046,g191h047,g191h048,g191h049,g191h050z,g191h052,g191h054,g191h055,g191h056,g191h057,g191h058,g191h060,g191h061,g191h062,g191i001,g191i002,g191i003,g191i004,g191i005,g191i008,g191i009,g191i010,g191i013,g191i014,g191i015,g191i018,g191i022,g191i023,g191i024,g191i080,g191i025,g191i028,g191i029,g191i081,g191i082,g191i083,g191i031,g191i033,g191i036,g191i037,g191i038,g191i084,g191i085,g191i039,g191i039c,g191i039d,g191i042,g191i045,g191i046,g191i086,g191i087,g191i088,g191i089,g191i048,g191i049,g191i075,g191i050,g191i054,g191i055,g191i056,g191i057,g191i090,g191i091,g191i059,g181i060,g191i062,g191i065,g191i066,g191i076,g191i077,g191i070,g191i092,g191i093,g191i072,g191i073,g191i074,g181i094z,g191j001,g191j003,g191j004,g191j009,g191j010a_2018,g191j010_2018,g191j011_2018,g191j012,g191j013,g191j014,g191j016,g191j021,g191l001,g191l002,g191l003,g191l006,g191l007,g191l008,g191l009,g191l010,g191l011,g191l016,g191l018,g191l085,g191l021,g191l022,g191l030,g191l032,g191l033,g191l034,g191l035,g191l036,g191l037,g191l042,g191l044,g191l086,g191l047,g191l048,g191l056,g191l058,g191l059,g191l060,g191l061,g191l062,g191l063,g191l068,g191l070,g191l087,g191l073,g191l074,g191l082,g191l083,g191l084,g191m001,g191m002,g191m006,g191m007,g191m008,g191m010,g191m022,g191m026,g191m027,g191m028,g191m029,g191m030,g191m031,g191m037,g191m038,g191m039,g191m041,g191m053,g191m057,g191m058,g191m059,g191m060,g191m061,g191m062,g191m068,g191m069,g191m070,g191m072,g191m084,g191m088,g191m089,g191m090,g191m091,g191m092,g191m093,g191n083,g191n084,g191n085,g191n090,g191n091,g191n092,g191n093,g191n096,g191n097,g191n098,g191n099,g191n100,g191n101,g191n102,g191n107,g191n108,g191n109,g191n110,g191n113,g191n114,g191n115,g191n116,g191n117,g191n118,g191n119,g191n124,g191n125,g191n126,g191n127,g191n130,g191n131,g191n132,g191n133,g191n134,g191n135,g191k001,g191k110,g191k004,g191k005,g191k006,g191k007,g191k008,g191k009,g191k010,g191k011,g191k012,g191k111,g191k112,g191k013,g191k014,g191k015,g191k016,g191k017,g191k018,g191k019,g191k020,g191k021,g191k113,g191k022,g191k023,g191k024,g191k025,g191k027,g191k028,g191k109,g191k042,g191k043,g191k044,g191k045,g191k046,g191k047,g191k048,g191k049,g191k050,g191k051,g191k052,g191k053,g191k055,g191k056,g191k057,g191o035,g191o036,g191o037,g191o039,g191o040,g191o041,g191o042,g191o043,g191o038,g191o044,g191o045,g191o046,g191o048,g191o049,g191o050,g191o051,g191o052,g191o047,g191o106,g191o107,g191o108,g191o110,g191o111,g191o112,g191o113,g191o114,g191o109,g191o203,g191o204,g191o205,g191o207,g191o208,g191o209,g191o210,g191o211,g191o206,g191o212,g191o213,g191o214,g191o216,g191o217,g191o218,g191o219,g191o220,g191o215,g191o153,g191o154,g191o155,g191o157,g191o158,g191o159,g191o160,g191o161,g191o156,g191o221,g191o222,g191o223,g191o224,g191o225,g191o226,g191o115,g191o116,g191o117,g191o119,g191o118,g191o097,g191o098,g191o099,g191o101,g191o102,g191o103,g191o104,g191o105,g191o100,g191o088,g191o089,g191o090,g191o092,g191o093,g191o094,g191o095,g191o096,g191o091,g191o124,g191o125,g191o126,g191o128,g191o129,g191o130,g191o131,g191o132,g191o127,g191o070,g191o071,g191o072,g191o074,g191o075,g191o076,g191o077,g191o078,g191o073,g191q001,g191q002,g191q003,g191q004,g191q005,g191q006,g191q007,g191q008,g191q009,g191q010,g191q011,g191q012,g191q015,g191q016,g191q017,g191q018,g191q019,g191q020,g191q021,g191q022,g191q023,g191p001,g191p002,g191p003,g191p004,g191p006,g191p007,g191p008,g191p009,g191p014,g191p016,g191p017,g191p018,g191p019,g191p020,g191p021,g191p024,g191p025,g191p026,g191p027,g191p028z,g191p029,g191p030,g191p031z,g191p032,g191p033,g191p034,g191p035,g191p036,g191p046,g191p037,g191p038,g191p045,g191r001,g191r002,g191r003,g191r004,g191r005,g191r006,g191r007,g191r008,g191r009,g191r010,g191r011,g191r012,g191r013,g191r014,g191r015,g191r016,g191r017,g191r018,g191r019,g191r020,g191r021,g191r022,g191r023,g191r024,g191r025,g191r026,g191r028,g191r029,g191r027,g191wt
790,5643,1,4,3,1,1,U010101,언어학,U01010100020,아시아언어문명학부(서아시아언어문명),2,1,1,1,27.5,1993,3,2018,8,7,2018.0,9.0,10,2.0,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,2.0,1.0,,1.0,2.0,6.0,7.0,3.0,5000.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,2,1,,8.0,823.0,1.0,3.0,1,2012,3,1,5,2,3,1,3,1,,,2,1.0,U7328,정치사회학부(정치외교학전공),2.0,,,2.0,,,3.0,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,5,2,4,3,3,5,5,4,4,2,3.83,9,9,,0,0,6,94,0,0,,2,,,,,,,1,1.0,4.0,4.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,1.0,,1.0,2018.0,9.0,2.0,,1.0,1.0,1.0,G5049,아시아학과,1.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,9.0,2.0,0.0,9.0,2.0,0.0,,,,1,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,109.0,,,,,,,GRE,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,5000,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,4,4,4,5,2,1,4,5,5,5,4,1,2,4,5,5,2,,,,,,,,,2,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,1.0,2.0,,,,,,,2,,,,,,,,,2,,,,2,,2,,,,,2,,,,,,,,,2,,,,,,,,,2,,,,,,,,,2,,,,,,,,,4,3,7,2,,3,2,2,2,2,2,2,7,7,7,5,5,6,4,2,1,1,,,,,,2,,1,3,3,1,,1.0,122.0,1,107,6,1.0,5,6,1.0,5,12,1,4.0,3.0,5.0,1,1.0,5.0,2,2,,2,,2,,2,,,2,,2,,2,,2,,2,,장학금,1,2000.0,150,0.0,700,0,2,,,11.6753847757868
792,5647,1,3,3,1,1,U010101,언어학,U01010100006,언어학과,2,1,1,2,24.75,1995,12,2019,2,1,,,1,,1.0,,,,,,2019.0,1.0,2.0,13.0,71.0,713.0,2.0,13.0,134.0,1341.0,-1.0,6.0,1.0,,1.0,101.0,6.0,3.0,0.0,25.0,1.0,1.0,2.0,,,2.0,1.0,1.0,,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2019.0,5.0,,1.0,2019.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,40.0,0.0,0.0,1.0,5000.0,416.0,1.0,2400.0,200.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,5.0,,7.0,3.0,5.0,2.0,,,1.0,2.0,1.0,1.0,1.0,,,2.0,,2.0,1.0,0.0,2.0,1.0,9.0,1.0,3.0,4.0,2.0,,1.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2,1,,1.0,101.0,1.0,1.0,1,2014,3,2,2,1,5,6,3,1,,,2,1.0,-7,기타,1.0,U8212,컴퓨터학과,2.0,,,5.0,1.0,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,4,4,3,3,3,3,3,4,4,3,3.57,10,10,,100,0,0,0,0,0,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,7.0,61.0,615.0,-1.0,-1.0,-1.0,-1.0,3.0,2.0,2.0,3.0,4.0,4.0,6000.0,3.0,2.0,1.0,3.0,21.0,214.0,-1.0,-1.0,-1.0,-1.0,6.0,2.0,2.0,3.0,3.0,4.0,10000.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,4000,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.0,9,5,5,5,5,4,4,5,5,5,5,5,3,3,3,4,1,4.0,2.0,,,,,,,2,,,,,,,,,1,3.0,2.0,,,,,,,1,3.0,2.0,,,,,,,2,,,,,,,,,2,,,,,,,,,2,,,,2,,2,,,,,1,4.0,2.0,,,,,,,2,,,,,,,,,2,,,,,,,,,2,,,,,,,,,4,2,9,2,,3,2,2,2,2,2,2,4,4,6,5,5,4,6,5,6,1,,,,,,2,,1,3,4,2,미국,,,1,101,7,1.0,6,7,1.0,6,2,1,8.0,8.0,6.0,1,2.0,2.0,1,1,5000.0,2,,2,,2,,,2,,2,,2,,2,,2,,,2,,70,0.0,0,0,2,,1.0,12.7718575186683
793,5652,1,3,3,1,1,U010101,언어학,U01010100013,언어인지과학과,2,1,1,2,27.4166666666667,1993,4,2019,2,1,,,1,,1.0,,,,,,2020.0,7.0,2.0,10.0,58.0,582.0,2.0,13.0,133.0,1332.0,6.0,6.0,1.0,,1.0,121.0,6.0,11.0,1.0,15.0,1.0,2.0,1.0,2.0,2.0,,1.0,2.0,,1.0,1.0,,2.0,2.0,1.0,2.0,2.0,,,3.0,1.0,3.0,2.0,2.0,3.0,3.0,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,40.0,0.0,0.0,1.0,2400.0,200.0,1.0,2400.0,200.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,,7.0,8.0,2.0,2.0,,,1.0,2.0,1.0,1.0,1.0,,,3.0,,2.0,1.0,12.0,3.0,1.0,9.0,1.0,7.0,3.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2018.0,7.0,2020.0,6.0,1.0,7.0,46.0,464.0,7.0,61.0,615.0,6151.0,-1.0,3.0,1.0,,1.0,101.0,1.0,3.0,2.0,,,1.0,,,,2.0,1.0,,2.0,2.0,2.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,0.0,3.0,13.0,50.0,4.0,4.0,50.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,,,3.0,,2.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,2.0,,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,2,1,,8.0,802.0,1.0,1.0,1,2013,3,1,5,2,1,3,2,2,2.0,4.0,2,1.0,U8029,컴퓨터공학과,2.0,,,2.0,,,4.0,1.0,2,2,1,2,2,2,2,2,2,,,2.0,,,,,,,,,3.0,,,,,,,2,2,4,3,2,4,3,3,3,3,3.78,8,8,,40,10,0,50,0,0,,1,300.0,2.0,1.0,,1.0,2.0,1,3.0,3.0,8.0,4.0,1.0,1.0,6.0,4.0,1.0,1.0,6.0,4.0,1.0,1.0,,,,,,,,,1,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,7.0,61.0,615.0,-1.0,-1.0,-1.0,-1.0,6.0,2.0,3.0,2.0,10.0,-1.0,,1.0,1.0,1.0,3.0,21.0,215.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,3.0,2.0,8.0,-1.0,,1.0,1.0,1.0,7.0,61.0,615.0,-1.0,-1.0,-1.0,-1.0,30.0,2.0,3.0,-1.0,10.0,-1.0,,1.0,1.0,1.0,2,,,,,,,,,,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,730.0,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,4.0,2.0,1.0,2.0,13.0,134.0,1.0,2.0,2.0,9.0,2400,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1.0,1014301.0,2.0,7.0,4.0,-1.0,2013.0,8.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5.0,10,5,4,5,3,4,4,5,5,5,5,5,3,3,4,4,1,2.0,2.0,,,,,,,2,,,,,,,,,1,2.0,2.0,,,,,,,1,2.0,2.0,,,,,,,2,,,,,,,,,2,,,,,,,,,2,,,,2,,2,,,,,1,4.0,2.0,,,,,,,2,,,,,,,,,2,,,,,,,,,2,,,,,,,,,4,3,7,2,,1,2,2,2,2,2,2,6,6,6,6,5,6,5,4,5,1,,,,,,2,,1,3,4,1,,8.0,802.0,8,802,4,1.0,3,4,1.0,3,9,6,-1.0,-1.0,1.0,1,3.0,2.0,1,1,1400.0,2,,2,,2,,,2,,2,,2,,2,,2,,,2,,30,0.0,800,0,2,,1.0,10.9082948627408
