time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
13:47:18:761,3.1748,-1.0827,6.6102,7.413
13:47:18:771,1.0696,-0.6468,5.1138,5.264
13:47:18:782,-0.3159,0.0037,3.8482,3.861
13:47:18:795,-1.0505,0.8709,1.6719,2.158
13:47:18:802,-1.2007,1.5998,1.0595,2.264
13:47:18:812,-1.8645,4.4385,0.8034,4.881
13:47:18:821,-5.3839,6.4659,0.1917,8.416
13:47:18:836,-10.0357,5.3485,-1.9454,11.537
13:47:18:841,-10.8024,3.3707,-3.3981,11.815
13:47:18:853,-8.6163,-0.6567,-4.8898,9.929
13:47:18:862,-5.2990,-3.3845,-5.6912,8.481
13:47:18:875,-4.8566,-3.3404,-5.5203,8.076
13:47:18:884,-5.3145,-2.1741,-4.6819,7.409
13:47:18:928,-5.6845,0.4903,-3.3779,6.631
13:47:18:932,-5.4061,1.8871,-2.7519,6.353
13:47:18:934,-3.9281,0.5848,-2.0905,4.488
13:47:18:936,-3.1526,-0.1663,-1.7318,3.601
13:47:18:938,-1.8673,-1.5385,-1.6789,2.945
13:47:18:941,-1.4849,-2.3789,-2.0262,3.460
13:47:18:957,-1.6752,-2.5115,-2.2712,3.778
13:47:18:964,-1.6506,-2.2238,-2.3445,3.629
13:47:18:971,-1.4000,-1.0864,-2.7657,3.285
13:47:18:981,-1.2478,0.3160,-3.3832,3.620
13:47:18:995,-1.3950,1.5005,-3.9904,4.486
13:47:19:001,-1.3706,1.4808,-3.8332,4.332
13:47:19:012,-0.6883,2.0902,-4.8208,5.299
13:47:19:021,0.4606,1.7262,-4.8892,5.205
13:47:19:037,1.6233,0.0913,-4.6404,4.917
13:47:19:041,1.5750,0.0662,-4.4949,4.763
13:47:19:054,2.6161,-0.0554,-4.0950,4.860
13:47:19:061,2.9850,0.3275,-3.6970,4.763
13:47:19:075,3.4376,0.9188,-2.9564,4.626
13:47:19:082,3.4137,0.8238,-2.5528,4.341
13:47:19:092,3.0844,0.2930,-2.0327,3.706
13:47:19:102,2.5651,-0.1749,-1.7000,3.082
13:47:19:116,2.2745,0.1971,-1.2243,2.591
13:47:19:122,2.3631,0.4896,-0.9814,2.605
13:47:19:132,2.3556,0.4722,-0.4241,2.440
13:47:19:140,2.1643,-0.5724,0.1567,2.244
13:47:19:155,1.7956,-1.3462,0.1336,2.248
13:47:19:161,1.8255,-1.0112,0.2520,2.102
13:47:19:173,1.5338,-0.8343,0.3466,1.780
13:47:19:181,1.2737,-1.0099,0.3741,1.668
13:47:19:196,1.4150,-0.6049,0.4010,1.590
13:47:19:201,1.5855,-0.5867,0.3951,1.736
13:47:19:211,1.8983,-0.1266,0.3904,1.942
13:47:19:220,2.1997,-0.1081,0.3713,2.233
13:47:19:235,2.1190,0.1271,0.1927,2.131
13:47:19:242,1.5631,-0.0669,0.3368,1.600
13:47:19:253,1.0338,-0.3455,0.5924,1.241
13:47:19:260,1.0382,-0.3382,0.6561,1.274
13:47:19:276,1.1415,0.9418,1.0241,1.800
13:47:19:280,1.1419,1.0646,1.2478,1.999
13:47:19:291,0.9922,1.1352,1.7650,2.321
13:47:19:303,0.6018,1.1305,2.4216,2.739
13:47:19:315,0.2262,1.2141,3.3854,3.604
13:47:19:320,0.1516,1.1960,3.9664,4.146
13:47:19:331,-0.2399,1.2834,6.6292,6.757
13:47:19:341,-1.0219,1.2262,12.6817,12.782
13:47:19:356,0.4668,0.4235,10.9128,10.931
13:47:19:360,1.4591,1.0866,2.1765,2.837
13:47:19:371,1.2815,0.7771,-0.5045,1.581
13:47:19:380,-0.1570,-0.9365,4.2094,4.315
13:47:19:395,-0.3739,-0.1811,6.1744,6.188
13:47:19:402,-0.2648,0.4742,5.2406,5.269
13:47:19:411,-0.2823,1.3213,2.7859,3.096
13:47:19:421,-0.7799,4.2826,-0.5430,4.387
13:47:19:439,-0.7764,5.5761,-2.2093,6.048
13:47:19:442,0.3140,2.7341,-1.1097,2.967
13:47:19:451,1.2233,-0.5277,0.2361,1.353
13:47:19:461,0.4860,-1.0205,0.1232,1.137
13:47:19:476,-0.3555,-1.2464,-0.3590,1.345
13:47:19:481,-0.4917,-1.6824,0.0844,1.755
13:47:19:491,-0.8884,-1.6105,1.6730,2.486
13:47:19:504,-1.0662,0.3650,3.0714,3.272
13:47:19:515,-0.2792,4.6070,3.2912,5.669
13:47:19:521,0.0367,5.9440,2.5756,6.478
13:47:19:531,0.4204,6.2390,0.6415,6.286
13:47:19:541,0.6557,5.2647,-1.3652,5.478
13:47:19:555,1.2091,3.7766,-3.2248,5.111
13:47:19:560,1.6248,3.3068,-3.9922,5.433
13:47:19:572,2.1675,2.6395,-5.8291,6.756
13:47:19:581,2.1900,2.0740,-7.4217,8.011
13:47:19:595,1.6505,1.3739,-7.2490,7.560
13:47:19:601,1.3334,1.1988,-6.6450,6.883
13:47:19:611,0.6536,0.9384,-4.9052,5.037
13:47:19:621,-0.4162,0.8892,-1.9816,2.211
13:47:19:636,-0.9279,0.1744,0.2878,0.987
13:47:19:641,-0.6682,-0.1961,-0.4611,0.835
13:47:19:651,0.1982,-1.1999,-2.0610,2.393
13:47:19:660,0.4196,-1.8984,-3.0439,3.612
13:47:19:678,0.2526,-2.5662,-3.9601,4.726
13:47:19:681,0.2862,-2.7834,-4.2406,5.081
13:47:19:691,0.2913,-2.9746,-4.4762,5.382
13:47:19:701,0.2332,-2.9799,-4.5072,5.408
13:47:19:715,-0.1360,-2.7227,-4.1006,4.924
13:47:19:721,-0.2866,-2.5967,-3.7105,4.538
13:47:19:731,-0.5451,-2.3934,-3.0406,3.908
13:47:19:741,-0.8914,-2.3254,-2.5351,3.554
13:47:19:755,-1.8747,-1.8112,-1.9737,3.270
13:47:19:760,-2.6956,-1.4340,-1.7706,3.530
13:47:19:771,-4.8063,-0.1410,-1.3313,4.989
13:47:19:782,-4.3672,2.3194,0.2297,4.950
13:47:19:796,0.8613,3.8729,1.9332,4.413
13:47:19:801,2.8007,2.9048,4.1587,5.795
13:47:19:811,4.5434,0.3136,8.3500,9.511
13:47:19:822,3.9447,-1.2578,11.0854,11.833
13:47:19:836,2.0907,-2.8229,8.2956,9.009
13:47:19:840,2.2123,-2.7010,8.0666,8.790
13:47:19:852,0.2762,-4.7144,0.4528,4.744
13:47:19:860,-0.2217,-5.0767,-3.5698,6.210
13:47:19:875,-1.0327,-3.9339,-4.6839,6.203
13:47:19:880,-1.4887,-3.3863,-4.6036,5.906
13:47:19:891,-2.2120,-2.1953,-4.5198,5.490
13:47:19:913,-3.0861,-1.4260,-4.0041,5.253
13:47:19:915,-3.6475,0.1133,-3.5013,5.057
13:47:19:921,-3.6745,0.8540,-3.7232,5.300
13:47:19:931,-4.8055,3.4773,-1.9200,6.235
13:47:19:942,-3.7292,6.2593,2.7388,7.784
13:47:19:955,-1.6451,7.6953,-2.6940,8.318
13:47:19:961,-1.7150,6.1041,-3.6621,7.322
13:47:19:974,-0.7947,2.7945,-4.1155,5.038
13:47:19:981,0.5824,1.2680,-3.7763,4.026
13:47:19:996,3.2686,1.9857,-3.7151,5.332
13:47:20:002,4.2141,3.0252,-3.7716,6.414
13:47:20:011,5.8404,4.9400,-3.7462,8.518
13:47:20:021,6.5845,5.4573,-2.0061,8.784
13:47:20:037,5.2048,3.0079,1.3667,6.165
13:47:20:041,4.2222,1.7439,2.4257,5.172
13:47:20:053,2.9450,0.7469,2.7622,4.106
13:47:20:061,2.2844,0.7083,1.8413,3.018
13:47:20:075,2.8275,1.0856,-0.2994,3.043
13:47:20:082,2.8310,1.0524,-0.8060,3.126
13:47:20:092,2.3257,0.9724,-1.5389,2.953
13:47:20:102,2.2952,0.9306,-1.4017,2.846
13:47:20:116,1.2287,0.2522,-2.4699,2.770
13:47:20:121,1.0858,0.0690,-2.5001,2.727
13:47:20:131,0.8317,-0.1550,-2.4778,2.618
13:47:20:141,0.4532,-0.4504,-2.3522,2.437
13:47:20:155,-0.0277,-0.7567,-2.0754,2.209
13:47:20:161,-0.1830,-0.8586,-1.8858,2.080
13:47:20:173,-0.5096,-1.0295,-1.6188,1.985
13:47:20:183,-0.7317,-1.1452,-1.3727,1.932
13:47:20:195,-0.9867,-1.2472,-1.1836,1.982
13:47:20:201,-1.1041,-1.2475,-1.0905,1.991
13:47:20:211,-1.2664,-1.1673,-0.9498,1.967
13:47:20:221,-1.3958,-1.0092,-0.8150,1.905
13:47:20:237,-0.8838,-0.5240,-0.8176,1.313
13:47:20:240,-0.6707,-0.3436,-0.7733,1.080
13:47:20:251,-0.4676,-0.1083,-0.7103,0.857
13:47:20:261,-0.3579,-0.0789,-0.5762,0.683
13:47:20:276,0.1441,-0.3046,-0.3374,0.477
13:47:20:281,0.3428,-0.3462,-0.2352,0.541
13:47:20:291,0.6934,-0.2858,-0.1254,0.760
13:47:20:302,0.8764,-0.1994,-0.0799,0.902
13:47:20:317,1.0053,-0.1702,-0.1001,1.024
13:47:20:323,0.9744,-0.1450,-0.1151,0.992
13:47:20:331,0.9119,-0.1355,-0.0811,0.925
13:47:20:340,0.8267,-0.1417,-0.0247,0.839
13:47:20:356,0.9232,-0.1948,0.0862,0.948
13:47:20:361,1.0221,-0.2236,0.1460,1.056
13:47:20:372,1.2273,-0.2713,0.1636,1.268
13:47:20:381,1.5006,-0.3406,0.1768,1.549
13:47:20:395,1.8072,-0.4624,0.1564,1.872
13:47:20:401,1.8977,-0.5526,0.1427,1.982
13:47:20:411,1.9561,-0.7547,0.1099,2.100
13:47:20:421,2.0577,-0.8672,0.1053,2.235
13:47:20:435,2.1368,-1.1945,0.0759,2.449
13:47:20:442,2.1354,-1.2985,0.0813,2.501
13:47:20:453,2.2582,-1.4116,0.0827,2.664
13:47:20:463,2.3625,-1.5390,0.1020,2.821
13:47:20:475,2.5325,-1.7739,0.0631,3.093
13:47:20:482,2.5535,-1.8360,0.0310,3.145
13:47:20:491,2.5818,-1.8329,-0.0155,3.166
13:47:20:502,2.4965,-1.7721,-0.1158,3.064
13:47:20:515,1.7996,-0.9325,-0.3598,2.058
13:47:20:521,1.5939,-0.3531,-0.5040,1.709
13:47:20:531,1.0981,1.4953,-0.8515,2.041
13:47:20:540,0.3383,5.2135,-1.3977,5.408
13:47:20:555,-1.0110,8.7641,-2.1301,9.076
13:47:20:560,-0.8281,6.5118,-1.8811,6.828
13:47:20:577,-0.5272,2.6009,-1.3291,2.968
13:47:20:583,-1.2039,1.5689,-1.0250,2.227
13:47:20:596,-2.5443,2.6967,-0.5533,3.749
13:47:20:602,-2.7313,2.6958,-0.5108,3.871
13:47:20:612,-2.7695,2.0318,-0.5711,3.482
13:47:20:621,-2.4985,1.0397,-0.7398,2.805
13:47:20:635,-2.1837,-0.4208,-0.7233,2.339
13:47:20:641,-4.3585,-1.1030,-0.6234,4.539
13:47:20:653,-8.6874,-1.7087,-0.2907,8.859
13:47:20:661,-10.0293,-1.7831,0.2924,10.191
13:47:20:675,-6.1703,-1.1984,0.5016,6.306
13:47:20:681,-4.5366,-0.5432,0.2876,4.578
13:47:20:691,-4.0982,0.0998,-0.1864,4.104
13:47:20:704,-4.4781,0.3646,-0.8250,4.568
13:47:20:716,-5.0681,-0.2113,-1.3880,5.259
13:47:20:721,-4.9728,-0.3309,-1.2402,5.136
13:47:20:731,-4.6849,-1.1438,-1.3029,4.995
13:47:20:741,-3.3725,-1.6296,-1.5435,4.051
13:47:20:755,-2.6423,-2.5926,-1.5616,4.018
13:47:20:761,-2.1578,-2.8892,-1.4796,3.898
13:47:20:772,-2.1320,-3.3110,-1.2722,4.138
13:47:20:780,-1.9118,-3.3451,-0.8139,3.938
13:47:20:795,-1.0819,-2.8322,0.3631,3.054
13:47:20:802,-0.7737,-2.4708,0.5058,2.638
13:47:20:811,-0.5166,-2.0881,0.7075,2.264
13:47:20:820,-0.2670,-1.6522,0.3611,1.712
13:47:20:837,-0.6047,-1.0388,-0.0085,1.202
13:47:20:840,-0.7753,-0.8181,-0.2539,1.155
13:47:20:852,-0.8459,-0.7023,-0.5606,1.234
13:47:20:861,-0.8016,-0.7323,-0.8208,1.361
13:47:20:875,-0.9159,-0.8001,-0.7205,1.414
13:47:20:881,-0.9486,-0.6542,-0.7944,1.400
13:47:20:892,-0.7594,-0.4545,-1.0186,1.349
13:47:20:904,-0.5878,-0.3024,-1.5030,1.642
13:47:20:915,-0.2114,-0.0076,-2.0764,2.087
13:47:20:922,-0.0100,0.2591,-2.1847,2.200
13:47:20:931,0.3466,0.7294,-2.2108,2.354
13:47:20:941,0.7556,0.9221,-2.1728,2.478
13:47:20:956,0.5069,0.8558,-1.6312,1.911
13:47:20:961,0.6193,0.6547,-1.3721,1.642
13:47:20:971,0.7168,0.0788,-0.8792,1.137
13:47:20:982,0.3723,-0.4604,-0.4424,0.739
13:47:20:997,-0.2580,-0.7765,0.1278,0.828
13:47:21:003,-0.2489,-0.9157,0.2086,0.972
13:47:21:012,-0.5558,-1.0913,0.2483,1.250
13:47:21:023,-0.7906,-1.2558,0.1623,1.493
13:47:21:036,-1.0936,-1.4019,-0.1267,1.783
13:47:21:041,-1.2041,-1.4931,-0.1414,1.923
13:47:21:055,-1.2584,-1.4758,-0.2597,1.957
13:47:21:061,-1.3184,-1.4279,-0.3635,1.977
13:47:21:077,-1.3341,-1.4271,-0.5086,2.019
13:47:21:082,-1.3820,-1.5058,-0.4832,2.100
13:47:21:091,-1.4663,-1.3900,-0.5612,2.097
13:47:21:102,-1.5653,-1.0580,-0.6846,2.010
13:47:21:116,-1.5558,-0.3050,-0.5711,1.685
13:47:21:123,-1.5834,-0.0128,-0.4054,1.634
13:47:21:132,-1.5028,0.4626,-0.1884,1.584
13:47:21:141,-1.4348,0.7448,-0.0010,1.617
13:47:21:155,-1.1840,0.5052,-0.0338,1.288
13:47:21:161,-1.1770,0.2977,0.0011,1.214
13:47:21:171,-1.0901,-0.1533,-0.0507,1.102
13:47:21:181,-0.8908,-0.4925,-0.0166,1.018
13:47:21:196,-0.5048,-0.3916,0.2696,0.693
13:47:21:202,-0.3960,-0.3162,0.5413,0.741
13:47:21:211,-0.1184,-0.2863,0.8694,0.923
13:47:21:223,-0.0164,-0.4451,1.1357,1.220
13:47:21:238,0.1942,-0.7845,1.4110,1.626
13:47:21:242,0.2158,-0.8258,1.6087,1.821
13:47:21:255,-0.0180,0.7668,2.1203,2.255
13:47:21:262,0.0239,3.0704,2.6385,4.048
13:47:21:275,0.3172,2.7248,2.5642,3.755
13:47:21:282,0.1452,1.5899,2.4173,2.897
13:47:21:291,-0.9329,-0.0378,2.4486,2.621
13:47:21:302,-2.8640,-1.4227,2.7091,4.191
13:47:21:315,-5.5359,-3.8031,1.2304,6.828
13:47:21:321,-4.8085,-3.9023,0.5707,6.219
13:47:21:331,-2.8891,-3.4568,-0.2748,4.514
13:47:21:341,-2.3677,-1.9489,-0.6819,3.142
13:47:21:356,-3.5769,0.7894,-0.8735,3.766
13:47:21:361,-4.0468,1.4717,-0.8724,4.394
13:47:21:373,-3.4729,1.8207,-0.8200,4.006
13:47:21:381,-2.2482,1.1408,-0.8096,2.648
13:47:21:396,-0.5738,-0.4831,-0.6149,0.970
13:47:21:403,-0.3740,-0.7690,-0.6441,1.071
13:47:21:411,-0.3729,-1.0461,-0.6888,1.307
13:47:21:421,-0.4759,-0.9408,-0.7142,1.273
13:47:21:436,-0.1669,-0.7611,-0.8436,1.148
13:47:21:442,-0.0007,-0.7098,-0.8483,1.106
13:47:21:453,0.1155,-0.6705,-0.7781,1.034
13:47:21:461,0.1416,-0.4472,-0.6870,0.832
13:47:21:476,0.1210,0.4590,-0.4538,0.657
13:47:21:481,0.1655,0.8705,-0.3965,0.971
13:47:21:492,0.4311,1.3332,-0.2103,1.417
13:47:21:508,1.1336,1.3704,-0.2326,1.794
13:47:21:515,2.4227,1.1674,-0.4682,2.730
13:47:21:523,3.1104,1.2048,-0.6191,3.393
13:47:21:532,3.9105,1.4597,-0.7886,4.248
13:47:21:541,4.5954,1.7415,-0.9617,5.008
13:47:21:556,4.4804,1.1501,-0.6328,4.669
13:47:21:562,4.0565,0.7725,-0.4803,4.157
13:47:21:571,3.0077,0.0905,0.0547,3.010
13:47:21:584,2.3753,0.2130,0.3125,2.405
13:47:21:596,2.2682,-0.2633,0.5161,2.341
13:47:21:607,2.1578,-0.3797,0.5793,2.266
13:47:21:612,1.8154,-0.2518,0.5202,1.905
13:47:21:622,1.4847,-0.2918,0.3149,1.545
13:47:21:638,0.8705,-0.5271,-0.0223,1.018
13:47:21:641,0.6214,-0.5529,-0.0482,0.833
13:47:21:655,0.2970,-0.5613,-0.0337,0.636
13:47:21:661,0.0394,-0.4305,-0.0117,0.432
13:47:21:676,-0.1689,-0.3881,0.0274,0.424
13:47:21:681,-0.2384,-0.3884,0.0737,0.462
13:47:21:691,-0.3730,-0.3262,0.1893,0.530
13:47:21:705,-0.4617,-0.2419,0.3069,0.605
13:47:21:715,-0.4731,-0.2479,0.5204,0.746
13:47:21:721,-0.3137,-0.2223,0.6629,0.766
13:47:21:733,-0.0652,-0.2487,0.8125,0.852
13:47:21:741,-0.0667,-0.2211,0.9034,0.932
13:47:21:756,-0.1188,-0.1147,0.9197,0.934
13:47:21:762,-0.1056,-0.0997,0.9643,0.975
13:47:21:772,0.0562,-0.1768,0.9710,0.989
13:47:21:782,0.0980,-0.2409,0.9862,1.020
13:47:21:797,0.1951,-0.2200,0.9503,0.995
13:47:21:807,0.2276,-0.1814,0.9959,1.038
13:47:21:811,0.2842,-0.1541,1.0901,1.137
13:47:21:821,0.2814,-0.2075,1.2315,1.280
13:47:21:838,0.3793,-0.2580,1.5780,1.643
13:47:21:841,0.4654,-0.2369,1.7354,1.812
13:47:21:851,0.5594,-0.1515,1.8849,1.972
13:47:21:861,0.6339,-0.1169,1.9036,2.010
13:47:21:876,0.6293,-0.1092,1.8299,1.938
13:47:21:883,0.6482,-0.1477,1.8327,1.950
13:47:21:896,0.6454,-0.1751,1.8887,2.004
13:47:21:903,0.6861,-0.2801,1.9824,2.116
13:47:21:916,0.7279,-0.1345,2.1623,2.285
13:47:21:921,0.7474,-0.1140,2.2354,2.360
13:47:21:932,0.8226,-0.1224,2.3039,2.449
13:47:21:941,0.8776,-0.1186,2.4379,2.594
13:47:21:956,0.5453,0.0677,2.6717,2.728
13:47:21:961,0.3711,0.0655,2.8145,2.840
13:47:21:972,0.1805,-0.0682,2.8447,2.851
13:47:21:982,0.2317,-0.5879,2.6886,2.762
13:47:21:996,0.7121,2.9879,1.7963,3.558
13:47:22:004,0.6241,4.9199,0.5384,4.988
13:47:22:011,0.5904,4.4993,-0.7365,4.597
13:47:22:021,1.0477,2.5849,0.2453,2.800
13:47:22:037,0.3083,1.7236,1.2871,2.173
13:47:22:042,-0.1646,1.8901,1.1919,2.241
13:47:22:053,-0.3976,1.8824,1.1155,2.224
13:47:22:061,-0.1232,1.3902,0.9046,1.663
13:47:22:076,0.2884,0.8267,-0.7340,1.143
13:47:22:081,-0.0639,0.3066,-0.9868,1.035
13:47:22:094,-0.8981,-0.5181,-0.3355,1.090
13:47:22:105,-1.5589,-0.3589,0.7530,1.768
13:47:22:115,-2.0383,1.3878,1.9993,3.175
13:47:22:122,-1.8244,1.8997,1.9744,3.292
13:47:22:131,-1.1826,2.4394,1.7973,3.253
13:47:22:141,-0.5211,2.7188,1.0686,2.967
13:47:22:158,-0.0804,3.1254,-0.6208,3.187
13:47:22:161,0.0075,2.9755,-1.3742,3.277
13:47:22:171,0.0870,2.4392,-2.6949,3.636
13:47:22:183,-0.0137,1.6705,-3.6659,4.029
13:47:22:196,-0.3104,0.8295,-4.1312,4.225
13:47:22:207,-0.3697,0.6484,-4.1216,4.189
13:47:22:211,-0.4319,0.1638,-4.0373,4.064
13:47:22:222,-0.3066,-0.2778,-3.9989,4.020
13:47:22:237,-0.1513,-0.7297,-3.7478,3.821
13:47:22:241,-0.1903,-0.9139,-3.8092,3.922
13:47:22:253,-0.9735,-0.9804,-3.8526,4.093
13:47:22:261,-1.1859,-0.8493,-3.8533,4.120
13:47:22:277,-0.2832,-0.9857,-4.0103,4.139
13:47:22:281,0.0896,-1.0543,-4.0981,4.232
13:47:22:292,0.2262,-1.2305,-4.1051,4.292
13:47:22:306,-0.3512,-1.5016,-4.0129,4.299
13:47:22:316,-1.0807,-1.9704,-3.4887,4.150
13:47:22:321,-1.4540,-2.2641,-3.1883,4.172
13:47:22:332,-1.8789,-2.5893,-2.5907,4.117
13:47:22:342,-2.0681,-2.4792,-1.9569,3.775
13:47:22:356,-2.4128,-1.6934,0.1345,2.951
13:47:22:362,-2.4400,-1.3343,1.0359,2.968
13:47:22:371,-2.2054,-0.6180,3.2642,3.988
13:47:22:382,-1.1880,-0.3356,4.8185,4.974
13:47:22:397,1.0970,-1.2060,4.2101,4.515
13:47:22:405,1.6671,-1.3966,3.6653,4.262
13:47:22:411,1.6495,-1.4351,3.7425,4.334
13:47:22:421,1.7457,-0.9684,2.5900,3.270
13:47:22:436,1.5945,-0.3496,1.4588,2.189
13:47:22:442,1.4209,-0.0246,0.9297,1.698
13:47:22:455,1.0006,0.5278,-0.3606,1.187
13:47:22:461,0.5889,0.9141,-1.7996,2.103
13:47:22:476,0.2740,1.2409,-3.5389,3.760
13:47:22:482,0.1772,1.0348,-3.8764,4.016
13:47:22:491,0.2910,0.3642,-4.0831,4.110
13:47:22:508,0.5384,-0.2258,-3.8310,3.875
13:47:22:516,0.6446,-0.1634,-2.7620,2.841
13:47:22:521,0.4776,-0.0497,-2.2126,2.264
13:47:22:532,0.0346,0.0000,-1.2423,1.243
13:47:22:542,-0.3413,-0.0350,-0.3745,0.508
13:47:22:556,-0.5841,-0.3922,0.4668,0.844
13:47:22:561,-0.6898,-0.5289,0.6674,1.096
13:47:22:572,-0.8083,-0.5833,0.8675,1.321
13:47:22:581,-0.8618,-0.5407,0.8955,1.355
13:47:22:596,-0.8251,-0.4121,0.7144,1.167
13:47:22:606,-0.8114,-0.4735,0.7802,1.221
13:47:22:611,-0.6734,-0.7766,0.8198,1.315
13:47:22:622,-0.6778,-1.1515,1.0410,1.694
13:47:22:637,-0.9258,-1.2345,1.5134,2.161
13:47:22:641,-1.1640,-0.9709,1.7791,2.337
13:47:22:654,-1.5805,-0.0328,2.0768,2.610
13:47:22:662,-2.1747,2.0010,2.2756,3.730
13:47:22:675,-1.9598,1.5021,1.1043,2.705
13:47:22:681,-1.6181,0.0006,0.6809,1.756
13:47:22:692,-1.3387,-1.7150,0.7535,2.302
13:47:22:709,-1.7926,-2.7370,1.3605,3.543
13:47:22:716,-3.3159,-3.2333,1.6303,4.910
13:47:22:721,-3.6466,-2.8852,1.4428,4.869
13:47:22:732,-3.2171,-1.7540,0.8284,3.757
13:47:22:742,-2.5752,-0.3125,0.1434,2.598
13:47:22:757,-2.4912,1.2240,-0.6582,2.853
13:47:22:761,-2.7092,1.3180,-1.0142,3.179
13:47:22:772,-2.9806,0.7330,-1.3726,3.362
13:47:22:782,-2.5608,-0.1541,-1.4443,2.944
13:47:22:796,-1.1884,-0.9132,-1.1967,1.918
13:47:22:810,-0.7837,-0.8983,-1.1144,1.632
13:47:22:812,-0.3469,-0.5846,-0.9146,1.140
13:47:22:821,-0.1520,-0.1920,-0.7218,0.762
13:47:22:837,-0.2501,0.0520,-0.4374,0.507
13:47:22:841,-0.2924,0.1488,-0.1847,0.376
13:47:22:853,-0.0574,0.2599,0.0432,0.270
13:47:22:862,0.2839,0.1855,0.0720,0.347
13:47:22:876,0.8549,0.2639,-0.2321,0.924
13:47:22:881,1.0860,0.2783,-0.3974,1.189
13:47:22:891,1.6478,0.4521,-0.6837,1.840
13:47:22:905,2.4300,0.7197,-0.8480,2.672
13:47:22:916,3.6517,0.8903,-1.0838,3.912
13:47:22:921,4.0073,0.9030,-1.1381,4.263
13:47:22:931,4.3158,0.9164,-1.1703,4.565
13:47:22:942,4.1432,0.6959,-1.0228,4.324
13:47:22:956,2.8230,0.5379,-0.5519,2.926
13:47:22:961,2.2503,0.2559,-0.2671,2.281
13:47:22:972,1.9320,0.0724,0.1712,1.941
13:47:22:982,1.9439,0.1998,0.3956,1.994
13:47:22:999,1.6622,-0.0368,0.3499,1.699
13:47:23:003,1.4561,-0.1121,0.3605,1.504
13:47:23:012,1.0366,-0.1701,0.3197,1.098
13:47:23:021,0.7009,-0.2394,0.2586,0.785
13:47:23:036,0.2177,-0.3465,0.2723,0.492
13:47:23:041,0.0247,-0.3308,0.3648,0.493
13:47:23:052,-0.2266,-0.3892,0.6157,0.763
13:47:23:062,-0.3586,-0.3378,0.8711,1.001
13:47:23:075,-0.0611,-0.4330,1.1562,1.236
13:47:23:081,-0.0679,-0.3320,1.2800,1.324
13:47:23:091,-0.1277,-0.1864,1.3146,1.334
13:47:23:106,-0.0673,-0.2082,1.2014,1.221
13:47:23:117,0.1520,-0.3665,1.0447,1.117
13:47:23:121,0.2483,-0.4386,1.0959,1.206
13:47:23:131,0.3410,-0.3794,1.1726,1.279
13:47:23:142,0.4582,-0.3451,1.1782,1.310
13:47:23:155,0.4154,-0.1088,0.9402,1.034
13:47:23:161,0.4479,-0.0681,1.0189,1.115
13:47:23:173,0.5218,-0.1357,1.1773,1.295
13:47:23:182,0.6063,-0.3433,1.4538,1.612
13:47:23:196,0.7019,-0.3562,1.1191,1.368
13:47:23:209,0.7413,-0.3800,0.9440,1.259
13:47:23:213,0.5640,-0.3861,0.8272,1.073
13:47:23:222,0.4580,-0.3817,0.8834,1.066
13:47:23:237,0.2900,-0.1828,1.0266,1.082
13:47:23:242,0.1499,-0.1295,1.0151,1.034
13:47:23:254,-0.0762,-0.1374,0.9484,0.961
13:47:23:261,-0.4016,-0.1580,0.8479,0.951
13:47:23:276,-0.7614,-0.2869,0.6547,1.044
13:47:23:282,-0.8398,-0.4378,0.5463,1.093
13:47:23:292,-0.9160,-0.5604,0.4697,1.172
13:47:23:309,-0.9373,-0.5222,0.3932,1.143
13:47:23:316,-0.7613,-0.2673,0.3047,0.862
13:47:23:321,-0.5992,-0.1208,0.2998,0.681
13:47:23:331,-0.1670,0.1691,0.2927,0.377
13:47:23:342,0.3444,0.2386,0.3314,0.534
13:47:23:357,0.6213,0.6119,0.5665,1.040
13:47:23:361,0.5759,0.8193,0.6959,1.220
13:47:23:372,0.5595,1.0972,0.8860,1.517
13:47:23:383,0.5926,1.4156,0.9897,1.826
13:47:23:396,0.8423,1.4266,0.8696,1.871
13:47:23:408,0.7581,2.4641,0.7362,2.681
13:47:23:412,0.6616,4.6005,0.3191,4.659
13:47:23:422,0.7019,5.2941,0.0149,5.340
13:47:23:437,0.8500,5.1141,0.2903,5.192
13:47:23:442,0.7005,5.2990,0.5231,5.371
13:47:23:453,-0.0071,5.3615,0.9082,5.438
13:47:23:461,-0.5598,4.4466,1.3596,4.683
13:47:23:477,-0.6021,3.2159,1.6781,3.677
13:47:23:482,-0.6860,2.9270,1.6445,3.427
13:47:23:492,-0.8657,2.1096,1.4451,2.700
13:47:23:507,-0.9070,0.9384,1.1925,1.768
13:47:23:516,-0.7284,-0.4112,1.0314,1.328
13:47:23:522,-0.6566,-0.5958,1.5102,1.751
13:47:23:534,-0.9463,0.5600,4.1174,4.262
13:47:23:541,-1.4778,-3.0710,3.0231,4.556
13:47:23:556,-3.8494,-3.2554,2.7095,5.723
13:47:23:561,-6.3272,-1.7934,3.1702,7.301
13:47:23:571,-8.7952,0.1491,3.8030,9.583
13:47:23:581,-4.8978,-0.5502,2.1173,5.364
13:47:23:596,-0.5056,-0.5362,-0.0224,0.737
13:47:23:602,-0.5800,0.0349,-0.4948,0.763
13:47:23:611,-1.4894,1.0551,-1.1335,2.149
13:47:23:621,-1.8389,0.9480,-1.8807,2.796
