time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
13:47:37:171,6.6122,-2.3063,-2.1377,7.322
13:47:37:182,5.7097,-2.1666,-1.7126,6.343
13:47:37:197,4.3719,-1.5160,-1.3843,4.830
13:47:37:201,4.0128,-1.5508,-1.2878,4.491
13:47:37:212,3.5692,-1.9046,-1.1120,4.196
13:47:37:222,3.6939,-2.1503,-1.0669,4.405
13:47:37:238,3.5560,-1.6299,-1.5853,4.221
13:47:37:241,3.2083,-1.3553,-1.7765,3.910
13:47:37:255,2.8785,-0.9883,-1.9422,3.610
13:47:37:262,2.3797,-0.5184,-1.7031,2.972
13:47:37:276,1.5340,-0.0472,-1.2659,1.989
13:47:37:282,1.2019,0.0911,-1.0308,1.586
13:47:37:291,0.7203,0.3669,-0.6090,1.012
13:47:37:303,0.4193,0.5847,-0.1597,0.737
13:47:37:318,0.2036,0.7199,0.5107,0.906
13:47:37:322,0.2573,0.7749,0.8474,1.177
13:47:37:333,0.6927,0.8812,1.2271,1.662
13:47:37:342,0.9658,0.9008,1.3944,1.921
13:47:37:358,1.0163,0.8187,1.2859,1.832
13:47:37:361,1.0002,0.7819,1.2626,1.791
13:47:37:373,1.0541,0.7090,1.0933,1.676
13:47:37:381,1.1560,0.6733,0.9855,1.662
13:47:37:396,1.3173,0.7961,1.0624,1.870
13:47:37:402,1.3322,0.7937,1.1561,1.934
13:47:37:412,1.3288,0.7158,1.1232,1.881
13:47:37:422,1.2824,0.6719,1.1253,1.834
13:47:37:438,1.1146,0.9074,0.9926,1.747
13:47:37:441,0.9962,1.1055,1.0028,1.794
13:47:37:454,0.7598,1.2962,0.9068,1.755
13:47:37:462,0.4416,1.3400,0.8969,1.672
13:47:37:476,0.3443,1.2030,1.0002,1.602
13:47:37:482,0.4033,1.2852,1.0742,1.723
13:47:37:492,0.3415,1.4897,1.0364,1.847
13:47:37:501,0.2339,1.6236,0.9772,1.909
13:47:37:518,0.4226,1.7634,1.3006,2.232
13:47:37:522,0.4926,1.8244,1.4039,2.354
13:47:37:531,0.4119,1.5769,1.4079,2.154
13:47:37:542,0.2626,2.5322,1.2924,2.855
13:47:37:556,0.3289,4.3542,0.5864,4.406
13:47:37:562,0.5660,3.9011,0.6329,3.992
13:47:37:574,0.9496,1.3901,1.1628,2.046
13:47:37:581,0.9738,0.7139,0.9289,1.523
13:47:37:596,0.9327,0.3226,0.1620,1.000
13:47:37:601,0.9260,0.3062,0.0613,0.977
13:47:37:612,2.0961,-0.7919,0.0538,2.241
13:47:37:621,1.8672,-1.0799,0.1299,2.161
13:47:37:639,0.6915,-0.1817,0.2569,0.760
13:47:37:641,0.2039,0.1987,0.1409,0.318
13:47:37:659,-0.6473,0.6888,0.2950,0.990
13:47:37:661,-0.9193,0.9904,-0.2433,1.373
13:47:37:675,-1.4237,1.3985,-0.9274,2.201
13:47:37:681,-1.5716,1.7431,-1.5185,2.795
13:47:37:692,-1.9038,1.8537,-2.2587,3.487
13:47:37:703,-2.0735,1.7135,-2.9206,3.971
13:47:37:718,-2.2313,1.0768,-3.4656,4.260
13:47:37:721,-2.0967,0.7947,-3.6002,4.241
13:47:37:732,-2.0009,0.1539,-3.8921,4.379
13:47:37:742,-1.5477,-0.2660,-4.6334,4.892
13:47:37:757,0.6035,-1.3083,-2.6250,2.994
13:47:37:763,1.0355,-1.3263,-2.0824,2.677
13:47:37:773,1.4022,-1.2387,-0.8545,2.057
13:47:37:781,1.6509,-0.9299,0.5737,1.980
13:47:37:797,1.4464,-0.1190,1.5213,2.103
13:47:37:801,1.4212,0.0805,0.7771,1.622
13:47:37:812,1.6469,0.0846,-1.4642,2.205
13:47:37:821,1.8706,0.3039,-2.8759,3.444
13:47:37:838,2.2636,0.3935,-3.4428,4.139
13:47:37:842,2.5624,0.1996,-3.2853,4.171
13:47:37:857,2.5194,-0.4036,-2.5192,3.586
13:47:37:861,1.9620,-0.9227,-1.9336,2.905
13:47:37:876,2.0030,-0.8382,-2.0553,2.990
13:47:37:881,0.4292,-1.9662,-2.4964,3.207
13:47:37:891,-0.7390,-2.1669,-3.0948,3.850
13:47:37:902,-1.5978,-2.2143,-3.6033,4.521
13:47:37:918,-2.6559,-2.1341,-3.9016,5.180
13:47:37:921,-3.0688,-2.1534,-3.7968,5.336
13:47:37:932,-2.8409,-2.0441,-3.3958,4.876
13:47:37:943,-2.4571,-2.1423,-2.7885,4.290
13:47:37:956,-1.8420,-2.0319,-2.0570,3.428
13:47:37:961,-1.5597,-1.9221,-2.0193,3.195
13:47:37:973,-1.0071,-1.5876,-1.6572,2.506
13:47:37:982,-1.1445,-1.3266,-0.9160,1.977
13:47:37:997,-1.3158,-0.6905,0.0211,1.486
13:47:38:001,-1.3488,-0.5838,0.4348,1.533
13:47:38:011,-0.5255,0.4107,0.9930,1.196
13:47:38:021,1.3011,2.6357,1.6527,3.372
13:47:38:037,4.2283,5.3076,4.4281,8.103
13:47:38:041,5.4677,5.2710,5.6389,9.459
13:47:38:053,5.8126,3.3704,6.2662,9.188
13:47:38:061,3.4418,1.7684,6.5748,7.629
13:47:38:076,1.0547,3.6358,6.9461,7.911
13:47:38:081,-0.5661,4.5066,5.7608,7.336
13:47:38:091,-4.0226,3.7448,1.4639,5.688
13:47:38:101,-4.7475,2.5964,-2.9578,6.167
13:47:38:117,-5.4653,1.7004,-6.2370,8.465
13:47:38:121,-5.5519,1.5993,-6.4382,8.651
13:47:38:131,-5.5981,1.3467,-6.0326,8.339
13:47:38:140,-4.8543,0.8051,-5.4014,7.307
13:47:38:158,-2.7393,-0.5141,-4.4906,5.285
13:47:38:161,-2.0841,-0.8877,-4.2317,4.800
13:47:38:171,-0.8218,-1.2486,-3.7822,4.067
13:47:38:181,-0.1796,-1.3343,-3.7609,3.995
13:47:38:195,0.0974,-1.1205,-4.4317,4.572
13:47:38:202,0.0225,-1.0402,-4.5522,4.670
13:47:38:210,-0.1390,-1.1323,-4.6009,4.740
13:47:38:221,-0.3642,-1.0716,-4.6207,4.757
13:47:38:236,-0.1659,-0.2576,-4.5661,4.576
13:47:38:241,0.2388,0.1250,-4.4325,4.441
13:47:38:253,1.3603,0.6151,-4.2366,4.492
13:47:38:261,3.2759,0.9199,-3.8529,5.140
13:47:38:275,5.6568,1.0576,-3.1480,6.560
13:47:38:281,5.9092,0.5864,-2.5069,6.446
13:47:38:292,5.3771,-0.6201,-1.6038,5.645
13:47:38:301,4.1982,-1.0335,-0.9741,4.432
13:47:38:316,2.0985,-0.5296,-0.5609,2.236
13:47:38:320,2.0026,-0.4758,-0.3278,2.084
13:47:38:330,2.4722,-0.7638,-0.0700,2.588
13:47:38:340,3.0089,-1.0461,0.2140,3.193
13:47:38:356,3.5167,-0.6331,0.2803,3.584
13:47:38:360,3.3760,-0.5848,0.3326,3.442
13:47:38:371,2.3800,-0.7285,0.3681,2.516
13:47:38:381,1.7222,-0.7446,0.3066,1.901
13:47:38:397,1.4683,-0.3982,0.0357,1.522
13:47:38:402,1.3637,-0.2472,0.0360,1.386
13:47:38:411,1.1233,-0.0364,-0.0384,1.125
13:47:38:421,0.7434,0.0318,0.0032,0.744
13:47:38:437,0.2741,0.0313,0.5149,0.584
13:47:38:441,0.1086,-0.0340,1.0105,1.017
13:47:38:453,0.0661,-0.0259,1.7437,1.745
13:47:38:461,0.4404,0.1153,2.0423,2.092
13:47:38:476,0.7459,0.2153,1.0225,1.284
13:47:38:481,0.7596,0.1269,0.6587,1.013
13:47:38:491,0.8113,-0.0738,0.0771,0.818
13:47:38:501,0.9133,-0.1852,-0.0674,0.934
13:47:38:516,1.0199,-0.1421,0.2301,1.055
13:47:38:522,1.0637,-0.0960,0.4683,1.166
13:47:38:532,1.0436,0.1447,0.9063,1.390
13:47:38:542,0.8849,0.2932,1.1843,1.507
13:47:38:556,0.5941,0.2185,1.4299,1.564
13:47:38:561,0.5584,0.3833,1.3342,1.496
13:47:38:572,0.5446,0.7564,0.9988,1.366
13:47:38:582,0.5461,0.7584,1.0103,1.376
13:47:38:596,0.2859,1.4332,0.5242,1.553
13:47:38:602,0.2836,1.5550,0.5545,1.675
13:47:38:611,0.3162,1.7219,0.6954,1.884
13:47:38:621,0.6519,1.8354,0.7963,2.104
13:47:38:637,1.1125,2.0010,0.8923,2.457
13:47:38:641,1.2718,2.1452,0.8484,2.634
13:47:38:659,1.3787,2.3230,0.7112,2.793
13:47:38:662,1.6398,2.1794,0.4366,2.762
13:47:38:676,1.7624,3.4056,0.1512,3.838
13:47:38:682,1.8774,4.1520,0.0548,4.557
13:47:38:692,2.2475,5.1890,-0.2006,5.658
13:47:38:703,2.4698,3.7698,0.2582,4.514
13:47:38:717,1.1436,2.2445,0.9390,2.688
13:47:38:721,0.8366,2.1789,0.8614,2.488
13:47:38:731,0.6238,0.8310,0.6302,1.215
13:47:38:741,0.6959,-0.7056,0.3058,1.037
13:47:38:755,0.4891,-1.7659,-0.2340,1.847
13:47:38:761,0.3285,-1.7964,-0.3808,1.865
13:47:38:771,0.0371,-1.7876,-0.5319,1.865
13:47:38:782,-0.3585,-1.7627,-0.5799,1.890
13:47:38:795,-0.7415,-1.1149,-0.2953,1.371
13:47:38:804,-0.7287,-0.3677,-0.2434,0.852
13:47:38:812,-1.0649,-0.2911,-0.8260,1.379
13:47:38:821,-1.6488,0.1105,-1.4732,2.214
13:47:38:836,-2.8563,1.3133,-2.0056,3.729
13:47:38:841,-3.2554,1.4285,-2.1186,4.138
13:47:38:854,-5.2150,0.5088,-1.8050,5.542
13:47:38:861,-5.4952,-0.4845,-1.9135,5.839
13:47:38:876,-0.4213,-1.4281,-1.9965,2.491
13:47:38:881,0.5088,-1.3035,-1.9329,2.386
13:47:38:892,0.5637,-0.9005,-1.2784,1.662
13:47:38:904,0.4549,-0.6372,-0.3985,0.878
13:47:38:917,0.6171,-0.5407,0.7505,1.112
13:47:38:921,0.7867,-0.5262,0.8747,1.289
13:47:38:933,0.6791,-0.4429,0.9692,1.264
13:47:38:942,0.3026,-0.3780,0.1354,0.503
13:47:38:957,0.2425,-0.3187,-2.3780,2.412
13:47:38:961,0.4718,-0.0847,-3.1260,3.163
13:47:38:974,1.2109,0.2107,-3.9142,4.103
13:47:38:981,1.3257,0.0157,-3.8477,4.070
13:47:38:995,1.2013,-0.6932,-2.8233,3.146
13:47:39:001,1.1100,-0.9296,-2.5082,2.896
13:47:39:012,0.4920,-1.5167,-2.2493,2.757
13:47:39:021,-0.0552,-2.0087,-2.3207,3.070
13:47:39:037,-0.5925,-2.4582,-2.4974,3.554
13:47:39:041,-0.6902,-2.4686,-2.6800,3.708
13:47:39:054,-0.8285,-2.3973,-3.0476,3.965
13:47:39:061,-1.2720,-2.1858,-3.0218,3.940
13:47:39:076,-1.8480,-1.9857,-2.5685,3.736
13:47:39:081,-2.1223,-1.9875,-2.2547,3.679
13:47:39:091,-2.1461,-1.8887,-1.9807,3.478
13:47:39:103,-1.8033,-1.8618,-2.0986,3.335
13:47:39:116,-1.5037,-1.5878,-2.1386,3.059
13:47:39:121,-1.6059,-1.2704,-1.9388,2.820
13:47:39:132,-2.1950,-0.2806,-1.1085,2.475
13:47:39:141,-2.4213,0.5487,-0.3826,2.512
13:47:39:158,-1.9419,3.5460,0.6550,4.096
13:47:39:161,-0.5982,5.2906,1.8094,5.623
13:47:39:171,2.6671,5.6047,3.6218,7.186
13:47:39:182,3.8424,3.5201,5.8344,7.823
13:47:39:196,1.4321,-0.4086,8.6894,8.816
13:47:39:202,0.7040,-0.9537,8.7252,8.805
13:47:39:211,-0.3827,-0.7960,7.3826,7.435
13:47:39:221,-1.4629,1.6727,8.2478,8.542
13:47:39:235,-0.2245,3.5481,4.7186,5.908
13:47:39:241,-1.4743,3.7096,1.0650,4.131
13:47:39:251,-4.0679,4.0847,-3.5687,6.780
13:47:39:261,-6.5707,3.4775,-5.5555,9.281
13:47:39:276,-8.7363,1.0473,-7.0672,11.286
13:47:39:281,-7.6504,-0.5564,-7.0196,10.398
13:47:39:291,-4.0071,-2.6827,-6.3959,8.010
13:47:39:301,-0.9645,-3.6822,-5.8345,6.966
13:47:39:317,1.5507,-3.5610,-5.4671,6.706
13:47:39:321,1.7095,-3.0787,-5.4485,6.487
13:47:39:331,1.0798,-1.6670,-5.9675,6.289
13:47:39:341,0.2333,0.7283,-6.9682,7.010
13:47:39:355,-0.8501,5.4523,-8.7439,10.339
13:47:39:362,-0.7830,6.0920,-8.6052,10.572
13:47:39:372,-0.0686,4.2317,-5.8917,7.254
13:47:39:381,-0.0641,4.2351,-5.9060,7.268
13:47:39:395,2.5774,-2.4548,-1.4816,3.855
13:47:39:402,3.5579,-2.4702,-1.4179,4.557
13:47:39:411,3.4616,-2.4988,-1.4251,4.501
13:47:39:421,6.1083,-0.5286,-1.5496,6.324
13:47:39:437,6.5404,-0.5369,-1.2116,6.673
13:47:39:441,5.9918,-1.1798,-1.0784,6.201
13:47:39:455,4.7311,-1.9482,-0.8682,5.190
13:47:39:462,3.2197,-2.0261,-0.6927,3.867
13:47:39:476,3.2114,-0.8114,-1.1151,3.495
13:47:39:482,3.4779,-0.8247,-1.2827,3.798
13:47:39:492,4.0117,-1.2223,-1.4067,4.423
13:47:39:501,3.9575,-1.2328,-1.2843,4.339
13:47:39:516,2.7975,-0.7099,-1.1142,3.094
13:47:39:521,2.4915,-0.5268,-0.9535,2.719
13:47:39:532,2.1369,-0.2534,-0.7310,2.273
13:47:39:541,1.7478,0.1268,-0.5086,1.825
13:47:39:556,1.0867,0.5140,-0.1033,1.207
13:47:39:561,0.8433,0.5949,0.1474,1.042
13:47:39:571,0.4847,0.6348,0.5419,0.965
13:47:39:583,0.3051,0.6141,0.9051,1.136
13:47:39:595,0.3295,0.5446,1.2342,1.389
13:47:39:603,0.4575,0.5033,1.2959,1.464
13:47:39:613,0.7148,0.4167,1.2541,1.502
13:47:39:621,0.7633,0.3517,1.1603,1.433
13:47:39:637,0.8137,0.2856,0.8931,1.241
13:47:39:643,0.8549,0.2443,0.8983,1.264
13:47:39:655,0.9840,0.1644,0.9380,1.369
13:47:39:661,0.9811,0.2725,1.0658,1.474
13:47:39:676,0.9242,0.3069,1.3877,1.695
13:47:39:682,0.9234,0.2885,1.5804,1.853
13:47:39:697,0.7934,0.3799,1.7222,1.934
13:47:39:704,0.6773,0.6722,1.7074,1.956
13:47:39:716,0.4057,1.1482,1.4361,1.883
13:47:39:721,0.3355,1.2498,1.3997,1.906
13:47:39:732,0.3311,1.2900,1.2665,1.838
13:47:39:741,0.3796,1.0812,1.1977,1.658
13:47:39:756,0.4946,1.1145,0.9969,1.575
13:47:39:762,0.6869,1.3420,0.8518,1.732
13:47:39:771,0.9667,1.6244,0.7986,2.052
13:47:39:781,0.8809,2.0305,0.6812,2.316
13:47:39:796,0.6056,3.5267,0.7872,3.664
13:47:39:803,0.5417,4.1749,0.8675,4.298
13:47:39:812,0.4324,4.6691,1.0180,4.798
13:47:39:821,0.6883,3.1245,1.6647,3.607
13:47:39:836,0.6114,2.9945,1.4685,3.391
13:47:39:841,0.4805,3.4417,0.8855,3.586
13:47:39:852,0.4605,2.5764,-0.4156,2.650
13:47:39:861,0.7682,0.6278,-0.7662,1.254
13:47:39:876,0.6815,-1.6510,-0.4916,1.853
13:47:39:885,0.3497,-2.1470,0.1908,2.184
13:47:39:891,0.6017,-2.1092,1.0804,2.445
13:47:39:901,0.9306,-2.1055,1.1068,2.554
13:47:39:918,0.6204,-1.9670,0.2616,2.079
13:47:39:921,0.2773,-1.6588,-0.1114,1.685
13:47:39:931,-0.7585,-0.3830,-0.5874,1.033
13:47:39:941,-1.7604,1.2106,-1.0934,2.400
13:47:39:955,-2.7307,2.2127,-1.5748,3.851
13:47:39:961,-2.6660,1.8472,-2.0405,3.832
13:47:39:972,-2.2869,0.9683,-2.5620,3.568
13:47:39:981,-2.1163,0.2676,-3.1017,3.764
13:47:39:996,-1.6546,-0.2168,-3.0406,3.468
13:47:40:003,-0.8965,-0.3732,-2.7353,2.903
13:47:40:012,0.4616,-0.6648,-2.1637,2.310
13:47:40:021,1.1683,-0.5850,-1.2913,1.837
13:47:40:037,1.6292,-0.1440,0.1654,1.644
13:47:40:041,1.7947,0.1995,0.6959,1.935
13:47:40:055,1.9004,0.3613,1.0490,2.201
13:47:40:061,2.0721,0.2096,-0.0815,2.084
13:47:40:075,2.1591,-0.0680,-2.2090,3.090
13:47:40:081,2.1637,0.0560,-2.7580,3.506
13:47:40:092,2.1553,0.1515,-3.5838,4.185
13:47:40:103,2.0494,0.0573,-3.9018,4.408
13:47:40:117,1.9153,-0.1352,-3.4630,3.960
13:47:40:121,1.7970,-0.3471,-3.0265,3.537
13:47:40:131,1.3569,-0.9434,-2.1601,2.720
13:47:40:141,0.9566,-1.4004,-1.7192,2.415
13:47:40:156,-0.2788,-1.8941,-1.8250,2.645
13:47:40:161,-0.7882,-1.9604,-1.9687,2.888
13:47:40:173,-1.8235,-1.8349,-2.3923,3.523
13:47:40:181,-2.4133,-1.6197,-2.9309,4.128
13:47:40:195,-3.0842,-1.4795,-3.3122,4.761
13:47:40:201,-3.4437,-1.6126,-3.2503,5.002
13:47:40:212,-3.4829,-1.6575,-3.1855,5.003
13:47:40:221,-3.1086,-2.0969,-2.7346,4.641
13:47:40:236,-1.9660,-2.3265,-1.8016,3.539
13:47:40:241,-1.8929,-2.4533,-1.3293,3.372
13:47:40:253,-1.8135,-2.5721,-0.5644,3.197
13:47:40:261,-1.9704,-2.0348,0.4541,2.869
13:47:40:276,-1.8569,-0.6181,1.1429,2.266
13:47:40:281,-1.5381,-0.0120,0.8913,1.778
13:47:40:291,-0.5974,1.2528,0.0049,1.388
13:47:40:301,0.2111,3.5409,-0.7514,3.626
13:47:40:319,1.8896,5.0559,1.5028,5.603
13:47:40:321,3.4085,3.8072,3.9383,6.452
13:47:40:332,5.0314,1.8464,8.9081,10.396
13:47:40:341,4.0305,0.2455,11.3069,12.006
13:47:40:356,0.0748,1.5853,10.1263,10.250
13:47:40:362,-0.7598,2.7630,9.0127,9.457
13:47:40:377,-1.5159,3.8234,5.2516,6.671
13:47:40:381,-3.8746,3.9493,0.4429,5.550
13:47:40:396,-5.7195,3.8770,-5.0039,8.531
13:47:40:401,-5.9853,3.3179,-5.9870,9.093
13:47:40:413,-6.3896,0.9460,-6.7561,9.347
13:47:40:422,-4.8221,-1.6821,-6.7508,8.465
13:47:40:438,-1.7753,-3.0135,-5.9546,6.906
13:47:40:441,-1.1698,-2.9760,-5.4759,6.341
13:47:40:455,-0.3778,-2.5972,-4.5746,5.274
13:47:40:461,0.1793,-2.3022,-3.7653,4.417
13:47:40:476,0.6146,-2.3287,-3.5434,4.284
13:47:40:481,0.7207,-2.3402,-3.5766,4.334
13:47:40:492,0.3746,-1.6437,-3.8078,4.164
13:47:40:502,-0.2363,0.1488,-4.1056,4.115
13:47:40:517,-0.7960,2.3997,-4.8044,5.429
13:47:40:521,-0.6925,2.6469,-4.9274,5.636
13:47:40:532,0.1509,2.5465,-4.8412,5.472
13:47:40:542,1.1171,0.8855,-4.1530,4.391
13:47:40:556,2.0353,-0.5699,-3.1057,3.757
13:47:40:561,2.3206,-0.6001,-2.7168,3.623
13:47:40:573,2.5234,-0.2391,-2.4717,3.540
13:47:40:581,2.3502,-0.0811,-2.2612,3.262
13:47:40:596,1.7780,-0.3970,-1.6056,2.428
13:47:40:603,1.7035,-0.5315,-1.3032,2.210
13:47:40:612,1.6633,-0.4902,-0.7471,1.888
13:47:40:621,1.9048,-0.6467,-0.1125,2.015
13:47:40:637,2.0964,-1.0065,0.5637,2.393
13:47:40:641,2.1909,-1.1760,0.8027,2.613
13:47:40:654,2.3765,-1.2626,0.7985,2.807
13:47:40:661,2.3701,-1.1448,0.5549,2.690
13:47:40:677,2.0239,-0.8072,0.0360,2.179
13:47:40:682,1.7365,-0.6320,-0.0369,1.848
13:47:40:692,1.4146,-0.3918,-0.2321,1.486
13:47:40:701,1.4412,-0.0231,-0.2762,1.468
13:47:40:717,1.4562,0.4468,-0.0852,1.526
13:47:40:721,1.3609,0.5755,0.1447,1.485
13:47:40:734,1.2333,0.6482,0.5247,1.489
13:47:40:741,1.1067,0.5761,0.9887,1.592
13:47:40:757,1.0540,0.6320,1.4917,1.933
13:47:40:761,0.9928,0.6319,1.6325,2.012
13:47:40:775,0.8971,0.5715,1.6980,2.004
13:47:40:783,0.6856,0.5278,1.5825,1.804
13:47:40:796,0.4276,0.5008,1.3325,1.486
13:47:40:801,0.3363,0.4399,1.3344,1.445
13:47:40:811,0.2309,0.3015,1.2881,1.343
13:47:40:821,0.1579,0.2696,1.3181,1.355
13:47:40:836,0.0825,0.2527,1.3716,1.397
13:47:40:841,0.0770,0.2091,1.4829,1.500
13:47:40:855,0.0860,0.1626,1.6173,1.628
13:47:40:861,0.2009,0.1823,1.7893,1.810
13:47:40:877,0.5941,0.3953,1.8925,2.023
13:47:40:881,0.7250,0.5792,1.9192,2.132
13:47:40:891,0.9448,0.8637,1.7219,2.146
13:47:40:903,1.1496,0.8491,1.3930,1.996
13:47:40:917,1.3407,0.5557,1.1679,1.863
13:47:40:921,1.4042,0.6740,1.2498,1.997
13:47:40:935,1.4364,1.4369,1.1010,2.311
13:47:40:941,1.5845,2.0062,0.9249,2.719
13:47:40:956,1.4808,3.6236,1.0059,4.042
13:47:40:962,1.2568,4.6658,1.1462,4.966
13:47:40:972,0.1705,5.3778,1.2108,5.515
13:47:40:983,0.2703,3.4809,1.6899,3.879
13:47:40:996,-0.3029,2.9756,1.9507,3.571
13:47:41:001,-0.6327,3.3773,1.5224,3.758
13:47:41:011,-0.6292,2.3999,0.7770,2.600
13:47:41:022,-0.1140,0.4714,0.2930,0.567
13:47:41:036,-0.0953,-1.2865,0.1794,1.302
13:47:41:041,-0.2058,-0.8692,1.5097,1.754
13:47:41:057,0.2034,-0.4626,2.0467,2.108
13:47:41:062,-0.3690,-2.0264,1.0289,2.302
13:47:41:075,-1.5495,-1.9196,0.0471,2.467
13:47:41:081,-2.0012,-0.7610,-0.3228,2.165
13:47:41:091,-2.6876,0.4922,-0.6264,2.803
13:47:41:101,-2.8724,0.7116,-1.0378,3.136
13:47:41:118,-3.9803,-0.2909,-1.7029,4.339
13:47:41:121,-5.6062,-0.5907,-1.9376,5.961
13:47:41:132,-6.1081,-0.9350,-2.4844,6.660
13:47:41:142,-2.5931,-1.4163,-2.6338,3.958
13:47:41:156,-0.8624,-0.0861,-3.9481,4.042
13:47:41:161,-0.5086,0.3486,-4.2741,4.318
13:47:41:173,0.2236,0.0424,-2.8510,2.860
13:47:41:181,0.5968,-0.0186,-1.2729,1.406
13:47:41:195,0.8227,0.5419,0.1900,1.003
13:47:41:203,1.2011,0.8248,0.4952,1.539
13:47:41:211,1.7516,1.1780,0.5457,2.180
13:47:41:222,2.2225,0.8854,-0.4879,2.442
13:47:41:236,1.9741,0.5761,-2.2639,3.059
13:47:41:241,2.0709,0.4117,-2.8986,3.586
13:47:41:253,1.9680,-0.0711,-3.1050,3.677
13:47:41:262,1.3954,-0.9137,-2.5134,3.016
13:47:41:275,0.4357,-2.0416,-1.7661,2.734
13:47:41:281,0.1279,-2.3462,-1.6935,2.896
13:47:41:293,-0.3078,-2.7835,-1.6951,3.274
13:47:41:301,-0.5323,-2.9772,-1.9887,3.620
13:47:41:319,-1.5240,-3.1952,-1.9235,4.029
13:47:41:321,-1.5713,-3.0958,-1.9876,4.000
13:47:41:331,-1.4517,-2.8579,-2.2033,3.890
13:47:41:341,-1.2028,-2.7172,-2.4275,3.837
13:47:41:356,-1.2923,-2.6849,-2.5299,3.909
13:47:41:361,-1.4450,-2.7742,-2.3881,3.935
13:47:41:371,-1.7168,-2.7240,-2.1422,3.867
13:47:41:381,-1.7818,-2.4465,-1.5686,3.409
13:47:41:396,-2.7785,-1.6946,-0.4952,3.292
13:47:41:401,-2.8825,-1.4386,-0.3946,3.246
13:47:41:412,-2.9497,-0.3902,-0.2632,2.987
13:47:41:421,-2.5199,2.3287,0.9984,3.573
13:47:41:436,1.0713,7.1327,3.8240,8.164
13:47:41:441,3.1276,6.3533,5.2112,8.792
13:47:41:452,4.4400,2.6445,7.3311,8.970
13:47:41:461,3.8827,0.0903,9.1569,9.947
13:47:41:476,0.7815,-1.0598,8.3840,8.487
13:47:41:481,0.0422,-0.1251,7.4508,7.452
13:47:41:493,-1.3601,3.3110,7.9001,8.673
13:47:41:502,-2.3234,5.1909,7.6788,9.556
13:47:41:516,-3.8700,3.0062,-0.1651,4.903
13:47:41:521,-4.8071,2.0940,-3.1008,6.092
13:47:41:532,-6.2483,0.3512,-5.9467,8.633
13:47:41:541,-6.7721,-1.2541,-6.8581,9.719
13:47:41:555,-4.3993,-2.7341,-6.7140,8.480
13:47:41:562,-3.0444,-2.6914,-6.2839,7.483
13:47:41:571,-0.9569,-2.1600,-5.2667,5.772
13:47:41:581,0.0525,-1.3537,-4.7420,4.932
13:47:41:597,-0.1898,-0.4743,-5.0019,5.028
13:47:41:602,-0.4512,-0.1155,-5.2648,5.285
13:47:41:612,-0.8913,0.6061,-5.8930,5.991
13:47:41:621,-1.0395,1.9471,-6.9703,7.311
13:47:41:636,-0.2351,2.8057,-7.6844,8.184
13:47:41:641,0.1123,2.1963,-7.2266,7.554
13:47:41:654,0.9442,0.4901,-5.9658,6.060
13:47:41:662,1.9722,-0.4675,-4.6631,5.085
13:47:41:675,3.5252,0.0952,-3.4513,4.934
13:47:41:682,3.8998,0.4214,-2.9857,4.930
13:47:41:693,4.4448,0.6767,-2.0330,4.934
13:47:41:701,4.8063,0.4831,-1.1109,4.957
13:47:41:717,4.5352,-0.4145,-0.6276,4.597
13:47:41:721,4.2132,-0.6023,-0.5675,4.294
13:47:41:731,3.5977,-0.4636,-0.2006,3.633
13:47:41:741,3.0462,0.0238,0.0138,3.046
13:47:41:755,2.9460,-0.3157,0.4389,2.995
13:47:41:761,3.0325,-0.6879,0.6249,3.172
13:47:41:772,3.1889,-1.2746,0.7261,3.510
13:47:41:783,3.1706,-1.2547,0.6613,3.473
13:47:41:796,2.3819,-1.0018,0.1734,2.590
13:47:41:802,1.9293,-0.9836,0.0044,2.166
13:47:41:811,1.5234,-0.9161,-0.1766,1.786
13:47:41:821,1.3530,-0.8345,-0.2405,1.608
13:47:41:836,1.2492,-0.3852,-0.1416,1.315
13:47:41:842,1.0817,-0.1619,0.0275,1.094
13:47:41:852,0.8457,0.1923,0.2789,0.911
13:47:41:862,0.6459,0.3971,0.6007,0.967
13:47:41:876,0.5154,0.5385,1.0515,1.289
13:47:41:881,0.5717,0.5733,1.2914,1.524
13:47:41:893,0.6605,0.5519,1.5291,1.755
13:47:41:901,0.5480,0.5347,1.7237,1.886
13:47:41:916,0.3498,0.3380,1.7204,1.788
13:47:41:923,0.2771,0.3064,1.7188,1.768
13:47:41:932,0.2410,0.3078,1.5885,1.636
13:47:41:941,0.2433,0.3510,1.4062,1.470
13:47:41:956,0.1516,0.2606,1.2424,1.278
13:47:41:961,0.0792,0.1749,1.2732,1.288
13:47:41:971,0.1038,0.1820,1.1902,1.209
13:47:41:981,0.1488,0.2341,1.1708,1.203
13:47:41:996,0.2508,0.0738,1.1925,1.221
13:47:42:001,0.2831,-0.0692,1.2414,1.275
13:47:42:012,0.4779,-0.2548,1.1415,1.263
13:47:42:021,0.7017,-0.2531,0.9549,1.212
13:47:42:036,0.9656,0.4696,0.6660,1.264
13:47:42:041,0.9768,0.4694,0.6551,1.266
13:47:42:056,1.1002,1.8717,0.5054,2.229
13:47:42:062,1.0881,2.2794,0.5041,2.576
13:47:42:077,0.5385,4.0162,1.0097,4.176
13:47:42:081,0.0777,4.7668,1.1988,4.916
13:47:42:092,0.0560,5.0130,1.5632,5.251
