v01,v02,v03,v1,v3_1,v3_2,v3_3,v4_1,v4_2,v4_3,v4_4,v4_5,v4_6,v5_1,v5_2,v5_3,v6_1,v6_2,v6_3,v7_1,v7_2,v7_3,v7_4,v7_5,v7_6,v7_7,v7_8,v8_1,v8_2,v8_3,v8_4,v9_1,v9_2,v9_3,a8_1,a8_2,a8_3,a9_1,a9_2,a9_3,v10_1,v10_2,v10_3,v11_1,v11_2,v11_3,v12,v13,v14
0,3,46,2,4,4,4,4,4,4,3,4,4,2,1,1,2,4,2,3,4,3,3,3,4,3,3,3,4,3,3,3,4,4,3,3,2,3,2,3,3,4,4,3,4,4,1,25,2
0,3,47,2,2,4,4,5,5,3,4,2,1,5,5,5,4,5,5,4,3,2,3,2,2,2,1,4,3,4,3,3,2,2,4,4,4,4,4,5,2,2,3,4,5,4,2,25,7
0,3,48,2,4,2,3,3,2,1,1,2,1,1,1,1,3,4,2,3,1,4,3,3,3,1,1,4,3,3,2,3,3,2,2,2,4,5,4,5,3,2,4,2,2,3,1,25,5
0,3,49,1,4,2,2,2,3,4,4,4,5,4,4,4,4,4,4,4,2,2,2,2,2,2,2,4,4,4,2,4,3,1,3,3,3,3,3,3,2,1,4,5,5,2,1,25,3
0,3,50,2,3,2,3,3,3,2,2,2,3,1,1,1,2,3,2,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,2,2,2,2,3,2,3,4,4,2,3,2,1,27,6
0,3,51,2,4,4,4,3,3,3,4,4,4,3,5,5,4,4,4,2,2,4,2,3,3,2,2,4,2,3,2,4,4,3,4,4,4,4,4,4,2,4,3,4,4,4,2,22,4
0,3,52,1,3,3,4,4,4,4,3,3,3,4,4,3,4,4,3,3,2,3,3,2,2,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,22,4
0,3,53,2,4,4,3,4,3,3,4,3,4,4,4,4,3,4,4,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4,4,3,4,3,4,4,3,3,3,2,2,2,1,27,4
0,3,54,2,2,3,4,4,4,4,4,4,4,5,5,4,4,3,3,3,3,2,2,3,3,2,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,23,3
0,3,55,2,4,3,2,3,3,4,3,3,3,4,4,4,4,4,4,2,2,3,3,2,2,2,2,3,3,3,3,3,2,2,4,3,3,2,3,3,4,2,2,4,3,4,2,22,1
0,3,56,1,4,4,4,3,4,4,4,4,3,5,5,5,4,4,4,4,2,2,2,2,2,2,2,4,4,4,2,4,4,4,2,1,1,2,1,1,4,2,4,4,4,3,2,22,5
0,3,57,2,4,4,5,4,4,2,3,3,3,4,4,5,5,5,5,2,2,1,1,1,1,1,1,4,3,3,4,5,4,5,4,4,4,5,4,3,2,3,3,3,3,3,2,22,5
0,3,58,2,4,3,3,2,4,2,3,3,2,4,4,4,4,4,4,3,2,2,4,3,2,2,2,3,4,3,2,3,3,3,5,5,5,4,4,4,4,4,3,3,4,3,2,22,2
0,3,59,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,4,4,4,3,1,24,6
0,3,60,2,2,4,4,4,3,3,3,4,2,4,4,2,4,4,3,2,2,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,4,3,2,2,2,4,3,3,1,24,2
0,3,61,2,2,4,3,2,4,5,3,3,2,4,4,2,4,3,3,2,1,3,3,3,3,1,1,3,3,4,2,3,4,3,3,4,3,3,3,3,3,5,4,5,4,3,2,22,7
0,3,62,2,2,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,3,2,3,3,4,3,2,22,7
0,3,63,2,3,4,3,3,3,4,2,2,3,4,4,2,4,4,1,2,2,2,2,1,1,1,1,4,4,4,3,4,4,3,4,2,2,2,2,2,4,5,3,4,3,2,1,24,4
0,3,64,2,4,2,4,3,4,4,4,2,2,3,5,5,4,3,4,2,3,4,4,2,2,2,2,4,2,3,3,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,2,25,3
0,3,65,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,5,5,1,1,1,1,1,1,3,3,2,5,4,5,1,25,2
0,3,66,1,2,1,1,1,1,1,1,1,1,4,4,4,1,4,2,4,2,5,4,4,4,2,2,2,3,3,2,2,3,3,4,5,5,4,4,3,5,4,1,5,5,5,1,26,3
0,3,67,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,2,4,4,4,2,1,25,4
0,3,68,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,2,3,1,1,1,5,4,5,1,24,7
0,3,69,2,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,1,26,3
0,3,70,2,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,3,2,23,4
0,3,71,2,2,2,3,4,3,2,3,3,3,1,1,1,1,1,1,3,1,2,2,2,2,1,1,4,3,4,3,4,4,3,2,2,2,2,2,2,4,4,4,4,4,3,1,21,4
0,3,72,2,1,1,3,3,3,2,3,3,1,2,2,2,2,4,3,4,1,3,1,1,1,1,1,2,1,2,1,2,2,1,4,4,4,4,4,4,4,2,3,4,2,3,1,25,5
0,3,73,2,2,2,3,3,3,2,2,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,4,3,3,2,4,4,3,2,3,2,3,4,4,3,3,3,3,3,3,1,25,3
0,3,74,2,3,4,3,4,4,4,4,4,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,1,25,4
0,3,75,1,3,3,3,4,3,3,3,4,3,2,2,2,4,4,4,2,2,2,2,2,2,1,1,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,2,1,25,4
0,3,76,2,2,3,4,2,4,2,3,3,3,4,4,5,4,3,3,4,3,4,4,3,3,2,2,4,3,3,3,4,4,4,3,2,3,4,2,2,3,4,4,3,3,2,2,24,4
0,3,77,2,3,3,4,3,4,4,3,4,3,5,5,5,5,5,5,2,2,3,2,2,3,1,1,4,4,4,4,4,4,4,4,4,5,5,5,4,3,2,4,4,4,4,2,23,3
0,3,78,2,3,4,4,2,4,4,3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,3,3,2,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,2,23,3
0,3,79,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,3,1,1,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,1,26,3
0,3,80,2,3,4,4,3,4,3,4,4,3,4,4,4,4,4,5,3,2,4,4,3,3,2,2,3,3,3,2,4,3,3,4,4,4,4,3,3,3,2,4,3,3,2,2,24,6
0,3,81,2,3,3,3,3,3,3,3,2,3,4,4,2,4,4,4,2,2,2,2,2,2,1,1,4,4,4,3,3,3,3,4,4,4,4,4,4,2,4,4,4,4,2,1,21,3
0,3,83,2,2,3,1,1,2,3,3,2,1,1,2,3,2,4,3,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,1,23,3
0,3,84,2,2,4,4,3,4,4,4,4,3,5,5,5,4,4,4,2,2,4,4,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,4,2,4,4,4,2,22,7
0,3,85,1,2,2,3,3,3,3,3,3,2,4,4,4,2,3,2,3,1,3,2,2,2,1,1,3,3,3,3,4,4,3,3,3,3,3,3,3,1,2,3,4,4,4,1,26,7
0,3,86,2,4,4,4,3,4,5,4,4,3,4,4,4,4,4,4,2,2,3,2,2,2,1,1,3,3,3,3,4,4,4,3,3,3,3,3,3,4,1,3,3,3,3,2,22,6
0,3,87,2,1,3,4,2,2,2,2,4,2,5,5,2,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,1,24,4
0,3,88,1,2,4,3,4,4,4,4,4,1,3,3,3,1,3,3,2,2,2,3,2,1,2,2,3,3,2,3,3,3,2,4,4,4,4,4,4,3,1,1,4,4,4,1,25,5
0,3,89,2,3,3,4,3,3,3,3,3,3,5,5,4,3,2,3,3,2,3,3,2,2,2,2,3,3,3,3,4,4,4,4,3,3,3,3,3,2,2,3,4,4,3,2,25,3
0,3,90,2,2,3,4,4,4,4,4,4,2,5,5,3,2,2,1,2,2,2,2,1,1,1,1,4,4,4,4,4,4,3,1,1,1,1,1,1,4,2,3,3,4,3,1,26,3
0,3,91,2,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,2,2,3,3,3,3,2,2,4,3,3,4,4,3,4,2,2,2,2,2,2,3,4,3,4,4,4,1,23,5
0,3,92,1,3,2,2,2,2,2,2,2,2,4,4,1,4,4,1,3,1,2,2,1,1,1,1,3,3,3,2,3,3,3,2,2,2,2,2,2,2,1,4,4,4,3,1,24,1
0,3,94,2,2,2,3,3,3,3,3,3,3,1,1,1,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,4,4,2,2,2,2,2,2,2,1,1,1,3,3,3,1,24,5
0,3,95,2,2,2,2,3,3,3,3,4,3,5,4,4,2,2,2,3,1,1,1,1,1,1,1,4,3,3,2,4,5,4,3,1,1,1,1,1,1,1,1,4,4,5,1,23,3
0,3,96,2,4,3,4,3,3,4,3,4,4,3,3,3,4,4,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,4,3,3,1,23,4
0,3,97,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,1,2,4,4,4,1,21,3
0,3,98,2,4,4,4,4,4,4,3,3,3,3,4,4,4,3,3,4,3,4,4,3,3,4,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,2,21,4
0,3,104,1,3,3,4,3,4,3,3,4,3,5,5,5,3,4,4,3,4,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,2,23,4
0,3,105,2,2,2,1,3,4,4,2,1,1,2,3,2,4,3,3,2,3,3,3,3,3,2,2,4,3,3,2,3,3,4,5,5,5,5,5,5,3,2,2,5,5,4,2,24,4
0,3,106,2,4,4,4,4,3,3,3,4,3,2,2,2,3,4,3,2,2,2,2,2,2,2,2,4,4,4,3,4,4,2,4,3,4,4,3,3,2,2,3,3,4,3,1,22,5
0,3,108,2,2,3,3,4,4,3,3,4,3,4,4,4,3,4,3,2,2,3,4,3,3,2,2,3,3,3,3,4,3,3,4,3,4,3,4,3,3,2,3,4,4,3,2,24,5
0,3,109,2,2,3,3,3,3,4,2,3,3,1,1,1,1,1,1,2,1,3,2,3,3,1,1,4,3,4,4,3,2,1,4,3,4,3,4,4,5,4,5,3,4,3,1,25,3
0,3,110,2,3,3,3,3,2,2,2,2,2,2,1,1,1,3,1,3,3,3,3,2,2,2,1,4,4,4,2,4,4,2,3,3,3,3,3,3,3,2,3,4,4,4,1,23,5
0,3,111,1,4,4,4,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,1,24,4
0,3,112,2,3,3,3,3,3,3,3,3,3,2,2,2,4,3,4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,4,3,3,4,3,3,3,2,4,4,3,4,1,25,7
0,3,113,2,3,4,4,3,4,4,2,4,2,4,2,2,3,3,4,2,1,3,2,2,2,1,1,3,3,3,3,4,4,3,3,4,3,3,2,4,2,1,4,4,4,3,2,21,2
0,3,114,2,4,4,4,5,3,4,3,4,4,5,4,5,2,3,2,2,4,4,3,3,3,2,3,3,3,4,1,4,4,5,4,3,3,4,4,4,4,3,4,4,4,3,2,22,3
0,3,115,2,4,4,4,1,1,1,1,1,1,1,1,1,4,4,4,2,1,1,1,1,1,1,1,4,4,4,3,5,5,2,5,5,5,5,5,4,2,1,3,3,4,4,1,24,4
0,3,116,2,2,2,4,4,3,3,3,4,2,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,3,4,4,4,3,4,4,4,4,5,5,2,2,2,3,4,3,2,23,5
0,3,117,1,4,4,4,3,3,3,3,3,3,5,5,4,1,3,2,2,2,3,3,2,2,1,1,3,3,3,3,3,3,3,3,3,2,4,4,3,4,3,2,4,4,3,1,24,4
0,3,118,2,2,2,3,4,3,3,3,4,4,1,1,1,3,3,4,3,3,4,3,3,3,1,1,4,2,4,2,3,2,2,5,5,5,5,5,4,3,1,2,4,4,4,2,21,2
0,3,119,2,3,4,3,4,3,4,3,4,4,2,3,1,2,2,2,2,1,2,2,2,2,1,1,3,4,4,3,3,3,3,4,4,4,4,4,4,3,2,2,4,4,4,1,23,3
0,3,120,2,3,3,4,2,4,4,2,3,2,5,3,4,3,4,3,2,1,5,4,3,3,1,4,3,2,2,5,3,3,3,4,4,5,5,5,4,4,3,4,4,4,4,2,21,3
0,3,121,2,3,3,5,3,4,4,4,3,3,4,4,5,4,4,5,2,2,2,2,2,2,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,2,21,3
0,3,122,1,4,2,3,4,3,2,3,4,2,4,4,4,2,3,3,2,2,2,2,2,3,1,2,3,3,3,2,3,3,2,4,4,3,3,2,3,4,4,3,4,3,3,2,21,4
0,3,123,2,2,3,4,3,3,4,3,4,3,2,4,4,4,4,4,3,3,2,4,3,3,2,2,3,3,3,2,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,2,21,6
0,3,125,2,3,2,2,3,4,5,5,5,2,5,5,5,5,5,5,3,1,4,4,4,4,1,1,2,2,3,1,3,3,3,2,2,2,2,2,4,4,4,3,4,3,4,2,24,7
0,3,126,2,4,4,4,3,4,2,3,3,2,5,5,5,5,5,5,2,1,5,4,4,4,1,1,3,3,2,4,4,4,4,4,3,4,3,1,3,4,4,4,4,3,3,2,22,4
0,3,127,2,4,4,3,4,4,4,3,4,3,5,5,5,5,4,4,3,2,4,3,2,2,2,2,3,3,4,3,4,4,4,4,3,3,2,3,3,4,2,3,4,4,4,2,21,3
0,3,128,2,3,3,3,3,4,3,3,2,2,3,5,5,5,5,5,3,1,2,2,2,2,1,1,3,3,3,3,3,3,4,4,3,4,3,3,3,4,4,4,4,4,2,2,22,4
0,3,129,2,2,4,3,3,5,3,3,4,2,5,3,4,4,4,4,3,4,3,2,3,4,2,2,4,3,4,2,4,4,4,2,3,3,4,4,4,4,4,3,3,3,4,2,22,3
0,3,130,1,2,2,3,2,4,3,2,4,3,4,4,4,4,3,3,4,3,4,3,2,2,2,2,3,3,4,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,2,20,4
0,3,131,2,2,2,4,3,2,3,2,3,3,3,4,4,3,3,3,4,4,2,2,2,2,2,2,3,3,3,2,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,2,22,4
0,3,132,2,3,2,2,2,2,2,2,3,2,2,2,2,1,1,1,3,1,2,2,2,2,1,1,3,3,3,3,4,4,4,3,3,3,2,3,3,2,1,3,3,3,3,1,24,5
0,3,133,2,4,3,4,4,2,2,4,4,2,4,2,4,4,4,4,2,2,4,2,2,3,1,2,4,4,3,2,4,4,4,4,4,3,3,2,4,2,4,3,4,4,3,2,22,3
0,3,134,2,2,3,3,3,2,2,2,4,2,4,4,4,4,4,4,3,1,3,3,2,2,1,1,3,3,3,2,4,4,3,3,2,2,4,4,4,3,2,1,5,5,5,1,26,6
0,3,135,1,2,3,3,4,4,4,4,4,4,4,4,5,3,5,4,2,2,4,4,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,1,29,4
0,3,136,2,3,3,3,2,4,4,3,3,2,4,4,4,4,4,4,3,3,4,4,3,2,2,2,3,3,3,3,4,4,3,5,5,5,5,5,5,2,2,4,3,3,3,2,24,6
0,3,137,2,3,3,3,3,3,3,3,3,3,2,2,3,1,1,1,3,2,2,2,1,1,1,1,3,3,3,3,4,3,2,2,2,2,2,2,1,2,2,2,3,3,5,1,26,4
0,3,138,1,3,3,4,3,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,4,4,4,2,2,2,2,2,2,3,2,4,3,3,3,1,21,3
0,3,139,2,3,4,4,2,4,4,4,4,3,4,4,4,1,1,3,2,2,3,2,2,3,1,1,4,4,4,3,4,4,4,4,3,4,4,4,4,2,2,4,4,4,3,1,26,5
0,3,140,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,4,4,5,5,1,1,2,2,2,3,2,2,2,2,3,3,3,3,3,5,5,4,4,2,4,1,27,2
0,3,141,1,2,1,3,2,2,3,1,3,4,2,2,1,3,2,2,2,1,1,1,1,1,1,1,4,4,5,2,3,4,3,3,2,1,3,2,3,3,5,3,4,2,4,1,26,4
0,3,142,2,1,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,1,3,1,1,1,1,1,3,2,3,1,4,4,3,3,1,1,1,5,1,3,1,3,5,4,5,2,23,2
0,3,143,2,4,3,4,4,4,3,4,5,3,4,2,5,3,4,4,2,2,3,3,2,2,1,1,3,4,3,3,4,4,4,5,4,5,4,4,4,4,2,3,4,3,3,2,23,4
0,3,144,2,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,3,2,1,1,1,1,4,4,4,2,4,5,4,4,3,4,4,4,4,1,1,1,4,4,4,2,21,7
0,3,145,2,3,2,2,4,4,4,4,4,4,4,4,4,5,5,3,3,2,4,4,4,4,1,1,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,2,21,6
2,0,1,1,2,3,3,2,4,4,2,3,2,3,3,3,2,2,2,4,2,4,4,4,4,3,3,2,2,2,1,2,2,1,4,4,4,4,4,4,2,4,4,2,3,2,1,26,7
2,0,2,1,3,4,4,2,3,2,2,5,2,5,5,5,4,4,4,3,2,5,5,3,3,1,4,2,2,3,1,4,3,2,4,4,3,4,4,3,4,2,3,5,4,4,2,23,4
2,0,3,2,3,3,3,2,2,3,3,4,3,4,4,4,4,4,4,3,2,4,4,4,3,2,2,2,2,3,2,3,3,2,4,4,4,4,4,4,4,2,4,4,4,3,2,23,3
2,0,4,2,2,2,2,2,3,3,3,3,1,3,3,3,4,4,1,5,1,5,5,5,5,1,3,1,1,1,1,1,1,1,5,5,5,5,5,3,5,5,4,4,4,4,2,22,2
2,0,5,2,3,3,2,3,3,3,3,4,3,4,4,4,3,3,3,4,2,5,4,4,3,2,2,2,2,2,4,4,3,3,4,4,5,4,3,4,1,1,4,4,4,4,2,23,7
2,0,7,1,2,1,3,2,3,2,2,2,1,1,1,1,2,2,2,4,2,5,4,4,3,2,2,2,2,2,1,2,2,1,4,4,4,4,4,4,4,3,3,4,3,3,1,28,4
2,0,9,2,3,3,3,3,3,3,4,4,2,1,1,1,1,1,1,3,2,2,2,2,2,2,1,3,3,3,4,3,3,1,2,2,2,1,1,1,4,4,4,3,4,3,1,21,1
2,0,10,2,2,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,2,4,4,4,4,2,2,2,3,3,2,3,3,3,2,3,3,4,4,3,4,4,4,4,4,3,2,22,3
2,0,11,2,3,4,3,4,3,3,4,4,3,3,4,3,3,4,3,3,4,3,3,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3,3,4,3,4,4,3,2,31,5
2,0,12,1,3,4,4,4,4,3,3,4,3,1,1,1,1,1,1,1,1,2,2,2,2,2,1,4,3,3,2,4,4,5,1,1,1,2,2,2,1,1,1,5,5,5,1,25,7
2,0,13,2,3,2,2,2,2,2,3,3,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,3,3,3,2,2,2,2,2,4,3,3,2,1,24,1
2,0,14,2,3,3,3,4,4,3,4,2,2,2,2,2,4,4,2,2,1,2,2,2,2,1,1,3,4,4,2,3,3,3,2,2,2,3,3,3,3,2,3,4,3,4,1,25,4
2,0,15,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,4,4,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,2,23,3
2,0,16,2,2,2,3,3,3,3,3,3,2,4,4,4,4,4,4,3,2,4,4,4,4,2,2,3,3,2,2,3,3,3,4,3,3,3,4,3,3,3,3,3,3,2,2,23,3
2,0,17,2,2,4,2,4,4,4,4,4,4,5,5,5,5,5,5,2,2,4,4,4,4,2,2,4,4,4,2,4,4,4,2,2,2,2,2,2,2,4,2,4,4,4,2,24,4
2,0,18,2,3,3,3,3,4,2,3,4,3,5,5,5,5,5,5,3,2,3,3,3,3,2,2,3,3,3,3,4,3,3,3,2,4,4,3,4,4,4,3,4,3,4,2,22,4
2,0,20,2,2,2,2,2,3,4,1,3,2,5,5,5,5,5,5,4,2,4,4,3,3,2,2,2,2,2,1,3,3,3,3,3,4,4,4,3,2,3,3,2,2,2,2,23,2
2,0,21,2,2,3,2,3,3,2,2,2,2,4,4,4,4,4,3,3,3,4,4,4,5,3,3,2,3,2,3,2,2,3,3,4,4,3,3,3,4,3,3,3,3,4,1,24,4
2,0,22,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,3,3,2,2,2,3,3,3,3,4,4,4,3,3,3,4,3,4,4,4,4,2,21,7
2,0,23,2,2,2,3,1,3,1,2,3,1,4,4,2,4,4,2,4,3,5,3,4,4,3,3,2,2,2,1,4,4,2,4,5,5,4,5,4,4,5,5,2,2,2,2,22,2
2,0,24,2,2,3,4,2,4,2,2,3,2,4,4,4,4,4,4,3,4,4,4,4,4,2,2,3,3,3,1,2,2,2,3,4,4,2,2,2,3,3,3,3,4,3,2,22,3
2,0,25,1,4,4,4,5,4,4,4,3,4,5,5,4,5,4,5,2,2,2,2,2,2,2,2,3,3,3,3,5,5,5,1,1,1,1,1,1,2,2,4,4,4,4,1,22,5
2,0,26,2,3,3,2,3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,2,4,3,3,3,3,3,3,3,3,3,4,3,3,2,4,3,4,5,5,4,2,23,5
2,0,27,1,4,4,4,4,3,3,3,4,3,2,2,1,2,2,1,2,1,2,2,2,2,1,2,4,4,4,4,4,4,3,2,2,2,2,2,1,3,2,4,4,4,3,1,25,2
2,0,28,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,20,1
2,0,29,2,3,3,3,3,4,3,3,4,3,4,4,4,4,2,2,3,1,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,2,3,4,4,3,2,23,3
2,0,30,1,3,3,3,2,2,2,2,2,2,4,4,2,1,2,1,3,2,4,4,3,4,2,2,2,2,2,2,3,3,2,4,4,3,4,3,3,2,2,4,4,4,3,1,24,4
2,0,31,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,1,4,4,4,4,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,2,4,4,4,3,1,24,4
2,0,32,2,4,3,3,4,4,4,4,4,4,3,3,3,3,4,2,2,2,2,3,3,3,2,4,4,4,4,4,3,3,2,2,2,2,2,2,2,4,4,3,4,4,4,1,24,4
2,0,34,2,5,5,5,3,5,5,5,5,5,2,3,4,4,4,4,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,2,2,1,1,1,5,1,4,5,5,5,2,22,4
2,0,35,2,2,2,4,4,4,4,2,4,2,5,5,5,2,4,4,4,2,4,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,2,2,2,4,4,4,4,3,3,2,22,3
2,0,36,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,1,1,3,3,3,4,3,3,3,2,2,2,2,2,2,4,2,4,3,4,3,1,27,7
2,0,37,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,3,2,2,2,2,2,1,3,4,3,3,3,4,4,4,2,2,2,2,2,2,3,4,2,4,4,3,1,26,5
2,0,38,2,4,3,4,3,4,4,3,4,3,5,5,5,5,5,5,2,2,3,3,3,3,2,2,3,3,3,2,3,3,2,4,3,3,3,3,3,4,4,3,4,4,3,2,22,4
2,0,39,1,3,2,3,3,3,2,2,3,2,4,4,5,3,3,3,3,2,4,5,3,3,2,2,3,2,2,3,3,3,3,3,3,4,3,3,4,4,5,4,4,3,3,2,22,2
2,0,40,1,2,2,2,2,3,4,3,2,2,4,4,4,4,4,4,4,2,4,4,4,4,2,2,2,2,2,2,3,3,3,4,3,4,4,4,4,4,2,3,4,4,4,1,24,2
2,0,41,2,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,1,4,4,3,4,1,1,3,2,2,3,3,3,3,3,4,3,3,3,4,3,4,3,4,4,3,1,27,3
2,0,42,2,1,1,1,2,2,2,2,1,1,4,4,4,4,4,4,1,1,2,2,2,5,1,1,2,1,1,1,1,1,1,5,4,4,4,4,5,3,3,2,4,4,4,2,23,4
2,0,43,2,3,4,4,4,4,3,3,2,4,2,2,2,4,4,4,2,1,2,2,2,2,1,1,4,4,4,3,4,4,2,1,1,3,4,5,4,1,1,3,4,5,4,1,22,3
2,0,44,2,3,2,3,2,3,2,2,3,3,5,5,5,3,4,3,3,2,3,3,3,3,2,2,3,3,3,4,3,3,3,3,2,2,3,3,3,4,2,3,3,4,3,2,23,4
2,0,45,2,3,4,4,4,3,2,3,4,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,4,4,4,2,4,4,3,2,2,1,2,2,2,4,4,4,4,2,3,1,24,6
2,0,46,2,1,1,1,4,4,3,4,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,3,3,1,5,5,5,2,1,3,1,1,1,3,1,3,4,4,3,1,25,5
2,0,47,2,1,1,1,3,3,3,3,3,3,4,4,4,1,1,1,5,1,5,5,5,5,1,1,2,2,2,2,2,2,2,4,4,5,5,5,5,5,3,4,4,3,3,2,22,3
2,0,48,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,4,4,5,1,24,3
2,0,49,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,3,3,3,2,4,3,3,2,2,2,2,2,2,2,2,3,3,3,3,1,26,4
2,0,50,1,2,2,3,3,3,2,4,3,3,5,5,4,5,4,4,4,4,4,4,5,5,3,4,3,2,2,2,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,2,24,3
2,0,51,2,2,2,2,4,3,2,2,2,2,4,5,4,4,5,4,4,4,5,4,4,3,4,4,2,1,1,2,2,1,1,4,5,5,5,5,5,4,3,4,3,3,4,2,23,6
2,0,52,1,3,3,3,3,3,3,3,3,3,4,4,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,4,4,2,3,4,3,3,1,27,3
2,0,53,2,3,2,3,3,3,3,3,4,3,4,4,4,4,4,3,3,2,4,4,4,4,2,2,3,3,4,4,3,3,2,4,3,3,3,2,2,2,2,4,4,4,4,1,26,3
