time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
71.389600,0.0110,0.0063,-0.0078,0.015
71.394562,0.0085,-0.0132,0.0161,0.022
71.404089,0.0127,-0.0127,0.0228,0.029
71.419102,0.0055,-0.0030,0.0156,0.017
71.423988,0.0103,-0.0174,0.0060,0.021
71.435884,0.0050,0.0047,0.0008,0.007
71.443633,0.0284,-0.0021,-0.0045,0.029
71.458040,-0.0007,0.0387,-0.0071,0.039
71.466885,-0.0129,0.0168,-0.0072,0.022
71.473832,-0.0059,-0.0006,-0.0312,0.032
71.484550,-0.0060,-0.0079,-0.0337,0.035
71.499988,0.0302,-0.0153,0.0120,0.036
71.504450,0.0204,0.0017,0.0142,0.025
71.513946,0.0368,-0.0100,0.0547,0.067
71.527683,0.0046,0.0120,0.0466,0.048
71.538971,-0.0059,0.0097,0.0148,0.019
71.543892,-0.0157,0.0068,-0.0069,0.018
71.554509,-0.0200,-0.0058,-0.0424,0.047
71.564075,-0.0289,0.0081,-0.0561,0.064
71.578852,-0.0091,0.0028,-0.0484,0.049
71.587133,-0.0366,-0.0168,-0.0450,0.060
71.596190,-0.0112,-0.0168,-0.0320,0.038
71.604381,0.0165,0.0099,-0.0238,0.031
71.619832,0.0127,0.0196,0.0032,0.024
71.624205,0.0319,0.0124,0.0200,0.040
71.634043,0.0364,0.0003,0.0294,0.047
71.644466,0.0285,0.0073,0.0385,0.048
71.658699,0.0226,-0.0002,0.0329,0.040
71.663374,0.0047,-0.0055,0.0106,0.013
71.674312,0.0039,-0.0105,-0.0115,0.016
71.684986,-0.0156,-0.0059,-0.0262,0.031
71.698726,-0.0106,0.0081,-0.0355,0.038
71.708245,0.0041,-0.0016,-0.0281,0.028
71.714096,-0.0150,-0.0086,-0.0209,0.027
71.723633,-0.0169,-0.0060,0.0034,0.018
71.738413,-0.0049,-0.0178,-0.0349,0.039
71.743762,0.0005,-0.0197,-0.0201,0.028
71.753769,0.0151,-0.0001,-0.0080,0.017
71.763490,0.0105,0.0077,0.0231,0.027
71.778252,0.0125,0.0033,0.0324,0.035
71.791982,0.0170,0.0131,0.0345,0.041
71.793921,0.0045,0.0083,0.0054,0.011
71.803651,-0.0126,0.0008,0.0172,0.021
71.819766,-0.0125,0.0291,-0.0282,0.042
71.823659,-0.0170,0.0044,-0.0374,0.041
71.836071,-0.0068,-0.0106,-0.0321,0.034
71.844291,-0.0229,-0.0061,-0.0244,0.034
71.858878,-0.0079,-0.0109,-0.0048,0.014
71.864074,-0.0097,-0.0106,-0.0020,0.014
71.874525,0.0169,-0.0054,-0.0090,0.020
71.887803,0.0147,0.0021,-0.0018,0.015
71.899198,0.0049,0.0070,0.0005,0.009
71.904916,-0.0001,0.0095,0.0122,0.015
71.916016,-0.0003,0.0167,0.0025,0.017
71.924228,0.0308,-0.0032,-0.0069,0.032
71.938632,-0.0074,0.0135,0.0027,0.016
71.945811,0.0213,0.0106,-0.0116,0.026
71.954895,0.0019,0.0028,-0.0141,0.015
71.965765,0.0044,-0.0021,-0.0140,0.015
71.980969,0.0044,-0.0045,-0.0116,0.013
71.987177,0.0069,-0.0171,-0.0043,0.019
71.995040,-0.0123,0.0116,-0.0067,0.018
72.004737,-0.0002,-0.0053,-0.0090,0.010
72.021219,0.0357,0.0116,-0.0043,0.038
72.024178,0.0089,0.0065,-0.0117,0.016
72.036866,0.0063,-0.0125,-0.0166,0.022
72.044284,0.0109,0.0087,0.0048,0.015
72.058678,0.0132,-0.0104,0.0095,0.019
72.065985,0.0030,-0.0008,0.0066,0.007
72.074410,0.0144,-0.0057,-0.0034,0.016
72.085367,-0.0052,-0.0009,-0.0013,0.005
72.100223,0.0020,-0.0107,-0.0084,0.014
72.104076,-0.0004,-0.0060,-0.0156,0.017
72.114854,0.0044,0.0010,-0.0132,0.014
72.124806,0.0187,0.0105,-0.0012,0.021
72.138111,0.0066,-0.0062,-0.0133,0.016
72.143931,0.0161,-0.0253,0.0034,0.030
72.154312,0.0088,-0.0158,-0.0015,0.018
72.163718,0.0015,-0.0156,-0.0016,0.016
72.178056,-0.0083,-0.0104,-0.0066,0.015
72.185628,0.0133,0.0047,0.0005,0.014
72.194082,0.0085,-0.0001,-0.0091,0.012
72.207285,-0.0086,-0.0092,-0.0070,0.014
72.218855,-0.0038,0.0003,-0.0046,0.006
72.223508,0.0130,-0.0039,-0.0094,0.017
72.234212,0.0106,-0.0086,0.0001,0.014
72.245234,0.0199,-0.0272,-0.0193,0.039
72.258392,0.0170,-0.0079,0.0162,0.025
72.263312,-0.0007,-0.0096,-0.0037,0.010
72.274786,-0.0134,0.0059,0.0147,0.021
72.286723,0.0076,0.0038,-0.0097,0.013
72.298259,0.0168,-0.0106,-0.0243,0.031
72.306602,0.0045,0.0015,-0.0294,0.030
72.314099,0.0063,0.0401,-0.0059,0.041
72.324510,-0.0468,0.0161,-0.0278,0.057
72.338445,0.0017,-0.0083,-0.0320,0.033
72.343895,0.0047,-0.0014,-0.0267,0.027
72.353679,0.0315,0.0127,0.0048,0.034
72.367090,0.0412,0.0006,0.0360,0.055
72.378373,0.0096,0.0151,0.0524,0.055
72.386630,0.0111,0.0243,0.0398,0.048
72.394510,0.0176,0.0116,0.0178,0.028
72.407222,-0.0189,0.0106,-0.0112,0.024
72.419178,-0.0260,-0.0192,-0.0421,0.053
72.423868,-0.0204,-0.0146,-0.0414,0.048
72.435967,-0.0267,-0.0364,-0.0456,0.064
72.444031,-0.0327,-0.0407,-0.0448,0.069
72.458479,0.0071,-0.0133,-0.0198,0.025
72.463560,-0.0134,-0.0219,0.0024,0.026
72.473822,0.0042,-0.0110,0.0028,0.012
72.484766,0.0406,0.0116,0.0174,0.046
72.498307,0.0403,0.0119,0.0171,0.045
72.503736,0.0153,-0.0021,0.0450,0.048
72.516713,0.0145,0.0054,0.0180,0.024
72.525926,0.0113,-0.0113,0.0102,0.019
72.538973,0.0104,-0.0112,0.0096,0.018
72.544001,-0.0113,-0.0016,-0.0169,0.020
72.554781,-0.0038,0.0079,-0.0382,0.039
72.563671,0.0060,0.0077,0.0003,0.010
72.578759,-0.0058,-0.0117,-0.0019,0.013
72.586028,-0.0202,-0.0114,0.0052,0.024
72.593754,-0.0201,-0.0086,-0.0067,0.023
72.608009,-0.0030,-0.0155,-0.0210,0.026
72.618364,0.0093,-0.0006,-0.0136,0.016
72.623925,0.0237,-0.0002,-0.0184,0.030
72.636174,0.0328,0.0170,0.0339,0.050
72.643832,0.0248,0.0221,0.0404,0.052
72.658288,0.0097,0.0150,0.0350,0.039
72.663484,0.0041,-0.0000,0.0249,0.025
72.673903,-0.0132,0.0019,-0.0137,0.019
72.684842,0.0036,-0.0057,-0.0207,0.022
72.701499,-0.0107,-0.0084,-0.0350,0.038
72.704279,-0.0320,-0.0205,-0.0348,0.052
72.713991,-0.0121,-0.0034,-0.0224,0.026
72.725676,-0.0067,-0.0078,-0.0052,0.011
72.738400,0.0176,-0.0002,-0.0074,0.019
72.743752,0.0125,0.0026,0.0019,0.013
72.754256,0.0198,0.0004,-0.0028,0.020
72.764309,0.0171,0.0127,0.0160,0.027
72.779009,0.0073,0.0057,0.0039,0.010
72.785010,0.0283,0.0127,0.0131,0.034
72.794647,0.0207,-0.0186,0.0272,0.039
72.805536,0.0030,0.0197,-0.0070,0.021
72.823655,-0.0072,0.0098,-0.0051,0.013
72.824555,-0.0075,-0.0051,-0.0124,0.015
72.835987,-0.0050,-0.0028,-0.0076,0.009
72.845318,-0.0097,-0.0124,-0.0146,0.021
72.859124,-0.0093,0.0069,-0.0120,0.017
72.864225,0.0051,0.0022,-0.0120,0.013
72.874632,0.0006,-0.0074,-0.0261,0.027
72.886198,0.0101,0.0143,-0.0166,0.024
72.899181,0.0031,-0.0026,-0.0021,0.005
72.904980,0.0248,-0.0122,0.0029,0.028
72.914752,-0.0017,-0.0121,0.0123,0.017
72.924661,0.0222,-0.0144,0.0026,0.027
72.939422,0.0074,-0.0162,0.0023,0.018
72.944439,0.0095,0.0082,-0.0076,0.015
72.954772,-0.0003,0.0132,-0.0078,0.015
72.964993,0.0092,-0.0059,-0.0102,0.015
72.978948,0.0044,0.0157,-0.0103,0.019
72.985415,0.0427,0.0157,-0.0007,0.045
72.994903,0.0061,0.0199,-0.0059,0.022
73.004411,-0.0063,-0.0095,-0.0110,0.016
73.025916,0.0176,-0.0118,-0.0158,0.026
73.027285,-0.0015,-0.0214,-0.0086,0.023
73.036281,0.0081,-0.0142,-0.0085,0.018
73.043809,0.0153,0.0003,0.0058,0.016
73.058628,0.0056,-0.0235,0.0009,0.024
73.063745,0.0053,-0.0012,-0.0018,0.006
73.073638,-0.0046,-0.0077,-0.0141,0.017
73.085663,0.0073,0.0192,-0.0142,0.025
73.098247,0.0097,-0.0167,-0.0142,0.024
73.104363,-0.0023,0.0049,-0.0095,0.011
73.115868,-0.0120,-0.0046,0.0048,0.014
73.124985,-0.0001,0.0050,0.0095,0.011
73.138417,-0.0193,-0.0140,-0.0001,0.024
73.145715,-0.0027,-0.0164,-0.0218,0.027
73.154470,0.0215,-0.0184,0.0047,0.029
73.164222,0.0240,-0.0011,0.0071,0.025
73.181008,-0.0264,-0.0034,-0.0002,0.027
73.185746,0.0000,0.0069,0.0022,0.007
73.194418,-0.0024,-0.0003,-0.0218,0.022
73.205610,0.0195,0.0095,-0.0191,0.029
73.219399,0.0338,0.0095,0.0191,0.040
73.224583,0.0428,-0.0168,0.0426,0.063
73.236896,0.0299,0.0075,0.0491,0.058
73.244426,0.0000,-0.0092,0.0434,0.044
73.259118,-0.0033,-0.0067,-0.0148,0.017
73.263852,-0.0324,-0.0044,-0.0246,0.041
73.274535,-0.0271,-0.0094,-0.0529,0.060
73.286958,-0.0258,-0.0091,-0.0520,0.059
73.298769,-0.0102,-0.0041,-0.0583,0.059
73.304848,-0.0351,-0.0110,-0.0357,0.051
73.314818,-0.0241,-0.0153,-0.0204,0.035
73.324488,0.0061,0.0069,-0.0122,0.015
73.338840,0.0190,0.0218,0.0172,0.034
73.344165,0.0216,0.0268,0.0221,0.041
73.355303,0.0381,0.0098,0.0291,0.049
73.364224,0.0352,-0.0071,0.0167,0.040
73.379686,0.0271,0.0091,0.0138,0.032
73.385653,-0.0000,0.0014,0.0157,0.016
73.394300,-0.0150,0.0008,-0.0422,0.045
73.405075,-0.0099,-0.0044,-0.0371,0.039
73.426548,-0.0048,-0.0047,-0.0273,0.028
73.428013,-0.0020,-0.0024,-0.0221,0.022
73.433892,0.0082,0.0023,-0.0097,0.013
73.444768,-0.0155,-0.0024,-0.0119,0.020
73.458155,-0.0031,-0.0070,-0.0284,0.029
73.463881,-0.0098,-0.0070,-0.0376,0.040
73.474345,0.0123,-0.0214,-0.0300,0.039
73.484036,0.0366,0.0078,-0.0035,0.038
73.498097,0.0463,0.0202,0.0516,0.072
73.507861,0.0383,0.0301,0.0557,0.074
73.514409,0.0201,-0.0016,0.0499,0.054
73.524545,0.0019,0.0122,0.0107,0.016
73.540115,-0.0014,0.0018,-0.0330,0.033
73.543923,-0.0209,-0.0038,-0.0379,0.043
73.553790,-0.0252,-0.0113,-0.0447,0.053
73.564108,-0.0125,-0.0115,-0.0370,0.041
73.578031,0.0000,-0.0089,-0.0318,0.033
73.584086,-0.0066,-0.0085,-0.0003,0.011
73.594223,-0.0060,0.0062,0.0097,0.013
73.608474,0.0133,0.0112,0.0193,0.026
73.619990,0.0134,0.0112,0.0194,0.026
73.623639,0.0132,0.0233,0.0072,0.028
73.634248,0.0177,0.0062,0.0071,0.020
73.643818,0.0195,0.0081,-0.0004,0.021
73.658842,0.0145,0.0077,0.0018,0.017
73.663424,-0.0003,0.0023,-0.0056,0.006
73.674123,-0.0100,-0.0005,-0.0104,0.014
73.684952,-0.0100,-0.0010,-0.0103,0.014
73.699616,-0.0051,-0.0012,-0.0294,0.030
73.710922,0.0021,-0.0061,-0.0197,0.021
73.714363,0.0021,-0.0061,-0.0198,0.021
73.723654,0.0002,0.0033,-0.0002,0.003
73.738667,0.0215,0.0057,0.0020,0.022
73.743604,0.0072,-0.0017,0.0045,0.009
73.754010,0.0214,-0.0064,0.0020,0.022
73.763804,0.0237,-0.0110,0.0090,0.028
73.778775,0.0040,0.0011,0.0110,0.012
73.783973,0.0203,-0.0131,-0.0037,0.024
73.794007,-0.0017,-0.0177,-0.0017,0.018
73.807861,-0.0111,-0.0033,-0.0136,0.018
73.819136,-0.0039,-0.0083,-0.0231,0.025
73.823731,-0.0037,-0.0175,-0.0254,0.031
73.836640,0.0037,-0.0002,-0.0109,0.012
73.844099,0.0015,0.0074,-0.0132,0.015
73.858755,0.0041,0.0029,-0.0035,0.006
73.863922,0.0284,0.0199,0.0038,0.035
73.873898,0.0067,0.0224,0.0133,0.027
73.886209,0.0040,-0.0020,0.0203,0.021
73.899390,0.0036,-0.0142,-0.0014,0.015
73.904281,-0.0065,-0.0120,0.0030,0.014
73.914288,0.0052,0.0024,-0.0116,0.013
73.925608,-0.0023,-0.0022,-0.0167,0.017
73.938804,-0.0024,-0.0071,-0.0215,0.023
73.945562,0.0072,0.0026,-0.0167,0.018
73.954348,-0.0116,0.0171,-0.0260,0.033
73.963644,0.0125,0.0073,-0.0163,0.022
73.978304,0.0056,-0.0001,-0.0017,0.006
73.985989,0.0126,-0.0191,-0.0066,0.024
73.993901,0.0197,0.0074,-0.0068,0.022
74.008890,0.0100,-0.0068,0.0027,0.012
74.021266,-0.0093,-0.0188,0.0002,0.021
74.023426,0.0123,-0.0140,-0.0165,0.025
74.034247,-0.0092,-0.0060,-0.0118,0.016
74.044395,0.0219,-0.0013,0.0026,0.022
74.058624,-0.0093,0.0087,0.0001,0.013
74.063676,-0.0094,-0.0056,-0.0192,0.022
74.074213,0.0098,0.0112,-0.0311,0.035
74.084058,0.0148,-0.0080,-0.0285,0.033
74.098209,0.0291,-0.0007,0.0264,0.039
74.108674,0.0241,-0.0149,0.0406,0.049
74.113676,0.0233,0.0073,0.0615,0.066
74.124804,-0.0112,-0.0044,0.0416,0.043
74.138947,0.0026,0.0100,-0.0187,0.021
74.143948,-0.0309,-0.0024,-0.0306,0.044
74.155433,-0.0258,-0.0098,-0.0567,0.063
74.163794,-0.0223,-0.0004,-0.0606,0.065
74.178318,-0.0281,-0.0244,-0.0381,0.053
74.183561,-0.0125,-0.0047,-0.0396,0.042
74.197252,-0.0183,-0.0185,-0.0195,0.033
74.209224,0.0116,-0.0035,0.0052,0.013
74.219975,0.0265,-0.0029,0.0104,0.029
74.223937,0.0219,-0.0022,0.0223,0.031
74.234692,0.0191,0.0123,0.0316,0.039
74.244549,0.0521,0.0126,0.0240,0.059
74.258807,0.0080,0.0053,0.0185,0.021
74.264206,0.0142,-0.0117,-0.0037,0.019
74.274106,0.0065,0.0096,-0.0305,0.033
74.284286,-0.0226,-0.0027,-0.0379,0.044
74.299376,-0.0151,0.0065,-0.0304,0.035
74.306675,0.0095,0.0158,-0.0251,0.031
74.314381,-0.0047,0.0012,-0.0297,0.030
74.324448,-0.0212,0.0011,-0.0247,0.033
74.339313,-0.0108,-0.0112,-0.0289,0.033
74.344328,-0.0053,-0.0065,0.0028,0.009
74.355435,0.0193,0.0031,0.0033,0.020
74.364618,0.0405,0.0152,0.0221,0.049
74.378913,0.0254,0.0342,0.0504,0.066
74.384612,0.0244,0.0050,0.0521,0.058
74.394682,0.0185,-0.0004,0.0250,0.031
74.407189,0.0008,0.0181,-0.0187,0.026
74.420732,-0.0069,-0.0021,-0.0428,0.043
74.424386,-0.0183,-0.0095,-0.0352,0.041
74.435613,-0.0252,-0.0098,-0.0446,0.052
74.444295,-0.0151,-0.0193,-0.0346,0.042
74.458819,-0.0142,-0.0094,-0.0077,0.019
74.464259,-0.0110,0.0030,-0.0023,0.012
74.475102,0.0088,0.0130,-0.0019,0.016
74.484440,0.0161,0.0154,-0.0018,0.022
74.499391,0.0258,0.0127,0.0031,0.029
74.507183,0.0112,0.0033,0.0005,0.012
74.514905,0.0205,-0.0114,0.0099,0.025
74.524448,0.0178,0.0052,0.0145,0.024
74.538679,0.0006,-0.0143,-0.0026,0.015
74.544460,-0.0044,-0.0096,-0.0099,0.014
74.555240,-0.0065,-0.0193,-0.0120,0.024
74.564379,-0.0160,0.0025,-0.0216,0.027
74.578375,-0.0108,-0.0117,-0.0141,0.021
74.584795,-0.0079,-0.0090,-0.0210,0.024
74.594857,0.0094,0.0034,-0.0158,0.019
74.608816,-0.0046,-0.0035,-0.0012,0.006
74.620908,0.0100,-0.0080,0.0013,0.013
74.624620,0.0078,0.0162,0.0110,0.021
74.635474,0.0223,-0.0125,0.0087,0.027
74.644529,-0.0043,0.0019,0.0061,0.008
74.658656,0.0102,0.0017,-0.0106,0.015
74.664510,0.0127,0.0063,-0.0056,0.015
74.674605,-0.0087,0.0012,-0.0198,0.022
74.684691,-0.0109,0.0129,-0.0220,0.028
74.700253,-0.0057,0.0124,-0.0241,0.028
74.706602,0.0021,-0.0027,-0.0307,0.031
74.714875,0.0049,0.0138,-0.0112,0.018
74.725846,-0.0020,-0.0104,-0.0134,0.017
74.739109,0.0197,-0.0058,0.0275,0.034
74.744092,0.0195,-0.0009,0.0225,0.030
74.755516,0.0286,0.0088,0.0269,0.040
74.764202,-0.0034,0.0014,0.0143,0.015
74.780504,-0.0156,0.0036,0.0094,0.019
74.786921,0.0151,0.0056,-0.0052,0.017
74.794315,-0.0062,0.0078,-0.0194,0.022
74.805208,0.0009,0.0096,-0.0169,0.019
74.819112,-0.0015,0.0065,-0.0144,0.016
74.823327,-0.0133,-0.0179,-0.0143,0.026
74.833976,-0.0037,-0.0060,-0.0095,0.012
74.843799,0.0063,0.0013,-0.0068,0.009
74.858180,-0.0178,0.0063,0.0098,0.021
74.863841,0.0036,0.0087,0.0073,0.012
74.873675,0.0106,-0.0032,0.0000,0.011
74.883905,0.0346,0.0013,0.0049,0.035
74.897480,-0.0038,-0.0058,-0.0023,0.007
74.903925,0.0005,-0.0107,0.0140,0.018
74.913479,0.0266,-0.0058,-0.0125,0.030
74.923328,0.0216,0.0228,-0.0031,0.032
74.941086,-0.0027,-0.0157,-0.0033,0.016
74.943265,-0.0007,0.0012,-0.0084,0.009
74.954060,-0.0319,0.0011,-0.0396,0.051
74.963219,-0.0080,0.0082,-0.0348,0.037
74.977888,0.0333,-0.0040,-0.0032,0.034
74.983406,0.0234,-0.0137,0.0062,0.028
74.993277,0.0423,-0.0062,0.0418,0.060
75.005162,0.0223,-0.0009,0.0483,0.053
75.017882,-0.0002,0.0137,0.0284,0.032
75.022927,0.0064,0.0134,0.0209,0.026
75.033852,-0.0060,0.0056,-0.0153,0.017
75.043079,-0.0395,-0.0070,-0.0463,0.061
75.057715,-0.0437,-0.0145,-0.0745,0.088
75.063076,-0.0398,-0.0216,-0.0615,0.076
75.073232,-0.0380,0.0025,-0.0625,0.073
75.083560,-0.0143,-0.0211,-0.0323,0.041
75.098447,0.0256,-0.0037,0.0143,0.030
75.106823,0.0430,0.0065,0.0219,0.049
75.114395,0.0234,-0.0052,0.0359,0.043
75.123717,0.0278,0.0021,0.0428,0.051
75.141046,0.0222,0.0047,0.0206,0.031
75.145205,0.0143,0.0071,0.0176,0.024
75.154767,-0.0056,-0.0100,-0.0164,0.020
75.163434,-0.0052,-0.0104,-0.0304,0.033
75.177871,0.0044,-0.0034,-0.0351,0.036
75.183437,-0.0002,-0.0103,-0.0351,0.037
75.194578,-0.0095,-0.0123,-0.0134,0.021
75.209082,-0.0068,0.0000,-0.0060,0.009
75.218336,-0.0139,-0.0116,-0.0155,0.024
75.223234,-0.0013,0.0009,-0.0247,0.025
75.233466,0.0085,0.0130,-0.0341,0.038
75.243747,0.0113,0.0059,-0.0123,0.018
75.257955,0.0305,0.0251,0.0356,0.053
75.263864,0.0228,0.0272,0.0424,0.055
75.273962,0.0386,-0.0070,0.0370,0.054
75.283676,0.0326,0.0188,0.0338,0.051
75.299420,-0.0189,0.0109,-0.0005,0.022
75.309083,0.0022,-0.0068,-0.0247,0.026
75.314182,-0.0147,-0.0003,-0.0319,0.035
75.323768,-0.0147,-0.0152,-0.0270,0.034
75.340104,-0.0070,-0.0295,-0.0362,0.047
75.343468,-0.0066,-0.0170,-0.0025,0.018
75.354667,-0.0038,-0.0162,0.0001,0.017
75.363817,0.0012,0.0157,0.0073,0.017
75.378902,0.0177,0.0015,-0.0025,0.018
75.383565,0.0103,-0.0031,-0.0098,0.015
75.395187,0.0197,0.0235,-0.0147,0.034
75.409908,0.0171,-0.0099,0.0018,0.020
75.419044,0.0192,0.0215,0.0088,0.030
75.423468,0.0210,0.0045,0.0180,0.028
75.433734,0.0204,-0.0078,0.0079,0.023
75.444534,0.0005,-0.0032,0.0003,0.003
75.458809,0.0026,-0.0009,-0.0239,0.024
75.464214,-0.0097,-0.0035,-0.0337,0.035
75.474306,-0.0219,-0.0012,-0.0243,0.033
75.484035,0.0119,-0.0035,-0.0049,0.013
75.498288,0.0068,0.0016,-0.0052,0.009
75.510082,0.0141,-0.0104,0.0213,0.028
75.514509,-0.0007,0.0093,0.0112,0.015
75.523792,0.0229,-0.0192,-0.0034,0.030
75.539435,0.0128,0.0003,0.0058,0.014
75.543511,0.0102,-0.0140,-0.0064,0.018
75.554449,-0.0071,0.0102,-0.0068,0.014
75.563619,0.0070,0.0102,-0.0142,0.019
75.578248,0.0116,0.0126,-0.0048,0.018
75.583657,0.0112,-0.0069,0.0022,0.013
75.595116,0.0134,0.0098,0.0021,0.017
75.610332,0.0109,0.0147,0.0043,0.019
75.617985,0.0128,0.0048,0.0040,0.014
75.627985,0.0075,0.0022,0.0109,0.013
75.634080,-0.0098,0.0090,0.0081,0.016
75.643379,-0.0198,-0.0129,-0.0281,0.037
75.657782,0.0137,-0.0201,-0.0137,0.028
75.663702,0.0208,-0.0008,-0.0162,0.026
75.674330,0.0015,-0.0055,-0.0115,0.013
75.683874,0.0180,-0.0030,-0.0021,0.018
75.698676,0.0060,-0.0028,-0.0094,0.012
75.711711,-0.0038,0.0118,0.0072,0.014
75.715497,-0.0040,0.0046,0.0070,0.009
75.723926,-0.0018,-0.0024,0.0068,0.007
75.739696,0.0027,0.0045,-0.0005,0.005
75.743730,0.0072,0.0070,-0.0079,0.013
75.754837,0.0167,-0.0025,-0.0056,0.018
75.763807,0.0118,-0.0097,0.0015,0.015
75.778651,-0.0076,0.0143,-0.0011,0.016
75.783347,0.0041,0.0119,-0.0085,0.015
75.793806,-0.0034,0.0020,-0.0110,0.012
75.812941,-0.0202,-0.0049,-0.0159,0.026
75.818816,-0.0201,-0.0050,-0.0158,0.026
75.826638,0.0256,-0.0171,0.0011,0.031
75.833887,0.0445,-0.0003,0.0225,0.050
75.843373,0.0244,-0.0023,0.0432,0.050
75.858742,0.0160,0.0077,0.0519,0.055
75.864049,0.0077,0.0221,0.0199,0.031
75.874353,-0.0147,0.0169,0.0122,0.026
75.883715,-0.0270,0.0185,-0.0071,0.033
75.899671,-0.0316,-0.0039,-0.0571,0.065
75.910348,-0.0286,-0.0042,-0.0662,0.072
75.914318,-0.0178,-0.0213,-0.0461,0.054
75.923714,-0.0476,-0.0140,-0.0188,0.053
75.938624,-0.0056,-0.0254,0.0012,0.026
75.943938,-0.0095,-0.0292,0.0065,0.031
75.955965,0.0198,-0.0184,0.0236,0.036
75.964054,0.0223,-0.0052,0.0282,0.036
75.978456,0.0268,0.0123,0.0255,0.039
75.983876,0.0191,0.0175,0.0203,0.033
75.994328,-0.0126,0.0006,-0.0232,0.026
76.012792,-0.0316,-0.0187,-0.0278,0.046
76.020340,0.0221,-0.0400,0.0878,0.099
76.024588,0.0755,-0.0416,0.1768,0.197
76.034411,0.0850,-0.0259,0.2197,0.237
76.043798,0.0579,0.0104,0.0898,0.107
76.058467,-0.0026,0.0354,-0.1787,0.182
76.063645,-0.0544,0.0016,-0.2160,0.223
76.074016,-0.1309,-0.0027,-0.1731,0.217
76.083921,-0.1531,-0.0444,-0.0430,0.165
76.098079,-0.0015,-0.0730,0.3465,0.354
76.112727,0.0392,-0.0956,0.4816,0.493
76.114201,0.1781,-0.1064,0.5156,0.556
76.124427,0.1701,-0.2774,0.3472,0.476
76.140781,0.2244,-0.0100,0.4352,0.490
76.143318,-0.0013,0.0989,0.5829,0.591
76.156656,0.0196,-0.0324,0.3703,0.372
76.163804,0.2453,-0.1184,-0.0119,0.273
76.178382,0.3234,0.0832,-0.4084,0.528
76.183583,0.2336,0.1008,-0.4950,0.557
76.194093,0.0475,0.1349,-0.5528,0.571
76.211431,-0.2334,0.2525,-0.5711,0.667
76.218901,-0.6202,0.3210,-0.3715,0.791
76.224087,-0.5124,0.2941,-0.2947,0.660
76.234221,-0.2616,0.2355,-0.5538,0.656
76.243540,-0.1463,0.1579,-0.7426,0.773
76.258734,-0.1812,0.1716,-0.4903,0.550
76.263597,-0.1680,0.1166,-0.3284,0.387
76.273641,-0.0824,0.0377,-0.0457,0.102
76.283941,0.0303,-0.0627,0.1659,0.180
76.298222,0.1669,-0.1066,0.3652,0.415
76.311081,0.1699,-0.1251,0.3735,0.429
76.314287,0.1793,-0.1312,0.3452,0.411
76.324000,0.1572,-0.1179,0.2494,0.317
76.339510,0.1534,-0.1156,0.2460,0.312
76.344300,-0.0049,-0.0113,-0.0029,0.013
76.355304,-0.0528,0.0636,-0.0983,0.128
76.364253,-0.1031,0.0596,-0.1865,0.221
76.378680,-0.1227,0.0967,-0.2225,0.272
76.384222,-0.1053,0.1253,-0.2380,0.289
76.394185,-0.0894,0.1122,-0.2742,0.309
76.410127,-0.0524,0.0699,-0.3009,0.313
76.418441,-0.1285,0.0849,-0.2057,0.257
76.424222,-0.1112,0.0568,-0.1438,0.190
76.434672,-0.0690,0.0088,-0.0282,0.075
76.444249,-0.0318,-0.0288,0.0847,0.095
76.459229,0.0657,-0.0931,0.1911,0.222
76.464071,0.0974,-0.1106,0.2075,0.255
76.474617,0.1067,-0.1893,0.2518,0.333
76.484828,0.0872,-0.1549,0.3555,0.397
76.499058,0.1482,-0.1039,0.4436,0.479
76.510283,0.1773,-0.1426,0.3388,0.408
76.514334,0.1657,-0.1093,0.1404,0.243
76.523917,0.0450,-0.0130,-0.0067,0.047
76.541167,-0.0707,0.0615,-0.0866,0.128
76.543586,-0.1027,0.0662,-0.1282,0.177
76.557927,-0.1347,0.0955,-0.1937,0.255
76.564196,-0.1237,0.0749,-0.2069,0.252
76.579211,-0.0873,0.0406,-0.1728,0.198
76.584310,-0.0735,0.0217,-0.1303,0.151
76.594667,-0.0200,0.0039,-0.0358,0.041
76.604744,0.0328,-0.0274,0.0435,0.061
76.619285,0.0348,-0.0345,0.1105,0.121
76.625017,0.0251,-0.0371,0.1154,0.124
76.634477,0.0329,-0.0307,0.0851,0.096
76.644630,0.0391,-0.0396,0.0603,0.082
76.658925,0.0173,-0.0083,0.0218,0.029
76.663960,0.0246,0.0178,0.0219,0.037
76.674041,0.0035,0.0364,0.0080,0.037
76.683869,-0.0114,0.0408,-0.0043,0.043
76.699380,-0.0379,0.0399,-0.0426,0.070
76.711854,-0.0492,0.0312,-0.0658,0.088
76.714476,-0.0526,0.0105,-0.0670,0.086
76.724101,-0.0460,-0.0242,-0.0678,0.085
76.742318,-0.0487,-0.0461,-0.0494,0.083
76.743751,-0.0274,-0.0335,-0.0335,0.055
76.755519,-0.0182,-0.0274,-0.0059,0.033
76.763499,0.0145,-0.0212,0.0143,0.029
76.778229,0.0440,0.0017,0.0434,0.062
76.783440,0.0365,0.0051,0.0502,0.062
76.793770,0.0356,-0.0012,0.0565,0.067
76.804008,0.0153,0.0231,0.0365,0.046
76.818346,0.0166,0.0300,0.0022,0.034
76.824582,0.0085,0.0268,-0.0080,0.029
76.834972,0.0006,0.0257,-0.0323,0.041
