성별,졸업시기,급여,안정성,직무내용,근로시간,발전가능성,승진제도,직장만족도,전공적합도,이직
0,1,300,4,4,5,4,4,4,1,0
1,0,200,2,2,3,2,2,2,2,1
1,0,200,4,3,4,4,4,4,3,0
0,0,350,3,3,4,4,3,4,4,0
1,0,200,4,4,4,4,2,3,1,0
0,0,240,5,3,4,2,3,3,3,1
1,0,260,4,3,2,3,3,3,1,0
1,0,211,4,4,4,4,4,4,1,1
0,1,325,3,3,3,3,2,3,3,1
1,1,250,5,4,4,4,4,4,2,0
0,0,189,4,4,4,2,3,3,4,0
0,0,320,5,5,5,5,5,5,3,0
1,0,217,4,3,4,2,2,3,3,0
0,0,200,3,4,3,4,3,3,4,1
0,1,267,3,3,3,3,3,3,3,0
1,0,200,4,4,4,4,4,4,4,0
1,1,280,3,3,2,3,3,2,4,0
1,0,180,3,4,4,4,4,4,4,0
0,0,230,4,4,4,4,4,4,4,0
1,0,240,3,3,2,3,2,3,3,1
0,0,275,4,4,5,5,3,4,4,0
1,0,180,1,4,4,5,1,4,1,1
0,0,265,2,3,3,4,3,3,5,1
1,0,200,4,4,5,4,3,3,1,0
0,0,350,3,4,3,3,3,3,1,0
1,0,200,5,5,5,4,3,4,4,0
0,0,167,4,3,3,3,2,3,4,0
0,1,250,2,5,5,3,2,3,4,1
1,0,192,3,4,4,4,3,3,4,1
0,0,180,4,4,3,3,3,4,4,0
0,0,290,4,3,3,4,3,4,3,0
0,0,190,5,4,3,3,5,3,1,1
1,0,200,4,5,4,5,3,4,5,0
0,0,220,4,5,4,4,3,4,4,0
1,0,190,3,4,2,4,3,4,2,0
1,1,180,3,3,5,2,2,3,1,0
0,1,320,4,4,4,5,5,5,4,0
1,0,210,5,5,4,5,4,4,4,0
1,1,200,4,4,4,4,4,4,2,1
1,0,290,5,3,4,4,3,3,5,0
0,1,200,4,3,1,4,3,3,1,0
1,0,190,3,4,4,3,3,3,2,1
0,0,210,4,5,4,4,4,4,4,0
0,0,320,3,4,4,3,2,3,3,1
1,0,180,4,4,4,4,3,4,1,0
1,0,210,5,4,5,4,4,3,2,1
1,0,230,5,5,5,4,4,4,5,0
0,0,205,5,3,4,4,2,3,5,0
0,0,220,3,3,2,3,3,2,3,1
0,0,250,4,4,4,4,3,5,4,0
0,0,215,4,4,4,4,4,4,1,0
0,1,300,4,4,4,4,4,4,1,0
1,0,190,5,4,5,4,3,4,3,0
1,0,160,4,4,4,3,4,3,5,1
1,0,210,3,3,2,2,3,3,5,0
1,1,191,4,4,2,4,3,3,1,0
1,0,230,4,4,5,4,2,4,4,0
1,0,200,4,4,1,4,2,2,4,0
0,0,200,3,3,3,3,3,4,3,0
0,0,250,5,3,3,3,3,3,1,0
0,0,350,5,4,4,4,4,4,3,0
0,0,333,5,5,5,3,3,4,4,0
1,0,235,5,5,5,4,3,5,3,0
0,0,385,5,5,5,5,4,4,4,1
1,0,180,5,2,2,1,1,2,1,1
0,1,208,4,3,3,4,3,3,4,1
1,0,175,4,2,3,2,3,2,2,0
1,1,170,3,3,3,3,3,3,5,0
0,0,210,3,3,3,3,3,3,2,0
0,0,180,4,3,3,2,2,2,1,0
1,0,400,4,4,3,4,5,5,5,0
1,0,290,4,5,5,5,3,4,3,1
0,1,350,5,5,4,3,3,4,3,0
1,1,350,2,5,3,5,3,4,3,1
1,1,387,5,5,5,5,5,4,5,0
1,0,230,4,4,4,4,4,4,3,0
0,0,350,4,4,3,3,3,4,4,0
1,0,230,4,3,5,2,3,4,2,0
0,0,380,3,3,3,4,3,3,4,0
0,1,230,4,1,4,1,1,1,4,1
1,0,200,2,4,2,3,2,3,2,1
1,0,230,5,4,4,4,4,4,4,0
0,0,180,4,2,2,1,4,3,1,1
1,0,208,4,4,4,3,3,3,4,0
0,0,310,3,4,5,4,3,4,4,0
0,0,290,5,5,5,4,3,4,2,0
0,1,250,4,4,4,4,4,4,3,0
1,0,230,4,3,3,3,4,4,2,0
0,0,220,4,4,4,3,3,3,1,1
0,0,190,4,4,4,3,4,4,4,0
0,0,245,3,2,3,4,3,3,3,0
0,0,290,4,4,4,3,2,4,3,1
0,0,175,3,4,4,4,4,4,2,0
1,0,380,5,5,5,4,5,5,3,0
0,0,420,5,5,5,5,5,5,4,0
1,0,180,4,4,5,4,4,4,4,0
0,1,350,4,2,4,2,3,3,2,0
0,0,200,5,5,5,5,5,2,1,1
0,0,220,4,3,4,4,3,4,4,0
0,0,195,4,4,4,4,4,4,2,0
0,0,280,4,4,3,4,3,4,4,0
0,0,254,5,5,5,5,5,5,3,0
0,0,240,4,5,5,4,4,4,1,0
1,1,220,4,4,4,3,3,3,1,0
0,0,200,3,3,3,2,3,3,1,0
0,0,180,4,5,4,4,3,4,5,0
0,1,190,2,3,5,4,3,3,3,1
0,1,180,3,3,4,2,1,2,1,1
1,0,250,5,5,3,5,5,5,5,0
1,0,300,3,3,2,4,3,3,5,0
0,0,267,3,4,4,4,2,4,5,0
0,0,200,4,4,4,4,4,3,3,0
0,0,270,5,5,5,4,3,5,4,0
0,0,240,5,4,4,2,3,4,5,0
0,0,300,3,4,3,4,3,3,5,0
0,0,270,4,4,5,4,4,4,4,0
0,0,400,4,4,3,5,3,4,4,0
0,0,250,3,4,3,4,3,4,3,0
1,0,170,4,3,4,3,3,4,4,0
1,0,175,3,3,4,3,3,2,4,1
1,0,170,4,4,5,2,5,4,5,0
0,0,300,4,2,4,2,3,4,5,1
1,0,400,4,3,3,3,3,2,5,0
0,0,250,4,4,4,1,3,2,4,0
0,0,285,4,5,5,3,4,4,5,0
0,0,250,5,5,5,5,5,5,5,0
0,0,300,5,5,5,5,5,4,4,0
1,0,260,3,3,2,3,3,3,3,1
1,0,300,4,3,2,2,3,2,3,0
1,0,180,4,2,1,3,3,2,5,0
1,0,260,5,2,1,4,2,2,5,0
1,0,200,4,2,2,3,3,3,3,0
1,0,200,5,5,3,3,3,4,5,0
1,0,210,3,3,3,3,3,4,4,0
1,0,240,4,4,4,4,4,4,4,0
1,0,300,5,3,5,3,3,3,4,0
0,0,270,3,2,1,3,1,1,3,1
1,0,250,4,4,2,4,4,4,5,0
1,0,230,5,4,4,5,4,4,5,0
0,0,350,4,4,3,4,4,4,4,0
1,0,400,4,2,1,3,3,2,3,0
1,0,300,2,4,4,3,4,4,5,1
1,0,240,4,4,5,5,3,4,5,1
1,0,200,4,4,2,3,3,2,4,1
1,0,180,1,4,4,3,2,3,5,1
1,0,270,4,5,3,5,5,4,4,0
1,0,165,2,3,4,4,3,3,3,0
1,0,200,4,4,4,4,4,4,4,0
0,0,200,2,5,5,5,2,4,4,0
0,0,250,3,3,3,4,3,3,2,0
0,0,250,5,4,4,5,4,5,5,0
1,0,240,5,4,5,4,4,4,4,0
1,0,241,3,4,3,4,3,3,5,0
0,0,250,4,4,4,5,4,4,4,0
0,0,310,3,5,5,5,3,5,5,0
1,0,160,5,4,3,2,3,3,4,1
1,0,190,5,4,5,5,3,5,5,0
0,0,280,4,4,4,3,4,4,4,0
0,0,210,3,4,3,3,3,3,3,1
1,0,220,4,4,4,3,3,4,3,0
1,0,190,5,3,4,4,5,2,4,0
1,0,179,3,2,2,3,3,3,2,0
1,0,179,1,2,5,3,2,3,3,1
1,0,190,4,4,4,3,3,3,5,1
1,0,197,2,2,2,2,3,2,3,0
0,0,300,5,5,5,5,5,5,1,1
1,0,210,5,5,4,4,2,4,5,0
1,0,158,4,3,3,3,3,3,3,1
0,0,223,3,4,5,2,2,2,5,0
1,0,200,3,1,2,1,3,2,1,1
0,0,216,4,4,4,5,3,3,3,0
1,0,180,3,4,4,4,3,4,3,1
0,0,330,5,5,4,5,4,5,5,0
0,0,280,5,5,5,5,5,5,4,0
1,0,200,4,5,3,2,3,4,5,0
1,0,200,3,3,3,3,3,3,3,0
0,0,162,5,4,3,4,4,4,1,0
0,0,308,5,5,5,3,4,4,3,0
1,0,200,4,3,4,2,3,3,4,0
1,0,200,4,3,4,2,3,3,4,0
1,1,200,4,4,4,3,3,2,5,0
0,1,210,4,5,5,4,4,5,4,0
1,0,160,2,3,5,2,2,4,4,0
0,0,330,5,4,5,3,4,4,5,0
1,0,240,3,4,4,2,3,4,4,1
1,0,200,4,4,3,4,3,3,4,0
1,0,180,3,3,3,3,3,3,5,0
0,0,250,2,3,2,4,2,3,1,0
1,0,225,5,3,4,4,4,4,5,0
1,0,200,4,5,5,5,4,4,5,0
1,0,200,5,5,5,4,4,5,5,0
1,0,200,4,4,4,3,2,4,1,1
0,0,216,4,5,5,5,4,4,5,0
1,0,250,4,2,5,2,2,3,4,1
1,0,158,5,4,3,4,3,4,5,0
1,0,250,5,4,5,4,4,5,4,0
1,0,220,3,2,4,1,3,3,4,1
0,0,220,4,3,1,2,1,2,2,1
1,0,185,4,4,4,3,3,2,4,0
1,0,190,3,3,3,2,3,2,3,0
0,0,200,2,3,1,4,1,3,5,0
0,0,255,4,4,3,4,3,3,1,0
1,0,200,4,5,3,4,3,4,4,0
1,0,240,4,4,4,4,4,4,4,0
1,0,158,3,4,1,4,3,2,5,0
1,0,250,4,2,3,3,3,3,1,0
1,1,380,4,4,3,4,3,4,4,0
0,0,230,1,3,5,1,4,1,2,1
1,0,220,3,3,2,3,2,3,4,1
1,0,200,4,4,4,4,4,4,4,0
1,0,180,3,4,1,4,1,3,3,1
0,0,250,4,4,3,4,4,3,3,0
1,0,293,3,4,5,5,4,5,4,0
1,0,212,4,4,3,4,4,4,4,0
1,0,200,3,3,3,3,3,3,3,0
1,0,170,2,3,2,3,3,2,3,0
0,0,200,4,4,1,2,3,3,4,1
1,0,250,3,3,2,3,3,3,4,0
1,0,180,4,2,1,4,1,2,3,1
0,0,170,5,4,5,5,4,4,5,0
1,0,170,4,3,1,3,3,3,3,1
1,0,180,3,1,2,2,2,1,3,1
0,1,260,4,4,3,4,4,4,4,0
0,0,160,4,4,3,4,4,4,2,0
1,0,170,4,3,4,3,3,4,4,0
1,0,175,3,3,3,3,3,3,3,1
1,0,180,4,5,2,5,3,4,4,0
0,0,183,3,4,2,4,3,3,5,1
1,0,210,5,5,5,5,4,4,3,0
1,0,180,4,4,3,4,3,3,4,0
0,0,175,5,5,4,5,5,5,3,0
1,0,180,2,5,3,5,4,4,5,0
1,0,200,1,3,4,3,1,3,4,1
0,1,290,4,4,4,3,4,4,4,0
0,1,360,4,3,1,4,3,4,5,0
1,1,320,5,3,5,3,2,4,1,0
1,0,234,3,4,3,4,3,4,3,0
0,1,200,2,3,4,4,3,4,3,0
1,0,190,4,4,3,4,4,4,3,0
1,0,250,4,4,4,4,3,3,2,0
1,0,170,4,5,5,4,3,4,5,0
1,0,200,3,2,2,2,3,2,3,0
1,0,180,2,3,4,4,3,3,4,1
0,0,165,3,4,4,5,5,4,3,1
0,0,250,3,4,3,3,2,4,5,0
1,0,160,4,4,4,5,2,4,1,0
1,0,220,5,4,5,4,4,4,4,0
0,0,240,4,5,3,3,3,3,4,0
0,1,180,4,3,3,4,3,3,5,0
0,0,200,4,4,4,3,3,3,5,0
0,0,200,3,4,3,5,2,4,1,1
0,0,190,3,4,4,4,3,4,4,0
0,0,200,4,4,4,4,4,4,1,0
0,0,400,3,3,3,3,3,3,3,0
0,0,300,2,5,3,5,2,4,2,0
0,0,250,4,4,4,3,4,4,4,0
0,1,180,3,4,4,4,4,4,5,0
0,0,195,4,4,4,4,4,4,1,0
0,0,170,1,5,3,4,2,4,5,0
0,0,240,4,3,4,4,3,3,1,0
1,0,180,3,3,3,3,3,4,4,0
1,0,160,3,3,3,4,3,3,2,0
1,0,205,5,5,3,3,3,4,3,0
1,0,170,4,3,2,3,4,3,4,0
1,0,200,1,2,1,1,1,1,1,1
0,0,300,3,3,2,2,3,2,3,1
0,0,179,3,3,4,4,3,4,4,0
1,0,170,3,1,3,1,2,3,1,0
1,0,160,3,3,4,3,3,3,3,1
1,0,160,4,4,4,5,3,5,5,0
0,0,200,5,5,5,5,5,5,3,0
1,0,160,2,5,4,5,4,4,5,0
0,0,180,3,3,4,4,3,3,1,0
0,0,200,3,3,3,2,3,3,4,0
1,0,230,4,2,2,1,4,3,3,1
0,0,180,4,5,5,5,3,5,5,0
1,0,200,4,5,5,4,4,4,3,0
0,0,168,5,2,3,2,2,1,1,1
1,0,220,4,4,4,4,4,4,2,0
1,0,209,5,5,5,5,5,5,4,1
0,0,350,4,2,3,3,2,2,1,1
1,1,200,3,2,4,2,1,3,1,0
0,0,230,5,4,4,5,4,4,2,0
0,0,180,4,4,4,3,3,3,3,0
1,0,205,3,4,3,3,2,3,3,0
1,0,160,4,4,5,4,4,4,2,1
1,0,190,3,3,3,3,3,3,4,1
1,0,170,2,2,4,3,3,4,3,0
0,0,233,3,4,2,3,3,3,1,0
1,0,160,2,2,3,2,3,3,2,0
1,0,216,4,4,3,4,3,4,4,0
1,0,180,3,2,2,3,3,3,4,0
1,0,185,4,4,3,3,3,4,4,0
0,0,280,4,4,1,1,2,3,1,0
1,0,250,4,3,3,3,4,4,3,0
0,0,240,4,3,5,3,4,4,3,0
1,0,164,4,4,4,4,4,4,4,0
0,0,220,3,4,3,4,5,4,3,0
1,0,200,4,4,5,4,3,4,4,0
0,0,200,3,1,1,1,1,1,1,1
0,0,230,3,3,3,3,3,3,3,0
0,0,170,3,5,4,3,2,4,4,0
1,0,250,3,3,4,4,3,4,4,0
0,0,200,5,5,5,5,4,5,5,0
1,0,165,4,4,2,4,4,3,4,1
1,0,240,2,2,4,2,2,2,2,1
1,0,160,4,5,5,4,4,4,3,0
0,0,230,3,3,3,3,2,2,2,1
1,0,180,3,3,1,2,1,2,3,0
0,0,240,4,4,4,3,3,4,4,1
1,1,180,4,4,5,5,3,4,4,0
0,0,350,4,4,4,4,4,4,4,0
1,0,320,4,4,4,4,3,4,4,0
1,0,200,4,4,4,3,2,3,4,0
1,0,180,5,5,5,5,5,5,5,0
0,0,166,3,3,3,3,3,3,3,0
1,0,190,2,3,3,3,3,3,3,0
0,0,200,3,4,4,4,4,3,3,0
1,0,180,4,4,5,3,3,4,3,0
0,0,200,4,4,4,5,4,4,3,0
0,0,158,4,5,5,3,3,4,2,0
0,0,170,4,4,4,4,4,3,4,0
1,0,170,3,4,4,4,3,3,3,0
1,0,210,4,4,4,4,2,4,5,1
1,0,210,4,4,4,4,4,4,4,0
1,0,200,2,4,4,4,4,4,3,0
0,0,300,4,4,4,5,3,4,3,0
0,0,210,4,2,3,3,3,2,4,0
1,0,160,4,4,4,4,4,4,3,0
0,0,400,2,5,1,4,4,4,4,0
1,0,178,2,3,4,3,3,3,3,1
1,0,180,3,2,4,3,2,3,5,1
1,0,190,5,4,5,5,5,4,5,0
0,0,160,5,5,5,5,5,5,4,0
1,0,160,3,4,5,5,3,5,3,0
0,0,160,2,2,2,2,1,1,5,0
1,0,190,4,4,4,4,4,5,4,0
1,0,185,4,3,3,4,4,3,4,0
1,0,170,3,3,2,3,2,2,2,0
1,0,180,4,4,4,4,2,4,4,0
1,0,230,4,3,4,4,4,4,5,0
1,0,160,4,4,4,3,3,4,4,0
0,0,180,3,4,4,4,3,4,1,0
1,0,160,3,4,3,4,4,3,4,0
0,0,240,3,3,3,3,3,3,3,0
1,0,190,5,5,5,5,5,5,5,0
0,0,250,3,2,5,3,3,3,3,0
0,0,250,5,3,2,4,4,3,4,0
0,0,200,4,3,4,4,4,4,2,0
0,0,160,4,5,4,5,5,5,4,0
1,0,171,4,2,3,3,2,2,3,0
0,0,200,3,3,4,4,3,3,3,0
0,0,182,5,5,5,5,3,5,4,0
0,1,220,4,4,3,4,3,3,2,1
0,0,240,3,4,4,4,4,3,4,0
0,0,300,4,3,3,2,3,3,2,0
0,0,190,5,3,4,4,1,3,3,0
1,0,200,3,4,4,3,3,4,3,0
0,0,210,3,4,4,4,3,3,1,0
0,0,210,5,5,5,5,5,5,5,0
0,0,250,3,3,3,3,3,3,3,0
0,0,250,5,5,5,5,5,5,3,0
0,0,180,3,2,3,3,3,3,3,0
0,0,260,5,4,5,4,4,4,3,0
0,0,200,4,3,4,2,2,3,1,0
0,0,170,4,3,3,2,3,3,1,0
0,0,180,3,3,3,3,3,5,2,1
0,0,300,5,1,1,1,5,2,1,1
0,0,240,4,4,2,4,4,4,2,0
0,0,300,4,3,3,3,4,4,4,0
0,0,350,5,3,4,2,4,4,4,0
0,0,250,3,3,2,4,3,3,1,0
0,0,250,4,3,3,3,3,3,1,0
0,0,200,4,3,3,3,3,3,3,0
0,0,400,5,5,5,5,5,5,4,0
0,0,170,3,4,5,3,3,3,5,0
0,0,271,5,5,5,5,5,5,3,0
0,0,200,3,4,5,5,3,4,4,0
0,0,250,4,4,4,4,4,3,1,0
0,0,155,3,5,2,3,4,4,5,0
0,0,300,3,3,3,2,2,3,2,0
0,0,180,4,3,3,4,2,3,1,1
0,0,250,5,4,5,4,3,5,2,0
0,0,250,3,3,4,4,3,5,3,0
0,0,230,4,2,2,3,2,2,4,0
0,0,183,5,3,5,3,3,3,1,0
0,0,340,3,4,2,4,3,4,4,1
0,0,320,4,3,3,3,4,4,1,0
0,0,180,5,5,5,5,5,5,4,0
0,0,210,3,4,4,5,3,5,4,0
0,0,160,4,4,3,4,3,4,4,0
0,0,270,4,3,3,3,2,3,3,1
0,0,180,3,4,4,4,3,3,3,0
0,1,180,4,4,4,2,4,4,1,0
0,0,235,3,3,2,4,2,2,3,1
0,0,230,3,4,4,3,3,4,1,0
0,0,200,3,4,2,4,3,3,3,0
0,0,350,5,4,4,4,4,4,4,0
0,0,341,4,4,4,5,5,4,4,1
0,0,170,3,5,4,4,3,4,4,0
0,0,260,3,5,5,4,3,5,3,0
1,0,225,3,2,4,3,3,3,2,0
0,0,180,4,4,3,2,3,3,1,1
0,0,400,5,4,3,4,4,4,3,0
1,0,190,5,5,4,4,4,4,3,0
1,0,180,4,5,4,4,4,3,4,0
0,0,190,4,4,1,3,3,3,4,1
0,0,290,3,3,3,3,3,3,3,0
0,0,170,3,3,1,4,3,3,3,0
0,0,216,4,5,5,5,4,4,5,0
0,0,180,3,3,4,3,3,4,3,0
0,0,200,3,3,3,4,3,3,4,0
0,0,160,5,5,5,5,5,5,3,0
0,0,208,4,4,4,4,4,4,4,0
1,0,170,3,3,3,4,3,3,4,0
0,0,230,5,5,5,3,3,5,1,0
1,0,188,3,3,4,2,2,2,1,1
0,0,216,4,4,4,4,4,4,5,0
1,0,184,4,4,4,4,4,4,4,0
0,0,230,5,5,5,5,4,5,1,0
0,0,170,4,2,4,4,4,3,2,0
0,0,240,3,2,2,3,2,3,2,1
0,0,198,2,3,4,3,2,3,3,0
0,0,210,4,5,4,5,2,4,4,1
0,0,250,4,4,4,4,4,4,2,0
0,1,240,3,3,5,3,3,3,1,0
0,0,390,4,3,4,4,4,4,5,1
0,0,417,4,4,4,4,4,4,3,0
0,0,267,4,4,4,4,4,4,4,0
0,0,200,4,5,4,4,5,4,3,0
0,0,230,4,4,4,2,1,2,2,1
0,0,160,4,3,3,4,4,3,4,1
0,0,180,5,5,5,5,5,5,3,0
0,0,230,3,2,2,2,2,2,3,1
0,0,250,4,4,3,3,3,3,4,0
0,0,290,5,4,3,3,3,4,4,0
1,0,180,5,4,5,3,3,4,4,0
1,0,250,4,4,4,4,5,4,3,0
0,0,230,3,4,3,4,4,3,3,0
0,0,240,4,4,4,4,4,4,5,0
1,0,180,4,4,4,4,4,4,3,0
0,0,230,4,4,4,4,4,4,5,0
0,0,233,5,3,5,5,2,4,3,1
0,0,210,4,4,4,4,4,4,3,0
0,0,200,5,4,4,4,4,4,5,0
0,0,200,1,3,1,2,1,1,4,1
1,0,200,5,4,3,2,3,3,5,0
0,0,200,4,4,4,4,2,4,4,0
0,0,196,4,3,5,4,3,4,3,1
0,0,270,4,3,5,3,3,4,3,0
1,0,180,5,5,5,5,5,5,3,0
1,0,210,3,4,4,3,3,3,4,0
1,0,180,3,4,3,4,2,3,4,1
0,0,180,5,4,5,4,5,5,5,0
1,0,185,4,3,3,4,3,3,5,0
0,0,200,4,1,2,4,3,2,4,0
1,0,200,3,4,4,4,4,3,4,1
1,0,230,4,4,5,2,3,3,4,0
0,0,160,4,3,1,3,3,3,5,0
1,0,300,4,4,4,4,3,3,5,0
0,0,316,4,4,4,4,2,4,5,0
0,0,300,5,4,4,4,4,3,4,0
1,0,350,4,4,3,2,2,3,4,0
1,0,240,4,5,4,3,3,4,4,0
1,0,210,4,3,4,3,3,3,4,0
1,0,170,2,3,5,2,2,3,1,1
1,0,230,4,4,3,5,2,4,4,0
1,0,280,4,3,3,3,3,3,4,0
1,0,200,4,2,4,3,2,2,4,1
1,0,185,4,4,3,3,3,3,5,0
1,0,185,4,4,4,4,4,3,4,0
1,0,160,4,4,4,3,3,4,1,0
1,0,180,5,4,5,4,4,4,4,0
1,0,220,4,3,2,3,3,3,4,0
1,0,180,4,4,3,4,4,4,3,0
0,0,280,5,5,5,5,5,5,3,0
1,0,260,3,4,4,4,4,3,4,0
0,0,300,5,5,4,5,4,4,4,0
1,0,200,3,4,4,3,4,3,5,0
0,0,300,4,4,3,3,3,4,4,1
0,0,280,3,5,5,5,5,5,5,1
1,0,267,1,3,2,3,3,3,2,0
1,0,200,3,3,3,2,3,3,4,0
1,0,190,3,4,4,3,3,3,5,0
0,0,220,4,4,4,3,2,2,5,1
1,0,220,4,3,4,3,3,3,5,0
1,0,260,3,4,4,4,3,4,4,0
1,0,200,4,3,3,3,3,3,5,0
1,0,178,5,3,3,3,3,4,1,1
1,0,180,3,3,3,4,3,3,5,0
0,0,300,5,5,3,4,4,5,5,0
1,0,160,3,5,4,4,4,4,4,0
1,0,160,4,4,4,4,4,4,3,0
1,0,175,4,4,2,4,4,3,4,0
0,0,188,3,3,2,3,3,2,2,1
0,0,230,4,4,5,5,5,5,5,0
0,0,185,5,5,4,5,3,4,5,0
0,0,300,3,3,4,3,3,3,4,0
0,0,226,4,4,2,4,3,3,3,0
1,0,188,4,4,4,5,4,4,5,0
1,0,178,4,4,3,3,3,4,4,0
1,0,165,3,3,4,3,3,3,2,0
1,1,220,3,4,4,3,3,3,4,0
0,0,194,3,4,4,4,3,3,2,0
1,0,166,4,4,4,3,4,3,3,0
0,0,185,4,2,2,4,2,1,1,1
1,0,200,4,4,2,3,4,4,3,0
1,0,190,4,4,2,3,3,3,4,0
0,1,450,5,5,5,5,5,4,5,0
1,0,160,3,3,3,4,3,4,2,0
1,0,183,3,4,3,3,3,2,4,1
1,0,190,5,5,5,4,4,4,2,0
0,0,300,3,3,3,2,3,2,1,1
1,0,183,4,4,4,4,3,4,4,0
1,0,210,3,4,2,4,5,4,5,0
1,0,190,4,4,3,3,3,4,2,0
1,0,185,5,5,4,5,4,4,4,0
1,0,167,3,2,2,2,2,2,4,0
1,1,183,4,4,3,4,2,1,4,0
1,0,170,4,3,2,2,2,3,4,0
1,0,160,3,4,2,5,4,3,5,1
0,0,320,3,5,5,5,4,5,4,0
1,0,165,4,4,4,4,3,4,4,0
1,1,160,4,3,3,2,4,4,1,1
1,0,200,4,4,2,3,3,3,1,0
0,0,220,3,3,5,3,2,4,5,0
0,0,200,2,4,2,3,2,4,4,1
0,0,220,5,5,4,4,4,4,5,0
1,0,178,4,4,4,4,3,4,5,0
0,0,170,4,4,5,5,3,4,5,0
1,0,190,4,4,3,4,3,3,5,0
1,0,160,4,4,4,4,4,4,4,0
0,0,220,3,4,3,2,3,3,2,0
0,0,190,3,5,5,3,3,4,2,0
0,0,230,4,4,3,3,2,3,3,0
0,0,240,4,4,4,4,4,4,4,0
1,0,210,4,3,3,2,3,3,1,1
1,0,230,5,5,5,5,5,5,5,0
0,0,230,3,4,3,3,3,4,1,0
0,0,250,5,4,5,4,3,4,4,0
1,0,200,5,4,2,5,4,5,5,0
1,0,200,4,4,4,4,4,4,5,0
1,0,190,5,3,4,3,4,2,5,0
1,0,210,4,4,5,5,5,4,5,0
1,0,240,5,5,5,5,5,5,5,0
1,0,210,5,3,1,3,5,4,3,0
0,0,230,5,5,5,4,5,5,4,0
1,0,210,5,5,4,4,4,5,4,0
1,0,200,5,3,5,2,4,3,5,0
1,0,240,5,5,5,5,4,4,3,0
0,0,250,4,4,4,4,4,3,5,0
1,0,200,5,5,5,5,5,5,5,0
0,0,250,5,5,5,4,5,5,5,0
1,0,230,5,1,4,2,2,3,5,1
0,0,220,5,4,5,4,4,4,3,0
1,0,260,5,4,5,4,4,4,3,0
1,0,230,4,5,5,5,4,4,4,0
1,0,270,5,5,5,4,5,5,5,0
1,0,260,5,3,5,5,4,3,5,0
1,0,200,5,5,5,5,5,5,4,0
1,0,210,3,4,4,4,3,4,4,0
0,0,210,4,4,4,4,4,4,4,0
0,0,300,4,4,2,4,2,3,4,0
0,1,320,4,4,4,3,2,4,1,0
0,0,230,3,5,1,4,3,4,2,0
1,0,198,3,2,4,1,3,1,1,1
1,1,280,4,5,5,5,5,5,2,0
1,0,208,3,4,3,4,3,3,4,0
0,0,200,4,5,4,4,4,4,4,0
1,0,200,4,5,4,5,4,4,1,0
1,1,170,3,4,4,4,4,3,2,1
1,1,180,4,4,5,5,3,3,4,0
1,0,220,5,5,4,3,3,4,4,0
1,0,200,4,4,4,3,3,3,3,0
1,0,200,4,4,4,4,2,4,1,0
1,0,180,4,2,4,2,4,3,1,1
0,0,270,2,4,4,3,2,3,3,1
1,0,200,4,4,4,4,4,4,3,0
0,0,200,3,3,3,4,2,2,1,0
0,1,400,3,3,3,4,4,5,2,0
0,0,200,4,4,4,5,4,2,3,0
1,1,200,2,2,5,3,1,4,5,1
1,0,300,4,3,4,4,4,4,2,0
1,0,166,5,4,3,2,2,3,2,0
1,0,320,4,4,4,4,4,4,4,0
1,0,218,5,5,4,4,3,5,4,0
1,0,200,5,3,5,4,4,3,3,1
1,0,190,2,1,5,2,1,2,1,1
1,1,200,4,3,4,4,2,4,3,0
1,0,190,3,3,3,3,3,3,1,1
1,0,210,3,3,5,3,1,3,1,1
1,0,300,3,3,3,2,1,3,3,1
1,1,200,4,5,5,4,3,2,1,1
0,0,270,4,2,3,1,2,2,1,1
1,0,250,3,3,4,3,3,3,1,1
0,0,233,3,4,4,3,3,4,3,1
0,0,300,2,4,4,5,3,3,3,0
1,0,170,5,3,5,2,3,3,3,0
1,0,350,3,3,3,3,3,3,3,0
0,0,460,3,4,2,4,2,2,1,1
0,0,180,3,2,3,3,3,2,1,0
0,0,200,5,4,2,4,4,3,1,0
0,1,214,4,5,4,3,2,3,3,1
1,1,208,4,4,4,3,3,3,1,0
1,0,230,3,3,4,3,3,3,1,0
0,0,250,4,3,4,4,3,4,2,0
1,1,200,4,3,4,3,3,3,1,0
1,0,200,5,5,5,5,5,5,5,0
0,0,158,3,2,4,4,1,2,2,1
1,0,180,4,3,3,4,3,4,5,0
1,0,160,3,4,4,4,3,4,4,0
1,1,400,4,3,4,3,3,4,4,0
0,0,250,5,4,4,4,5,4,3,0
0,0,210,3,3,4,4,3,3,1,0
0,1,260,3,4,2,4,3,4,2,1
0,1,210,5,5,5,5,5,5,3,0
0,0,260,4,4,4,5,4,4,2,0
1,0,220,4,2,5,2,5,3,1,1
0,0,320,3,3,3,2,3,3,5,0
0,1,250,3,4,3,4,4,4,1,0
1,0,230,4,5,2,5,2,4,1,0
0,0,400,5,5,4,5,4,4,1,1
0,0,380,5,5,4,5,4,4,3,0
1,0,190,3,4,3,3,3,3,1,1
1,0,180,5,5,5,5,4,5,2,0
0,0,178,4,3,3,3,2,2,2,0
0,0,200,4,5,4,4,4,4,4,0
1,1,300,5,5,5,5,4,4,3,0
1,1,416,4,2,4,4,5,4,3,0
1,1,400,4,5,2,2,2,4,3,1
1,1,189,4,3,1,2,1,2,2,1
1,0,180,5,5,5,4,3,5,5,0
1,1,210,4,4,3,5,3,4,2,0
0,0,280,3,3,3,3,3,3,3,0
