성별,졸업시기,급여,안정성,직무내용,근로시간,발전가능성,승진제도,직장만족도,전공적합도,이직
0,1,240,3,4,4,3,3,4,2,1
1,1,200,3,3,2,3,3,3,1,1
0,0,240,4,2,3,3,2,2,2,0
0,1,200,4,4,5,5,4,4,3,0
0,0,275,5,4,4,4,4,5,3,0
1,0,180,4,3,3,2,2,3,1,0
1,0,230,4,5,2,5,1,5,5,0
1,0,200,5,3,4,3,4,4,1,0
0,0,250,4,3,4,4,4,4,4,0
0,0,200,4,4,5,4,4,4,3,0
1,1,180,3,4,3,4,3,3,4,1
1,0,230,4,4,2,2,4,3,5,1
1,1,210,3,3,4,3,4,4,5,0
0,0,250,3,3,3,2,2,3,3,0
1,1,280,5,2,5,1,2,2,1,1
0,0,175,2,4,4,3,4,4,4,1
0,0,210,4,3,3,3,3,3,1,1
1,1,250,4,3,2,4,2,3,4,0
0,0,200,4,4,4,4,4,4,4,0
1,1,200,5,5,5,5,5,5,1,0
1,1,165,3,4,4,4,3,3,4,0
0,0,160,4,5,3,5,4,4,2,0
0,0,200,3,3,4,2,3,3,1,1
0,1,380,3,3,1,4,3,3,4,1
0,1,250,5,5,4,4,2,3,5,1
1,1,300,4,3,3,2,4,3,3,1
1,0,250,4,4,4,4,4,4,5,0
1,0,220,3,4,4,2,3,3,3,0
0,1,200,5,4,3,3,4,4,4,0
0,1,180,4,3,5,3,3,3,3,1
0,0,220,3,3,3,3,3,3,3,0
1,0,333,4,2,3,3,3,3,3,0
0,0,200,4,3,4,5,2,4,4,0
1,1,280,4,3,3,2,4,4,4,0
1,1,260,4,3,4,3,3,3,3,0
0,0,330,4,3,2,4,4,3,4,0
0,0,330,1,1,1,1,1,1,1,1
1,0,180,3,4,4,4,2,4,5,0
0,0,250,5,5,5,5,5,3,4,0
1,1,355,5,4,5,4,4,4,4,1
0,0,350,4,4,4,4,4,4,4,0
1,0,215,5,5,5,3,5,4,1,0
1,1,170,3,4,2,4,3,3,4,1
0,0,180,4,4,4,4,4,4,4,1
1,0,159,2,4,4,2,3,3,1,1
0,0,200,5,5,5,5,5,5,3,0
1,1,160,4,4,5,4,3,4,1,0
1,0,180,3,3,4,4,3,3,3,0
1,0,180,4,4,4,3,2,4,1,0
0,1,200,3,3,3,2,3,3,4,1
1,0,180,2,4,4,3,3,3,3,1
0,0,200,4,4,4,4,4,5,4,0
0,1,280,5,2,2,2,3,2,4,0
0,0,240,4,4,4,3,3,4,3,0
0,0,300,4,4,3,4,3,4,3,0
0,1,350,4,4,4,4,4,4,3,0
0,0,253,3,5,4,5,2,4,5,0
0,1,200,3,4,4,4,3,4,1,0
1,0,220,3,5,4,4,4,4,4,0
1,0,230,3,2,4,2,2,2,2,0
0,0,230,4,5,3,4,4,4,3,0
1,1,170,4,3,4,2,3,3,4,1
0,0,220,3,4,3,3,2,3,2,1
1,0,200,4,4,5,4,3,4,4,0
0,0,180,3,3,3,4,3,3,1,0
0,1,250,2,4,3,4,2,4,3,0
0,0,220,5,3,4,3,4,4,4,0
1,0,200,5,3,4,5,5,3,2,0
1,0,173,3,2,3,4,3,2,4,1
0,0,200,2,3,3,2,3,3,1,0
0,1,200,5,5,5,5,5,5,1,0
0,1,200,4,4,4,4,4,4,4,0
1,0,200,5,5,5,5,3,5,1,0
0,1,250,4,4,4,4,4,4,1,0
0,0,228,3,3,3,3,3,3,3,0
1,1,420,4,4,4,4,4,4,3,0
0,1,175,1,3,4,1,1,2,3,0
1,1,180,3,4,4,3,3,3,4,0
1,0,230,5,3,4,2,2,4,4,0
1,0,200,4,3,5,3,3,3,3,1
1,0,240,5,4,5,4,4,4,4,0
1,0,210,4,4,2,3,4,3,3,0
0,0,191,4,4,4,4,4,4,5,0
1,0,180,3,4,4,3,3,3,4,1
0,0,190,4,4,4,3,4,4,4,0
1,0,180,5,4,4,4,4,4,3,0
0,0,270,3,3,4,4,3,3,3,0
0,0,200,3,2,2,2,2,2,1,1
0,0,300,5,5,5,4,5,5,2,0
0,0,200,5,5,5,5,5,5,5,0
0,0,180,4,4,3,3,3,4,3,0
1,0,175,5,4,4,4,4,4,4,0
0,0,180,5,4,4,3,4,4,2,0
1,0,182,4,4,2,4,4,4,5,0
0,1,200,4,4,4,4,3,4,5,0
1,0,200,4,4,4,4,4,4,5,0
0,0,180,2,3,4,4,2,4,3,1
1,0,320,3,3,3,3,3,2,2,1
0,0,200,3,3,4,3,3,3,3,1
1,0,225,3,4,4,3,2,3,2,1
1,0,180,4,3,5,4,4,4,4,0
1,0,190,2,2,4,2,3,2,4,1
0,1,330,4,4,4,4,4,4,4,0
0,1,270,1,1,1,1,1,5,5,0
1,1,380,5,5,5,5,5,5,5,0
0,0,230,4,4,4,4,4,4,2,0
0,0,160,4,4,4,3,4,4,3,0
0,0,400,5,4,4,4,4,4,4,0
1,0,180,5,3,4,2,2,2,3,1
0,1,210,5,1,1,2,1,1,1,1
1,0,250,3,3,5,3,3,4,1,1
1,0,160,4,3,3,2,3,3,2,0
1,0,320,2,3,4,3,3,3,1,1
1,0,278,4,3,4,2,3,2,1,1
1,0,198,3,3,3,4,3,3,2,0
0,0,180,4,4,4,2,2,3,2,1
1,0,160,2,3,4,3,2,3,2,0
0,0,220,3,4,4,3,3,3,2,0
0,1,270,2,2,1,1,4,2,1,0
1,0,180,4,4,3,3,3,4,5,0
0,1,200,4,4,3,4,4,4,3,1
1,1,320,4,4,3,4,3,4,4,0
1,1,160,4,4,2,3,2,4,2,1
1,1,241,5,5,4,5,5,4,4,0
0,1,380,5,5,5,4,5,5,1,0
1,0,300,4,4,4,4,4,4,3,0
1,0,290,3,4,3,3,3,3,2,0
0,1,230,3,4,2,4,3,4,4,0
0,0,180,5,3,3,4,3,3,2,0
1,0,200,4,4,4,4,2,4,3,0
0,0,250,4,5,4,4,4,4,5,0
1,0,250,3,3,2,4,2,3,4,0
0,0,170,3,2,4,3,3,3,3,0
0,0,220,2,4,4,2,2,2,4,0
1,1,200,4,3,4,4,4,4,4,0
1,0,180,3,4,4,4,3,3,3,1
0,0,250,4,2,3,3,3,3,3,0
0,0,220,3,3,3,4,2,3,2,0
0,1,280,4,4,4,4,4,4,5,0
0,1,200,2,2,2,2,2,3,2,1
0,0,180,5,2,4,3,2,4,1,0
1,0,400,5,2,2,2,3,3,2,0
1,1,200,5,5,5,5,5,5,4,0
0,0,300,5,5,5,5,4,5,3,0
0,0,180,3,4,5,5,4,4,4,0
0,0,330,5,5,5,5,5,5,3,0
0,0,320,5,3,4,4,3,3,4,0
1,0,400,5,3,4,4,4,3,2,1
1,0,210,5,5,5,5,5,4,5,0
0,0,250,5,5,2,4,3,3,3,1
1,0,180,4,4,4,3,3,4,3,0
0,1,250,4,2,4,2,2,3,3,0
0,1,240,5,5,5,5,5,4,1,1
1,0,190,4,2,4,1,3,3,1,0
0,0,350,4,3,2,4,4,4,3,0
0,0,340,4,4,5,3,3,3,1,0
0,0,200,3,3,2,3,3,3,2,1
1,1,200,5,5,5,5,4,4,4,0
0,0,170,4,5,3,4,3,3,3,1
0,0,400,4,4,4,4,4,4,4,0
0,1,180,5,3,5,3,3,4,3,0
0,0,170,4,4,4,4,3,4,2,0
0,1,298,3,1,4,1,4,3,1,1
1,0,190,4,3,4,3,3,3,2,1
1,0,200,5,4,4,3,4,4,2,0
1,1,300,5,4,4,5,4,4,4,0
0,0,270,3,3,2,3,3,3,1,1
1,0,210,5,5,5,4,4,5,5,0
0,0,250,4,4,5,4,3,4,4,0
0,0,200,3,4,4,5,2,4,4,0
1,0,200,5,5,5,5,5,5,5,0
1,0,180,1,5,4,3,1,4,4,0
0,0,180,4,4,4,4,4,3,3,0
1,1,220,4,4,4,2,2,3,4,1
0,0,157,5,3,4,2,3,4,4,0
0,0,180,5,5,5,5,4,5,1,0
1,0,200,4,4,3,4,4,4,5,1
1,0,183,4,5,4,4,4,4,4,0
1,0,260,4,3,3,3,4,3,5,0
1,0,274,4,4,5,4,4,4,5,0
1,0,200,5,5,5,5,5,3,5,0
1,0,200,4,4,4,4,4,4,4,0
1,0,200,4,4,3,5,4,4,4,0
0,0,200,5,5,5,4,5,4,5,0
0,1,280,4,4,4,4,4,4,2,0
0,0,200,4,5,5,5,4,4,4,0
0,0,290,5,5,5,4,4,5,5,0
1,0,180,3,3,3,3,3,3,4,1
1,0,230,5,5,4,3,3,4,4,0
1,0,200,4,4,4,4,4,4,4,0
1,0,200,5,4,3,3,4,4,4,0
1,0,270,5,4,5,4,4,5,2,0
1,0,250,5,5,5,5,4,5,5,0
1,0,190,4,3,5,2,2,3,2,0
0,0,175,3,2,5,1,3,3,1,1
0,0,230,1,5,1,3,1,2,4,1
1,1,210,5,4,4,4,5,3,4,0
0,1,280,1,3,2,1,1,2,4,1
1,1,200,3,4,4,4,4,4,5,0
1,0,170,2,5,5,2,2,3,2,0
0,0,185,3,4,4,4,3,4,2,1
1,0,250,4,5,5,4,4,5,5,0
0,1,250,4,3,3,3,2,2,4,0
0,0,210,3,5,5,5,5,5,5,0
1,0,220,3,3,3,3,3,3,2,0
0,0,340,4,4,4,4,4,4,4,0
1,0,165,4,5,5,3,1,4,2,0
1,0,210,4,4,5,3,3,3,5,0
1,0,200,5,5,4,4,4,4,4,0
0,0,220,5,5,5,5,5,5,5,0
1,0,230,4,4,3,4,3,4,5,0
1,0,250,5,5,5,5,4,5,5,0
0,1,240,5,5,5,5,5,5,5,0
0,0,270,4,5,4,4,4,4,4,0
1,0,220,4,2,2,3,3,2,3,0
0,1,290,5,5,5,5,5,5,4,0
0,0,270,4,4,4,3,4,3,1,1
0,0,270,5,4,4,4,4,5,5,0
0,0,320,4,4,4,4,4,4,4,0
1,0,270,4,4,4,4,4,4,3,0
0,0,270,4,4,4,4,3,4,4,0
0,0,228,1,3,1,2,1,2,5,0
0,0,310,5,5,5,5,2,4,3,0
0,0,260,5,5,5,5,5,3,5,0
0,0,200,4,2,1,1,4,2,3,0
1,0,200,5,4,3,3,3,3,3,0
1,0,209,4,5,5,2,3,4,3,0
0,0,260,5,3,4,1,3,2,3,1
0,0,270,5,5,5,5,5,5,5,0
1,0,280,4,4,5,5,2,4,4,0
0,0,270,5,5,5,4,4,5,5,0
0,0,250,5,5,5,5,5,5,5,0
0,0,200,3,3,3,3,3,3,3,0
0,0,250,3,4,4,4,3,4,5,1
0,0,220,4,3,4,4,3,3,3,0
0,0,210,4,4,4,4,3,4,5,0
0,1,200,4,4,4,4,3,4,5,0
0,0,200,3,4,2,3,2,4,2,0
0,1,250,5,5,5,5,5,5,3,0
0,0,250,3,3,3,3,3,4,1,0
0,0,333,5,3,4,2,2,3,4,0
0,0,280,3,4,4,3,3,3,4,1
0,0,300,4,4,2,3,4,3,3,0
0,0,180,4,3,4,4,4,4,3,0
0,0,220,3,2,1,3,3,2,3,1
0,0,265,4,3,4,2,3,4,4,0
0,1,400,5,5,5,5,5,5,4,0
0,0,220,3,4,4,4,3,3,4,0
1,0,230,4,4,4,4,4,3,1,0
0,0,200,3,4,3,4,3,3,3,0
0,1,270,3,4,5,5,4,4,3,0
0,0,210,4,4,4,4,4,4,4,0
0,1,250,4,5,4,4,3,4,4,0
0,0,276,4,3,3,3,3,3,4,0
1,0,200,3,4,3,3,3,4,3,0
1,0,180,3,3,4,2,3,3,3,1
1,0,250,3,3,3,3,2,3,3,1
0,0,170,4,3,4,2,3,4,4,0
1,0,182,4,3,4,3,3,3,4,0
0,0,170,5,5,4,5,4,5,4,0
1,0,180,4,5,2,4,3,4,5,1
1,0,159,4,3,3,2,2,2,2,1
0,1,180,4,4,5,5,5,4,5,0
0,1,230,4,1,4,1,1,1,1,1
0,1,230,3,4,3,3,4,4,3,0
1,1,270,5,5,3,5,5,5,5,0
1,1,216,5,5,4,5,3,5,4,0
0,0,276,2,4,4,4,3,5,5,1
1,0,160,2,3,2,4,4,3,1,1
1,0,185,3,4,3,2,3,4,3,1
1,0,180,4,4,4,4,4,4,4,0
0,1,300,4,4,2,4,4,4,4,0
0,0,280,3,4,4,4,4,4,3,0
1,1,200,3,3,3,3,3,3,3,0
0,1,258,4,3,4,3,2,3,2,1
0,0,200,3,4,4,3,2,3,3,0
0,0,250,4,1,2,2,3,2,2,0
1,1,170,5,2,5,5,3,1,1,1
1,0,190,4,3,3,3,3,3,4,0
0,0,180,5,5,5,5,5,5,5,0
0,0,250,3,4,4,5,4,4,4,0
0,1,225,4,4,4,3,1,4,5,0
1,0,180,4,4,4,4,4,5,4,0
0,0,258,3,4,3,3,3,2,3,0
0,0,200,5,5,5,5,5,4,5,0
0,0,180,3,4,4,4,4,4,4,1
0,0,190,4,4,4,4,4,3,1,1
0,1,360,4,3,3,4,3,4,3,0
0,0,308,4,5,5,5,4,4,4,0
1,1,366,5,3,4,4,4,4,2,1
0,0,285,4,5,1,4,3,5,5,0
1,0,200,5,2,1,2,4,3,1,1
0,0,260,4,2,5,4,3,3,3,0
0,0,220,4,4,5,5,3,4,1,0
1,1,200,2,3,5,4,3,4,4,1
0,0,233,5,5,5,5,4,4,4,0
0,0,220,4,4,5,4,4,4,4,0
0,0,330,4,3,4,3,4,3,2,0
1,0,180,4,3,4,4,3,3,1,0
0,0,270,3,4,4,2,1,3,1,0
1,0,207,4,3,4,3,4,2,5,0
0,0,300,4,4,4,4,4,4,4,0
0,0,220,5,5,5,5,5,5,5,0
0,0,260,4,4,5,4,5,4,3,0
0,0,300,4,4,2,4,4,3,4,1
0,0,210,4,4,4,4,4,4,3,0
0,0,290,3,2,5,5,3,4,2,1
0,0,220,5,4,3,4,3,4,4,0
0,0,267,4,4,2,3,3,2,3,1
0,0,210,3,4,4,4,4,4,5,0
0,0,176,1,3,5,2,4,3,1,1
0,1,300,5,5,5,3,3,5,3,1
0,0,170,5,4,4,5,3,5,4,0
0,0,183,4,5,4,5,4,4,5,0
0,0,230,3,4,4,5,3,3,3,0
0,1,250,4,4,4,3,4,3,4,0
0,0,450,5,4,5,4,4,5,4,0
1,0,330,4,5,2,4,4,3,5,0
0,0,350,5,4,5,4,4,4,5,0
0,0,260,4,4,2,4,3,4,2,0
1,0,250,4,4,2,3,4,4,3,0
0,0,420,5,4,4,4,4,4,4,0
0,0,300,5,4,5,2,4,4,2,0
0,0,280,4,3,2,1,4,2,3,0
0,0,333,4,3,3,4,3,4,3,0
0,0,300,5,5,5,5,4,4,5,0
1,0,330,4,4,3,4,4,4,4,0
0,0,458,4,4,4,4,4,4,4,0
0,0,270,4,4,5,4,3,5,4,0
0,1,400,5,5,5,5,5,5,5,0
0,1,330,4,5,4,5,3,4,5,0
0,0,270,3,2,2,3,3,3,1,0
0,0,183,3,3,5,1,3,3,2,1
1,0,192,5,4,2,5,3,3,4,1
0,0,300,5,1,5,3,5,2,4,1
0,0,290,4,4,4,4,4,4,4,0
0,0,300,5,5,5,4,3,5,3,0
0,1,250,4,4,4,4,3,3,3,0
0,0,250,3,2,3,2,4,3,4,1
0,0,400,4,4,3,4,3,4,2,0
0,1,220,3,4,4,3,3,3,2,0
0,0,300,4,4,4,3,4,3,3,0
0,0,300,4,4,4,4,4,3,4,0
0,0,245,4,3,3,2,2,3,4,1
0,0,350,4,4,4,5,4,4,4,0
0,0,268,4,4,2,2,3,3,3,0
0,0,330,3,3,2,2,2,3,2,0
0,0,250,5,4,2,5,3,3,3,1
0,0,250,3,1,5,1,1,4,3,0
0,0,340,3,4,4,2,3,2,4,1
1,0,270,4,3,4,4,3,3,3,0
0,1,291,3,3,4,2,1,2,4,1
1,1,280,4,4,4,4,3,4,4,0
0,1,200,4,4,4,4,4,4,4,0
0,0,170,4,4,1,3,3,3,4,1
0,1,250,4,5,5,5,5,4,4,0
0,0,205,4,2,5,3,3,3,1,0
0,0,250,4,3,5,2,4,5,1,0
0,0,180,5,5,5,5,5,5,1,0
0,0,180,4,4,2,5,3,4,5,0
0,0,375,3,4,4,3,3,3,3,0
0,0,160,2,4,5,4,2,3,5,1
0,0,180,5,4,5,5,3,4,4,0
0,0,333,5,5,5,5,5,4,4,1
0,1,291,5,4,4,4,3,3,4,0
0,1,400,2,3,4,2,3,2,2,1
0,0,395,3,3,1,3,3,1,3,0
0,0,175,5,5,5,4,5,4,2,1
0,0,210,3,2,5,3,2,4,2,0
0,0,180,4,5,3,3,3,4,5,1
0,0,300,3,3,4,3,3,4,4,0
0,0,170,5,4,5,5,5,5,5,0
1,0,190,4,4,4,4,4,3,4,0
0,0,273,4,5,5,5,4,4,4,1
0,0,170,3,3,3,3,3,3,1,0
0,0,320,5,5,5,5,4,5,5,0
0,0,180,4,3,3,4,3,3,4,0
0,0,330,3,4,4,4,4,4,4,0
0,0,360,4,4,4,4,4,4,5,0
1,0,400,4,4,4,4,3,4,5,0
0,0,180,5,4,4,4,4,4,1,0
0,0,230,4,5,5,5,3,4,4,1
0,0,310,4,4,4,4,4,4,4,0
0,0,270,4,4,4,4,4,4,4,0
0,0,173,4,4,4,4,3,3,3,1
0,0,200,4,4,4,4,4,4,4,0
0,0,458,4,4,4,4,4,4,4,0
0,1,200,4,4,4,4,4,4,1,0
0,1,360,5,5,2,4,3,3,5,0
0,0,200,3,3,3,3,3,3,1,0
0,0,300,4,4,4,3,4,4,4,1
0,1,160,4,4,4,4,4,4,4,0
1,0,200,5,2,5,3,3,3,3,1
0,0,240,5,5,5,5,5,5,5,0
0,0,250,4,5,4,4,4,3,4,0
0,0,250,3,4,3,3,3,3,4,0
0,1,190,3,3,4,1,3,3,2,1
0,0,304,4,4,4,4,4,4,4,0
0,0,330,5,4,3,2,4,4,5,0
0,0,316,5,4,5,3,3,4,3,0
0,0,230,3,3,3,3,3,3,1,1
0,0,330,4,3,4,4,4,3,3,0
0,0,225,4,4,4,3,3,2,3,0
1,0,170,4,4,3,4,3,4,4,0
0,0,200,3,3,3,3,3,4,4,0
0,1,175,3,3,3,2,3,3,1,0
0,0,200,5,4,4,4,4,4,3,0
0,1,160,4,4,2,3,3,3,4,0
0,0,200,3,3,3,3,3,3,3,1
0,1,210,5,4,5,3,4,4,4,0
1,0,230,5,4,4,4,4,4,4,0
1,1,180,3,4,4,4,3,4,3,0
0,0,260,4,4,4,4,4,4,4,0
0,0,210,3,3,5,3,3,3,2,0
0,0,216,3,2,4,5,4,4,2,1
0,0,270,3,3,4,4,4,4,4,0
0,0,350,4,4,4,4,4,4,4,0
0,0,270,4,4,2,3,4,4,4,0
1,0,399,4,4,5,4,4,4,4,0
0,0,175,2,3,3,2,2,2,3,0
0,1,190,5,4,3,4,3,4,2,1
0,0,250,4,4,4,4,4,3,2,0
1,0,225,2,4,2,4,2,3,4,1
1,0,208,3,3,4,2,2,1,2,1
0,0,180,4,4,3,3,4,3,4,0
0,0,400,4,3,1,3,4,4,5,0
0,1,180,5,5,4,2,3,4,5,0
1,0,233,4,4,5,3,3,4,4,0
0,1,250,4,4,4,4,3,4,5,0
0,0,390,5,3,2,3,3,4,4,1
0,1,250,4,3,2,3,3,3,2,1
0,0,191,5,5,5,3,4,4,1,0
0,0,200,4,4,3,4,3,4,1,0
0,0,380,3,4,4,4,3,4,5,0
0,1,180,4,4,4,4,3,4,5,0
1,0,340,4,4,4,3,3,4,4,0
1,1,300,4,4,3,4,4,3,3,0
0,0,230,3,4,4,3,3,4,5,1
0,0,375,4,4,5,4,4,4,5,0
0,0,310,5,3,4,2,4,4,1,0
0,1,210,4,3,5,2,2,4,2,0
0,0,300,5,5,5,5,5,4,5,0
0,0,167,3,5,4,5,4,4,5,0
0,1,355,4,4,4,4,4,4,4,0
0,0,175,4,3,5,3,5,4,1,1
0,0,205,4,4,1,1,3,2,3,1
0,0,260,4,5,5,3,3,5,4,1
0,0,230,5,5,1,5,1,4,2,0
0,1,180,5,3,5,4,3,3,5,1
0,0,270,3,3,4,3,3,4,4,0
0,0,260,3,4,5,4,3,4,4,0
0,0,180,3,5,5,5,5,5,4,0
0,0,233,5,5,5,5,5,4,5,0
0,1,180,4,1,4,4,2,5,4,1
0,1,340,5,4,4,3,4,4,1,0
1,0,180,5,5,5,5,5,4,4,0
0,0,200,4,3,5,2,2,3,3,0
0,0,178,4,4,4,4,3,4,4,0
0,0,180,4,3,4,3,4,3,4,0
0,0,320,5,5,5,5,4,4,5,0
0,0,290,4,4,5,4,3,5,4,0
1,0,250,5,5,4,5,3,4,4,0
0,0,250,4,3,3,4,3,3,3,0
0,1,300,5,5,3,4,5,4,2,0
0,0,175,3,3,2,2,3,4,4,0
0,0,200,5,4,3,5,5,5,3,0
0,1,200,5,5,5,3,4,4,5,0
0,1,280,4,5,5,4,4,3,4,0
0,0,266,4,4,3,3,3,3,5,0
0,1,200,4,3,4,2,3,3,4,1
0,0,200,4,4,4,4,4,4,4,0
0,0,228,3,4,4,4,3,4,5,0
0,0,320,4,4,4,4,4,4,4,0
0,0,300,2,3,2,3,3,2,4,1
0,0,230,4,4,3,3,3,3,5,0
0,0,245,4,4,4,4,4,4,2,0
0,0,210,4,4,4,3,3,3,5,0
1,0,266,4,5,4,4,3,4,5,0
0,0,233,4,4,4,4,4,4,4,1
1,0,200,4,5,4,4,3,4,4,0
0,0,235,5,2,3,2,3,3,1,1
1,0,280,4,4,4,4,4,4,4,0
0,0,350,5,2,4,5,4,4,2,0
0,0,230,4,4,4,4,4,4,3,0
0,0,250,5,5,4,4,5,4,5,0
1,0,216,4,5,5,3,4,4,4,0
0,0,180,3,2,5,5,5,3,2,1
0,0,170,5,5,5,5,4,5,5,0
0,0,300,4,4,4,4,4,5,5,0
0,0,350,4,3,2,4,3,4,4,0
0,0,400,3,3,3,3,3,3,3,0
0,1,200,3,3,4,2,2,2,2,1
1,0,260,4,4,4,3,3,4,4,0
1,0,225,3,4,5,5,3,4,3,1
0,0,180,4,4,5,4,4,4,4,0
0,0,200,4,4,5,4,3,4,4,1
1,0,157,3,3,4,2,4,3,2,1
0,1,400,5,2,3,2,3,3,1,1
0,0,170,3,4,3,3,3,3,1,0
0,0,400,4,4,5,5,4,4,3,0
0,0,350,4,4,4,4,3,5,3,0
0,0,250,5,2,5,1,3,2,3,0
0,0,300,3,3,3,3,3,3,3,0
1,0,380,5,5,5,5,5,5,5,0
1,1,183,2,3,5,3,2,2,3,1
0,0,300,4,4,5,5,4,4,4,0
1,0,300,5,5,5,5,5,5,5,0
0,0,300,5,5,5,5,5,5,4,0
0,1,200,3,3,3,2,1,2,3,1
1,0,200,3,3,4,4,2,4,4,0
0,0,230,5,5,5,5,4,3,1,1
1,0,220,4,3,4,4,2,3,4,0
1,0,190,3,2,3,2,2,2,4,0
0,0,220,4,4,3,4,4,4,4,0
0,0,260,3,2,5,2,2,3,4,1
0,0,250,4,4,4,4,3,4,1,0
0,0,250,4,4,4,4,4,4,3,0
0,0,350,3,3,4,3,3,3,2,0
1,1,315,3,2,2,3,3,4,1,0
0,0,300,5,5,5,5,5,5,4,0
0,0,340,5,3,5,2,4,4,4,0
0,0,260,4,4,3,4,4,5,4,0
0,0,300,5,5,5,5,4,5,4,0
0,1,200,3,3,3,3,3,3,4,0
0,0,338,4,4,4,4,4,4,3,0
0,0,390,4,4,4,4,4,4,3,0
0,1,270,4,4,5,4,4,4,4,0
1,0,216,3,4,2,3,2,3,4,1
0,0,290,5,5,5,5,5,5,5,0
1,0,193,4,5,5,5,4,4,3,0
1,0,310,5,5,5,5,5,5,3,0
0,0,325,3,2,3,1,3,2,1,1
0,1,250,3,3,3,1,2,3,3,1
0,1,337,4,3,4,3,4,4,4,0
1,1,200,4,4,4,3,3,3,4,0
0,0,300,2,2,2,2,2,2,2,1
0,0,330,4,3,3,2,3,3,3,1
1,0,200,5,4,5,1,1,1,3,1
0,0,260,3,4,3,4,3,3,4,1
0,0,240,4,4,3,3,2,3,1,0
0,1,340,4,4,4,3,4,4,4,1
0,0,175,1,4,4,2,3,4,4,1
0,0,170,5,5,5,5,5,3,3,0
0,0,233,1,1,5,3,2,2,4,1
0,1,320,3,3,3,2,2,2,4,1
0,0,180,5,5,4,4,4,4,4,0
1,0,370,5,3,2,1,3,4,1,1
0,0,180,4,3,3,3,3,3,3,1
0,0,240,5,4,4,4,4,2,4,0
0,0,152,5,5,5,5,5,5,3,0
0,0,170,5,5,5,1,5,3,1,1
0,0,330,4,4,5,5,4,5,4,0
0,1,300,5,4,4,4,3,4,3,0
0,0,240,3,3,3,3,3,3,3,1
1,0,190,4,4,4,4,4,3,3,0
0,0,210,4,4,4,3,3,4,4,0
0,1,300,3,3,2,4,3,3,3,1
0,0,400,5,4,4,4,5,5,3,0
0,0,250,3,3,3,3,3,3,3,0
1,0,230,4,4,4,4,3,4,4,0
0,0,270,4,4,4,4,4,4,4,0
0,1,200,5,5,5,5,5,5,5,0
0,0,220,4,4,3,3,4,4,3,0
0,1,300,4,3,2,3,3,2,4,1
0,0,250,4,4,4,4,3,4,2,0
0,0,189,1,1,1,1,1,1,1,1
1,0,190,4,3,2,5,3,3,3,1
0,0,180,3,3,3,3,3,3,2,0
0,1,180,3,4,3,3,3,3,3,0
0,0,300,5,4,2,4,5,4,1,1
1,0,191,4,4,4,2,3,3,3,0
0,1,430,5,4,3,4,4,4,2,0
0,0,240,4,4,4,4,5,4,3,0
1,0,215,3,3,4,3,2,3,2,1
0,0,190,3,5,5,4,3,4,5,1
0,0,300,4,5,4,4,4,4,4,0
0,0,290,4,3,3,3,4,3,4,0
0,1,300,3,3,3,3,3,4,3,0
0,1,233,4,4,4,4,4,4,4,1
1,1,256,4,2,2,1,4,3,2,0
0,0,333,3,4,4,4,2,3,4,0
1,0,230,3,5,5,2,2,3,4,0
0,0,240,4,4,4,3,4,4,3,0
1,0,250,3,4,4,3,4,3,4,1
1,0,180,4,4,5,3,1,3,4,1
1,0,220,4,3,4,2,3,3,4,1
0,1,350,4,4,4,3,3,4,3,0
0,0,270,4,4,4,4,3,4,4,0
0,1,390,3,4,4,4,4,4,1,0
1,0,200,3,4,3,3,3,3,4,0
0,1,180,4,4,4,4,3,4,4,0
1,1,170,5,4,5,5,5,4,4,0
0,0,160,2,2,2,2,1,2,3,0
0,0,250,5,5,3,4,5,5,4,0
0,0,230,4,4,3,3,3,3,1,1
0,0,180,4,5,4,4,3,4,4,0
1,1,190,4,4,4,3,3,4,3,0
0,1,200,4,3,4,5,4,4,2,0
1,0,250,4,5,4,5,4,4,2,0
0,0,170,1,3,2,2,4,2,4,0
0,1,240,5,5,5,5,5,5,4,0
0,0,180,3,4,4,4,2,3,4,1
1,1,240,5,5,5,5,5,4,4,0
1,0,202,4,2,3,3,3,3,2,1
0,0,200,4,4,4,5,4,4,4,0
0,1,300,4,4,4,3,4,4,1,0
0,0,165,5,4,3,4,3,4,5,0
1,0,240,4,5,4,5,3,4,5,0
1,0,250,3,4,4,4,4,3,4,0
1,1,290,5,5,5,4,5,4,4,0
1,0,203,3,4,5,5,4,4,2,0
0,0,240,5,4,5,5,4,4,4,0
0,0,260,5,4,4,5,4,4,5,0
1,0,250,4,4,4,4,4,4,1,0
0,0,216,4,4,4,4,4,4,4,0
0,1,250,4,4,4,4,4,4,3,0
0,0,400,5,5,5,5,5,5,2,0
0,1,400,5,5,5,5,5,5,5,0
0,0,308,5,3,2,3,4,3,3,0
1,0,192,2,2,3,3,2,1,4,1
0,1,160,4,4,1,4,3,4,3,0
1,0,280,3,3,5,3,3,4,5,0
0,0,280,4,3,4,3,4,3,3,0
1,1,250,4,4,2,4,3,4,3,1
0,0,310,5,5,5,4,3,4,3,0
0,0,450,5,5,5,5,3,4,4,0
0,0,270,5,3,3,3,3,2,3,0
1,0,170,2,4,5,4,2,3,4,0
0,1,200,4,4,1,3,3,3,4,1
0,0,175,2,3,3,3,3,3,2,1
1,0,200,4,3,4,4,4,3,3,0
0,0,330,4,3,4,3,4,4,4,0
0,1,230,3,1,2,1,1,2,1,1
0,0,205,3,3,3,3,3,3,3,0
